0.221,395.14
0.23642,395.56
0.22659,395.11
0.23096,393.88
0.23772,392.82
0.23888,392.23
0.25785,392.01
0.25364,392.16
0.25028,392.7
0.26038,392.88
0.25289,393.46
0.2373,393.71
0.24746,393.61
0.2337,393.24
0.25236,393.39
0.2584,393.26
0.24777,393.2
0.25455,393.04
0.22485,393.07
0.2518,392.58
0.24317,392.78
0.25165,392.94
0.24407,393.23
0.24088,392.96
0.25394,393.5
0.24203,393.59
0.23044,393.73
0.23593,393.27
0.24453,392.99
0.24898,393.12
0.24303,392.71
0.25803,392.84
0.25194,392.9
0.25236,392.95
0.24721,393.55
0.26927,393.65
0.2499,393.11
0.24286,393.31
0.25933,392.91
0.26636,393.1
0.25006,393.07
0.27876,392.83
0.24731,392.66
0.25523,392.97
0.24934,393.23
0.24886,393.29
0.25764,393.45
0.24877,393.65
0.26605,393.47
0.24805,393.49
0.22101,393.5
0.23973,393.17
0.26049,392.63
0.251,392.43
0.23502,392.7
0.24789,392.76
0.23294,393.07
0.27771,393.06
0.26515,393.1
0.26156,393.5
0.25314,393.41
0.25687,393.28
0.22884,393.43
0.24143,393.99
0.24626,393.45
0.23995,393.4
0.22267,393.13
0.26867,393.13
0.24845,392.85
0.25203,392.79
0.24659,393.14
0.2443,393.08
0.24869,393.56
0.26634,393.63
0.2464,393.68
0.23972,393.41
0.23379,393.04
0.2544,393.04
0.24511,392.57
0.25818,392.13
0.24382,392.69
0.26127,393.03
0.24871,393.56
0.24755,393.69
0.24304,393.83
0.24164,393.62
0.24713,393.7
0.25816,393.3
0.23783,393.08
0.23905,392.87
0.23595,392.84
0.26812,392.84
0.26282,393.04
0.24751,393.32
0.24599,393.62
0.25355,393.79
0.25245,393.94
0.2328,393.72
0.26789,393.34
0.2563,392.94
0.23931,392.81
0.26219,392.84
0.25999,393.19
0.25758,393.07
0.25373,393.21
0.24543,393.37
0.26684,393.75
0.24924,393.7
0.24017,393.84
0.23399,393.14
0.26956,392.72
0.24468,392.59
0.25755,392.05
0.2583,392.51
0.27146,392.6
0.26167,392.98
0.23826,393.28
0.25243,393.66
0.24572,393.64
0.24611,393.53
0.24971,393.43
0.23324,392.87
0.24157,393.13
0.23349,393.23
0.24888,393.14
0.24748,393.01
0.24146,393.08
0.23174,393.23
0.24187,393.36
0.23924,393.41
0.24208,393.54
0.24576,393.02
0.25096,393
0.25832,392.95
0.25997,393.05
0.23875,393.06
0.24528,393.28
0.25247,393.24
0.24207,393.3
0.26619,393.45
0.23556,393.27
0.25168,392.92
0.25628,392.98
0.25941,392.99
0.2326,393.1
0.24342,393.05
0.25398,392.97
0.24749,393.29
0.22445,393.4
0.24532,393.46
0.25271,393.36
0.22818,393.57
0.23976,393.29
0.23568,393.08
0.24905,393.06
0.25562,392.55
0.24831,392.53
0.26152,392.6
0.25355,392.54
0.24665,392.74
0.26014,392.89
0.2651,392.84
0.251,393.14
0.23743,393.24
0.24712,393.17
0.24555,393.58
0.24797,393.66
0.24842,393.37
0.23059,393.19
0.24323,393.31
0.248,393.23
0.25013,393.09
0.25625,393.06
0.25169,392.56
0.25289,392.77
0.26386,392.66
0.24792,393.06
0.25115,393.38
0.26366,393.55
0.25578,393.66
0.24365,393.52
0.25378,393.96
0.24283,393.3
0.25338,393.27
0.24186,392.92
0.23033,393.32
0.26475,393.02
0.2388,393.12
0.25716,392.56
0.25148,392.86
0.24795,392.67
0.24956,392.85
0.26769,393.14
0.25389,393.6
0.26185,393.65
0.25774,393.64
0.24765,393.52
0.24668,393.12
0.23667,393.27
0.23654,392.64
0.28431,390.67
0.31519,389.69
0.34007,390.43
0.33384,392.31
0.31842,395.02
0.29118,397.54
0.26396,398.6
0.25298,397.23
0.23728,396
0.26093,394.12
0.27379,392.93
0.30196,392.54
0.31486,392.98
0.29613,394.05
0.28806,395.22
0.27749,396.21
0.27154,396.44
0.24819,395.71
0.27213,394.81
0.28779,394.28
0.27227,393.78
0.26801,393.91
0.28238,394.27
0.27057,394.95
0.29826,395.49
0.27494,395.34
0.28424,395.25
0.2756,394.88
0.26951,394.58
0.2684,394.14
0.28377,394.05
0.28198,394.03
0.29087,394.25
0.28449,394.35
0.28135,394.54
0.27553,395.02
0.25698,395.33
0.27868,395.48
0.26972,395.33
0.26468,394.94
0.28142,394.53
0.29555,394.22
0.27702,393.8
0.29779,394.03
0.29436,394.56
0.27355,394.91
0.28461,395.05
0.27246,395.33
0.26373,395.05
0.27605,395.07
0.26581,394.93
0.25619,394.63
0.26838,394.37
0.27499,394.1
0.28147,394.31
0.2894,394.32
0.26241,394.82
0.28278,395.01
0.26559,395.1
0.2674,395.04
0.24549,397.7
0.21765,398.57
0.21212,397.12
0.21863,394.67
0.22944,392.63
0.24094,391.16
0.26444,390.62
0.26489,390.94
0.27353,391.55
0.27043,392.6
0.26732,393.61
0.24159,394.36
0.2544,394.48
0.25061,393.84
0.26023,393.64
0.25044,393.43
0.25601,392.96
0.25674,392.87
0.26466,392.64
0.26647,393.03
0.25378,393.08
0.24167,392.99
0.24992,393.18
0.24822,393.12
0.24207,392.96
0.26086,392.84
0.25884,393.12
0.25221,392.83
0.2509,393.34
0.2507,393.47
0.23948,393.38
0.24677,393.28
0.24793,393.53
0.24091,393.37
0.2709,393.18
0.23964,393.06
0.24548,392.89
0.23925,392.98
0.24125,393.13
0.26268,393.29
0.24699,393.15
0.25343,393.29
0.24159,393.29
0.23729,392.88
0.26063,393.04
0.25506,393.1
0.24267,392.69
0.26248,393
0.25957,393.24
0.24923,393.5
0.24389,393.33
0.23852,393.53
0.26953,393.4
0.25197,393.61
0.24897,393.66
0.23414,393.43
0.2431,393.18
0.2626,393.14
0.25235,392.71
0.24623,393.02
0.26743,390.81
0.30743,389.95
0.31527,390.94
0.31206,392.8
0.2986,395.05
0.26823,397.62
0.23301,398.07
0.22963,397.82
0.25045,395.86
0.25539,394.56
0.29379,393.45
0.28198,392.98
0.29179,393.13
0.29133,393.72
0.28127,394.56
0.27713,395.7
0.25711,395.83
0.25711,395.97
0.24838,395.36
0.27556,394.77
0.28294,394.29
0.2759,393.78
0.30397,393.57
0.27975,394.15
0.28678,394.82
0.27639,395.37
0.26437,395.22
0.27634,395.33
0.28692,394.72
0.25931,393.88
0.28201,394.05
0.30868,393.55
0.27882,394.1
0.27303,394.84
0.27866,394.93
0.28111,395
0.26599,395.15
0.26729,394.83
0.28037,394.15
0.25616,394.24
0.2937,394.38
0.27854,394.54
0.28281,394.6
0.27972,394.99
0.25798,394.99
0.29122,394.65
0.28492,394.61
0.27284,394.61
0.27234,394.55
0.27206,394.38
0.2723,394.34
0.28678,394.64
0.28654,394.74
0.27036,395.1
0.27222,394.91
0.26909,395.14
0.29177,394.73
0.26646,394.23
0.26588,394.17
0.28589,394.53
0.23763,397.22
0.20968,398.33
0.21927,397.56
0.20589,395.35
0.22999,393.19
0.24805,391.38
0.25101,390.54
0.26378,390.81
0.26934,391.37
0.28036,392.52
0.23836,393.62
0.245,394.4
0.23626,394.63
0.22583,394.55
0.23881,393.58
0.24414,393.33
0.24923,392.7
0.24541,392.5
0.25606,392.68
0.26257,392.91
0.29292,390.71
0.31379,390.04
0.33644,390.39
0.28695,392.57
0.29032,395.07
0.28444,397.32
0.25314,398.14
0.24449,397.4
0.25108,396.17
0.25866,394.72
0.28136,393.54
0.28376,392.58
0.30195,392.38
0.30146,392.87
0.30389,393.69
0.28633,394.99
0.28679,395.36
0.2706,395.89
0.2491,395.56
0.27604,394.99
0.28863,394.1
0.27121,393.7
0.32282,393.7
0.29117,393.84
0.29669,394.2
0.26715,394.72
0.28602,395.23
0.27539,395.06
0.2727,394.98
0.30487,394.57
0.28033,394.33
0.28245,394.27
0.25789,394.39
0.28248,394.44
0.28738,394.56
0.2759,394.62
0.28306,395.01
0.28052,395.26
0.26763,395.28
0.27106,395.08
0.23471,397.55
0.21036,397.97
0.21271,396.41
0.19691,394.51
0.22771,392.4
0.24722,391.24
0.27653,390.69
0.27157,390.69
0.27692,391.29
0.26294,392.24
0.25641,393.46
0.24694,394.23
0.258,394.56
0.23563,394.3
0.24822,394.1
0.24755,393.25
0.25851,392.96
0.23085,392.44
0.28041,392.46
0.26684,392.85
0.25041,393.06
0.23715,393.34
0.24506,393.46
0.24878,393.71
0.2476,393.34
0.24431,393.84
0.26335,393.65
0.24859,393.18
0.25436,392.76
0.25356,392.44
0.23755,392.8
0.25267,392.91
0.25822,393.07
0.25657,393.71
0.2396,393.66
0.24788,393.89
0.24593,393.54
0.24762,393.51
0.24808,393.18
0.25281,393.23
0.25689,393.03
0.2698,392.65
0.25238,392.65
0.26223,393.35
0.24717,393.51
0.25338,393.59
0.24289,393.28
0.2334,393.39
0.25514,393.3
0.24782,393.3
0.25258,392.85
0.2413,392.99
0.2428,393.39
0.23913,393.08
0.26674,393.23
0.26373,393.3
0.26853,393.34
0.2484,392.81
0.26267,393.22
0.24797,393.35
0.29278,390.84
0.30829,389.8
0.33428,389.95
0.31582,392.06
0.31828,394.32
0.26963,396.87
0.27243,398.28
0.24151,397.73
0.2268,396.46
0.24917,394.52
0.27919,392.86
0.28967,392.52
0.29369,392.89
0.29396,393.66
0.29409,394.94
0.28243,395.9
0.25905,396.64
0.27071,396.17
0.24888,395.44
0.26074,394.35
0.2217,396.08
0.22707,396.47
0.2303,395.71
0.23368,394.26
