Conc,Temp
0.24508,393.01
0.2513,393.09
0.25032,392.85
0.25511,393.73
0.24594,393.65
0.24471,393.01
0.25214,393.38
0.24858,393.31
0.24852,393.13
0.25112,393.44
0.24794,393.35
0.24824,393.17
0.24956,392.98
0.25301,393.5
0.2468,393.05
0.24997,392.66
0.25594,393.29
0.24998,393.42
0.24741,393.06
0.25272,393.77
0.24498,393.46
0.24739,393.39
0.24777,393.18
0.24972,393.09
0.25067,393.06
0.25171,393.29
0.24823,392.81
0.25376,393.1
0.25195,393.48
0.24771,393.43
0.24887,393.82
0.2441,393.41
0.24781,393.39
0.2473,392.96
0.25116,392.77
0.25321,392.69
0.29557,392.86
0.2922,390.56
0.31487,390.03
0.32466,390.5
0.32361,392.02
0.3101,394.97
0.27752,397.7
0.24966,398.84
0.23899,398.32
0.24324,396
0.26223,394.09
0.27991,392.59
0.29659,392.3
0.30147,392.56
0.30068,393.58
0.29044,394.46
0.28154,395.61
0.26989,396.85
0.25771,396.03
0.26421,395.62
0.26779,394.62
0.277,393.89
0.28375,392.99
0.29505,393.71
0.28831,394.09
0.28442,394.54
0.27991,394.99
0.27556,395.66
0.26879,395.85
0.26637,395.24
0.27178,394.88
0.27562,394.88
0.2751,393.93
0.28508,394.29
0.28174,394.07
0.2843,394.56
0.27953,394.77
0.27693,394.54
0.27951,394.92
0.2763,395.69
0.23278,395.52
0.23349,397.51
0.21524,398.57
0.20527,396.98
0.2141,394.21
0.23621,392.79
0.24702,391.03
0.26344,390.15
0.27898,391.09
0.27148,391.88
0.26478,392.87
0.25668,394.26
0.24295,394.81
0.23751,395.3
0.23201,394.96
0.23226,393.48
0.24515,392.91
0.25023,392.28
0.25571,391.77
0.26233,391.97
0.26108,392.14
0.26221,393.23
0.25126,393.52
0.24889,394.17
0.24213,394.13
0.24169,393.95
0.24336,393.9
0.24311,393.52
0.2454,392.87
0.25132,392.52
0.25522,392.43
0.25816,393.07
0.25176,393.15
0.25148,393.57
0.24773,393.86
0.24536,394.25
0.24,393.53
0.2461,393.29
0.24848,393.07
0.25166,393.37
0.24784,392.96
0.25077,392.62
0.25675,393.39
0.24844,393.12
0.25155,393.56
0.24743,393.68
0.245,393.24
0.24878,393.01
0.25197,393.25
0.24876,392.84
0.25276,392.86
0.25374,393.21
0.25028,393.25
0.24982,393.36
0.24865,393.35
0.24811,393.11
0.25052,393.09
0.2514,393.3
0.2484,392.94
0.25253,393.19
0.25026,393.23
0.25007,393.38
0.248,393.17
0.25083,393.47
0.24657,392.89
0.25276,393.1
0.24978,392.63
0.25581,393.12
0.25107,393.17
0.25002,393.06
0.25163,393.3
0.24972,393.5
0.24735,393.42
0.24777,393.32
0.24927,393.49
0.24642,392.96
0.25251,393.28
0.24918,393.13
0.25035,393.09
0.25131,393.26
0.29005,393.36
0.28824,391.51
0.30453,390.4
0.32124,391.11
0.31712,392.61
0.30197,394.39
0.28335,396.83
0.25839,397.63
0.2502,396.68
0.25758,395.38
0.26921,394.22
0.27958,392.79
0.29455,392.42
0.30062,392.87
0.29646,393.16
0.29591,395.25
0.27411,396.03
0.26529,395.92
0.26614,396.51
0.26032,395.67
0.26714,394.76
0.27559,393.95
0.28369,393.47
0.2896,393.65
0.28825,393.77
0.2874,394.17
0.28391,394.91
0.27633,395.25
0.27221,394.72
0.27763,395.13
0.27325,394.37
0.28031,394.28
0.28138,394.02
0.28391,393.82
0.28681,394.33
0.28143,394.11
0.28386,394.54
0.27948,394.44
0.28116,395.41
0.27151,395.62
0.26849,394.84
0.27602,394.94
0.27475,394.17
0.28251,394.31
0.28097,393.76
0.28667,393.85
0.28647,394.25
0.28272,394.61
0.27881,394.63
0.27926,395.56
0.26989,395.36
0.27079,394.81
0.27555,394.1
0.28274,393.87
0.28596,394.17
0.28347,394.56
0.27958,394.88
0.27611,394.8
0.27646,394.63
0.27821,394.58
0.24209,395.25
0.23607,397.36
0.21646,397.96
0.20989,396.86
0.21606,394.64
0.23232,392.81
0.24689,391.19
0.26369,390.67
0.27122,390.74
0.27386,391.52
0.26841,392.66
0.2593,394.3
0.24214,394.39
0.24063,394.75
0.23681,394.58
0.23687,393.92
0.2425,393.52
0.24548,392.91
0.25191,392.89
0.25072,392.19
0.30061,392.45
0.29736,390.9
0.31183,390.22
0.32223,390.53
0.325,392.79
0.30166,395.81
0.26874,397.73
0.24914,398.47
0.24249,397.21
0.25241,395.26
0.26974,393.95
0.28169,392.41
0.29857,392.25
0.30204,392.47
0.30182,393.62
0.29056,394.97
0.27632,395.67
0.26878,395.84
0.26645,395.17
0.27263,395.1
0.27352,394.89
0.27532,394.5
0.27883,394.04
0.28362,393.91
0.28572,394.23
0.28252,394.24
0.28261,394.62
0.27899,394.92
0.27585,395.02
0.27454,394.92
0.27502,394.39
0.28045,394.5
0.27929,394.09
0.28357,394.23
0.28265,394.49
0.28042,395.12
0.27395,395.03
0.27462,395.29
0.27197,395.18
0.27295,395.27
0.27187,394.83
0.27563,394.28
0.28112,394.08
0.28327,393.87
0.28641,394.52
0.2803,395.08
0.27444,395.22
0.27262,395.04
0.27401,394.82
0.27634,394.78
0.27623,394.04
0.28411,394.38
0.28118,394.56
0.27963,395.1
0.27418,395.25
0.27279,395.8
0.26729,395.81
0.26651,394.99
0.27418,394.82
0.27591,394.37
0.24297,394.41
0.24471,397.03
0.2197,397.91
0.21048,396.68
0.21832,395.18
0.22763,392.78
0.24884,391.8
0.25884,391.16
0.26551,390.82
0.27362,391.83
0.26542,392.87
0.25528,393.58
0.24974,394.8
0.23763,395.03
0.23331,394.18
0.24117,394.19
0.23968,393.29
0.24688,392.65
