T
3.949679E+02
3.959114E+02
3.953736E+02
3.943726E+02
3.932547E+02
3.921956E+02
3.918148E+02
3.91543E+02
3.917379E+02
3.92467E+02
3.930168E+02
3.93355E+02
3.938947E+02
3.937885E+02
3.937682E+02
3.933173E+02
3.926658E+02
3.924831E+02
3.919717E+02
3.925992E+02
3.927918E+02
3.932033E+02
3.932963E+02
3.933682E+02
3.935462E+02
3.932225E+02
3.928827E+02
3.928997E+02
3.929757E+02
3.929692E+02
3.928996E+02
3.93209E+02
3.931775E+02
3.932094E+02
3.930987E+02
3.934758E+02
3.933812E+02
3.934324E+02
3.937135E+02
3.937325E+02
3.933633E+02
3.936406E+02
3.929977E+02
3.928919E+02
3.926971E+02
3.927459E+02
3.930093E+02
3.930231E+02
3.934219E+02
3.931973E+02
3.927476E+02
3.92944E+02
3.932217E+02
3.930697E+02
3.927867E+02
3.929486E+02
3.927711E+02
3.935604E+02
3.934162E+02
3.933291E+02
3.931853E+02
3.932623E+02
3.928015E+02
3.928705E+02
3.929646E+02
3.929657E+02
3.927591E+02
3.93453E+02
3.931854E+02
3.932278E+02
3.930611E+02
3.929606E+02
3.930007E+02
3.933158E+02
3.931186E+02
3.930652E+02
3.929697E+02
3.932242E+02
3.9305E+02
3.932502E+02
3.929262E+02
3.930533E+02
3.928726E+02
3.93022E+02
3.931159E+02
3.932694E+02
3.934579E+02
3.936539E+02
3.933251E+02
3.932638E+02
3.931103E+02
3.935293E+02
3.934431E+02
3.932908E+02
3.933355E+02
3.934443E+02
3.9342E+02
3.931047E+02
3.935614E+02
3.933003E+02
3.928836E+02
3.930637E+02
3.929428E+02
3.929579E+02
3.931236E+02
3.932303E+02
3.936927E+02
3.934857E+02
3.933085E+02
3.932139E+02
3.937384E+02
3.932373E+02
3.932364E+02
3.93104E+02
3.932038E+02
3.931263E+02
3.928626E+02
3.931593E+02
3.931298E+02
3.931487E+02
3.931495E+02
3.928452E+02
3.928762E+02
3.92762E+02
3.931724E+02
3.934835E+02
3.935727E+02
3.933892E+02
3.933645E+02
3.931193E+02
3.929274E+02
3.928338E+02
3.927772E+02
3.92813E+02
3.928896E+02
3.927409E+02
3.931059E+02
3.934845E+02
3.934674E+02
3.937973E+02
3.932756E+02
3.933679E+02
3.932615E+02
3.931835E+02
3.927911E+02
3.931097E+02
3.934313E+02
3.93397E+02
3.929909E+02
3.932127E+02
3.932426E+02
3.927688E+02
3.929058E+02
3.928227E+02
3.930012E+02
3.93157E+02
3.930665E+02
3.931483E+02
3.929117E+02
3.927309E+02
3.9292E+02
3.930396E+02
3.929067E+02
3.928224E+02
3.931153E+02
3.931291E+02
3.931436E+02
3.932327E+02
3.930726E+02
3.932861E+02
3.933333E+02
3.93297E+02
3.932818E+02
3.931156E+02
3.92993E+02
3.930639E+02
3.92813E+02
3.929633E+02
3.933486E+02
3.93533E+02
3.935979E+02
3.938373E+02
3.936109E+02
3.935944E+02
3.931524E+02
3.927751E+02
3.932155E+02
3.928699E+02
3.932067E+02
3.930973E+02
3.930575E+02
3.930283E+02
3.932475E+02
3.930373E+02
3.932967E+02
3.93525E+02
3.9365E+02
3.938E+02
3.935336E+02
3.933031E+02
3.908056E+02
3.897811E+02
3.903556E+02
3.920119E+02
3.946197E+02
3.971788E+02
3.985123E+02
3.982531E+02
3.96188E+02
3.941256E+02
3.924706E+02
3.919323E+02
3.922965E+02
3.931751E+02
3.948763E+02
3.963805E+02
3.970734E+02
3.964064E+02
3.955994E+02
3.944151E+02
3.931634E+02
3.927091E+02
3.931357E+02
3.936372E+02
3.949354E+02
3.954626E+02
3.959977E+02
3.95665E+02
3.950146E+02
3.943047E+02
3.939669E+02
3.936769E+02
3.939226E+02
3.942175E+02
3.947207E+02
3.950511E+02
3.949227E+02
3.951898E+02
3.948802E+02
3.945555E+02
3.94528E+02
3.945692E+02
3.942895E+02
3.94694E+02
3.947987E+02
3.94801E+02
3.952193E+02
3.950993E+02
3.948555E+02
3.948414E+02
3.945026E+02
3.942188E+02
3.943894E+02
3.945291E+02
3.947002E+02
3.949329E+02
3.946294E+02
3.949793E+02
3.946905E+02
3.946534E+02
3.974886E+02
3.981364E+02
3.969429E+02
3.948273E+02
3.927569E+02
3.912583E+02
3.907483E+02
3.906756E+02
3.914944E+02
3.926401E+02
3.939169E+02
3.945066E+02
3.950166E+02
3.946232E+02
3.939405E+02
3.928896E+02
3.923914E+02
3.922961E+02
3.926766E+02
3.931449E+02
3.933927E+02
3.935747E+02
3.937913E+02
3.936084E+02
3.933051E+02
3.933992E+02
3.931649E+02
3.929465E+02
3.928487E+02
3.928801E+02
3.92945E+02
3.932966E+02
3.934779E+02
3.93479E+02
3.939885E+02
3.934516E+02
3.933275E+02
3.929295E+02
3.926717E+02
3.928316E+02
3.925961E+02
3.927879E+02
3.927219E+02
3.928416E+02
3.933223E+02
3.933033E+02
3.93195E+02
3.934801E+02
3.932862E+02
3.929606E+02
3.927861E+02
3.926533E+02
3.931503E+02
3.929959E+02
3.931193E+02
3.931366E+02
3.93482E+02
3.938019E+02
3.935649E+02
3.932851E+02
3.905089E+02
3.898061E+02
3.903115E+02
3.920948E+02
3.948362E+02
3.97318E+02
3.983662E+02
3.978108E+02
3.963131E+02
3.942682E+02
3.931529E+02
3.922019E+02
3.924951E+02
3.933432E+02
3.944519E+02
3.956151E+02
3.961591E+02
3.962544E+02
3.954938E+02
3.94901E+02
3.940221E+02
3.934063E+02
3.93843E+02
3.937366E+02
3.942192E+02
3.945287E+02
3.947175E+02
3.949828E+02
3.950399E+02
3.944305E+02
3.944975E+02
3.947133E+02
3.942152E+02
3.941253E+02
3.943134E+02
3.945445E+02
3.943815E+02
3.943454E+02
3.94474E+02
3.941039E+02
3.947132E+02
3.94571E+02
3.947792E+02
3.947665E+02
3.943569E+02
3.947481E+02
3.945755E+02
3.943832E+02
3.944202E+02
3.945522E+02
3.947356E+02
3.950326E+02
3.949209E+02
3.944779E+02
3.944144E+02
3.943824E+02
3.948239E+02
3.945712E+02
3.946381E+02
3.948889E+02
3.973156E+02
3.980351E+02
3.970735E+02
3.947025E+02
3.929645E+02
3.916351E+02
3.908111E+02
3.90824E+02
3.913291E+02
3.924887E+02
3.931093E+02
3.942946E+02
3.947151E+02
3.944622E+02
3.940548E+02
3.933112E+02
3.926793E+02
3.922695E+02
3.923927E+02
3.927366E+02
3.90786E+02
3.903143E+02
3.914012E+02
3.926377E+02
3.95305E+02
3.975805E+02
3.981475E+02
3.973949E+02
3.957342E+02
3.938519E+02
3.928302E+02
3.924518E+02
3.931331E+02
3.941228E+02
3.952519E+02
3.957567E+02
3.960391E+02
3.95461E+02
3.944039E+02
3.941093E+02
3.938385E+02
3.93429E+02
3.944456E+02
3.945432E+02
3.953532E+02
3.954591E+02
3.958817E+02
3.954253E+02
3.947829E+02
3.946024E+02
3.937874E+02
3.937008E+02
3.936127E+02
3.945658E+02
3.952693E+02
3.955167E+02
3.956465E+02
3.953501E+02
3.947678E+02
3.943405E+02
3.96476E+02
3.970137E+02
3.962113E+02
3.942105E+02
3.928072E+02
3.9165E+02
3.912534E+02
3.910509E+02
3.915935E+02
3.922329E+02
3.931569E+02
3.938789E+02
3.945725E+02
3.942873E+02
3.940449E+02
3.934415E+02
3.930831E+02
3.923746E+02
3.930583E+02
3.929502E+02
3.928926E+02
3.929517E+02
3.933332E+02
3.935301E+02
3.935078E+02
3.933024E+02
3.933921E+02
3.931184E+02
3.932441E+02
3.932246E+02
3.92834E+02
3.92919E+02
3.929347E+02
3.928693E+02
3.927385E+02
3.930987E+02
3.933185E+02
3.934711E+02
3.934633E+02
3.934834E+02
3.935089E+02
3.937822E+02
3.935381E+02
3.935585E+02
3.931194E+02
3.930311E+02
3.92807E+02
3.926166E+02
3.929672E+02
3.929856E+02
3.932992E+02
3.933022E+02
3.932526E+02
3.930774E+02
3.933617E+02
3.931495E+02
3.931397E+02
3.929019E+02
3.93247E+02
3.931931E+02
3.911585E+02
3.902514E+02
3.909965E+02
3.922111E+02
3.945811E+02
3.963397E+02
3.979489E+02
3.975679E+02
3.96028E+02
3.945667E+02
3.935097E+02
3.92717E+02
3.92546E+02
3.931668E+02
3.944175E+02
3.955989E+02
3.960993E+02
3.963911E+02
3.954449E+02
3.945825E+02
3.961749E+02
3.969119E+02
3.961464E+02
3.946354E+02
3.930902E+02
3.918842E+02
3.914666E+02
3.914317E+02
3.919287E+02
3.925127E+02
3.935362E+02
3.93698E+02
3.939867E+02
3.942727E+02
3.939715E+02
3.934863E+02
3.929288E+02
3.923974E+02
3.922252E+02
3.923022E+02
3.923772E+02
3.927593E+02
3.929724E+02
3.934379E+02
3.939537E+02
3.936221E+02
3.936562E+02
3.935477E+02
3.934589E+02
3.930737E+02
3.928847E+02
3.930559E+02
3.926936E+02
3.926915E+02
3.929498E+02
3.932805E+02
3.933782E+02
3.936447E+02
3.937043E+02
3.938837E+02
3.912073E+02
3.902317E+02
3.903829E+02
3.919458E+02
3.945196E+02
3.967547E+02
3.980304E+02
3.979246E+02
3.964612E+02
3.947244E+02
3.937252E+02
3.925553E+02
3.92479E+02
3.935146E+02
3.94749E+02
3.95932E+02
3.964407E+02
3.964602E+02
3.959543E+02
3.95085E+02
3.946435E+02
3.941004E+02
3.941877E+02
3.938481E+02
3.942918E+02
3.945864E+02
3.947453E+02
3.950712E+02
3.949383E+02
3.949331E+02
3.945554E+02
3.944638E+02
3.942472E+02
3.945696E+02
3.948868E+02
3.949856E+02
3.954861E+02
3.95402E+02
3.948459E+02
3.947364E+02
3.969657E+02
3.978495E+02
3.96641E+02
3.945638E+02
3.928242E+02
3.918643E+02
3.913351E+02
3.913211E+02
3.920543E+02
3.929886E+02
3.94028E+02
3.940101E+02
3.941747E+02
3.941016E+02
3.93472E+02
3.933425E+02
3.927287E+02
3.926846E+02
3.926115E+02
3.928483E+02
3.903884E+02
3.896078E+02
3.902373E+02
3.918949E+02
3.94586E+02
3.969038E+02
3.982411E+02
3.977453E+02
3.962015E+02
3.945209E+02
3.932092E+02
3.928411E+02
3.928876E+02
3.932781E+02
3.943262E+02
3.952518E+02
3.962117E+02
3.962688E+02
3.955478E+02
3.947965E+02
3.968524E+02
3.970882E+02
3.960942E+02
3.942714E+02
3.929405E+02
3.915563E+02
3.911322E+02
3.911758E+02
3.920128E+02
3.92473E+02
3.93638E+02
3.945784E+02
3.946556E+02
3.946061E+02
3.941047E+02
3.934169E+02
3.928604E+02
3.923623E+02
3.927925E+02
3.925294E+02
3.905358E+02
3.899766E+02
3.905925E+02
3.925896E+02
3.952498E+02
3.975963E+02
3.98604E+02
3.975244E+02
3.960183E+02
3.940795E+02
3.930468E+02
3.923962E+02
3.927283E+02
3.933913E+02
3.94418E+02
3.955616E+02
3.959065E+02
3.957366E+02
3.951749E+02
3.945403E+02
3.965765E+02
3.971614E+02
3.964297E+02
3.946366E+02
3.928155E+02
3.917977E+02
3.908624E+02
3.911317E+02
3.915158E+02
3.926629E+02
3.935038E+02
3.942879E+02
3.947754E+02
3.94759E+02
3.93655E+02
3.931822E+02
3.929703E+02
3.924946E+02
3.924967E+02
3.929294E+02
3.928568E+02
3.933461E+02
3.934103E+02
3.936144E+02
3.93438E+02
3.932164E+02
3.933968E+02
3.930381E+02
3.93178E+02
3.931705E+02
3.933576E+02
3.934676E+02
3.935061E+02
3.933739E+02
3.931122E+02
3.935086E+02
3.929822E+02
3.933786E+02
3.929875E+02
3.932949E+02
3.9313E+02
3.928695E+02
3.932122E+02
3.929159E+02
3.930445E+02
3.930747E+02
3.931887E+02
3.929412E+02
3.933912E+02
3.930538E+02
3.932052E+02
3.929875E+02
3.932009E+02
3.933462E+02
3.933563E+02
3.930712E+02
3.931567E+02
3.934367E+02
3.932581E+02
3.931712E+02
3.909027E+02
3.897438E+02
3.901015E+02
3.922178E+02
3.946478E+02
3.974541E+02
3.99325E+02
3.985894E+02
3.969033E+02
3.944481E+02
3.926703E+02
3.923007E+02
3.92264E+02
3.930648E+02
3.945871E+02
3.955383E+02
3.965001E+02
3.962951E+02
3.95615E+02
3.948805E+02
3.969462E+02
3.974888E+02
3.962272E+02
3.943453E+02
3.930182E+02
3.918173E+02
3.910861E+02
3.912669E+02
3.9197E+02
3.927547E+02
3.934014E+02
3.938113E+02
3.941935E+02
3.93905E+02
3.935802E+02
3.930451E+02
3.926711E+02
3.924501E+02
3.927557E+02
3.929128E+02
3.933519E+02
3.9356E+02
3.93723E+02
3.937689E+02
3.932148E+02
3.930381E+02
3.930846E+02
3.932356E+02
3.933079E+02
3.934282E+02
3.938436E+02
3.93745E+02
3.934252E+02
3.934928E+02
3.931284E+02
3.930339E+02
3.930251E+02
3.932004E+02
3.933896E+02
3.93627E+02
3.93617E+02
3.934714E+02
3.930202E+02
3.932852E+02
3.935594E+02
3.933585E+02
3.930069E+02
3.927058E+02
3.929744E+02
3.930498E+02
3.928621E+02
3.934211E+02
3.936418E+02
3.937277E+02
3.936914E+02
3.934762E+02
3.9266E+02
3.92577E+02
3.928896E+02
3.934494E+02
3.937912E+02
3.936573E+02
3.937708E+02
3.934333E+02
3.929218E+02
3.929341E+02
3.926062E+02
3.928723E+02
3.929591E+02
3.93337E+02
3.932948E+02
3.931946E+02
3.927063E+02
3.930566E+02
3.929421E+02
3.93155E+02
3.930038E+02
3.931016E+02
3.931124E+02
3.931369E+02
3.905101E+02
3.897089E+02
3.903575E+02
3.923588E+02
3.950031E+02
3.973746E+02
3.981591E+02
3.97594E+02
3.959349E+02
3.942081E+02
3.932212E+02
