U1,U2,T1,T2
80,63,72.28,70.184
80,63,71.578,71.065
80,63,71.314,70.616
80,63,71.508,71.03
80,63,72.596,69.97
80,63,73.434,69.443
80,63,73.141,70.722
80,63,72.355,70.467
80,63,71.773,69.341
80,63,71.729,68.467
60,63,71.727,68.072
60,63,72.088,68.295
60,63,72.371,68.79
60,63,72.401,68.745
60,63,72.576,68.364
60,63,73.06,67.691
60,63,73.741,69.107
60,63,74.113,69.48
60,63,73.977,69.922
60,63,73.959,70.424
60,63,73.327,69.527
60,63,73.41,67.979
60,63,74.24,67.165
60,63,74.265,67.475
60,63,73.762,68.646
60,63,72.958,70.216
60,63,72.566,69.814
60,63,72.33,68.383
60,63,72.338,67.676
60,63,72.871,67.287
60,63,74.08,67.782
60,63,74.522,68.533
60,63,74.133,69.94
60,63,72.786,69.294
80,87,72.083,67.703
80,87,72.7,68.783
80,87,73.544,69.251
80,87,73.195,70.023
80,87,72.664,69.328
80,87,72.001,67.79
80,87,71.354,67.167
80,87,71.932,68.339
80,87,72.969,70.254
80,87,73.224,70.203
80,87,73.062,70.253
80,87,72.381,68.546
80,63,72.154,68.671
80,63,73.159,69.985
80,63,74.296,70.351
80,63,74.652,69.813
80,63,74.538,68.687
80,63,74.524,68.695
80,63,74.62,69.468
80,63,74.392,70.187
80,63,74.828,70.683
80,63,75.386,70.684
80,63,75.598,70.354
80,63,75.05,69.679
60,63,74.742,70.663
60,63,74.487,70.622
60,63,74.713,70.989
60,63,74.749,69.956
60,63,74.942,69.802
60,63,75.12,70.009
60,63,75.524,71.02
60,63,75.811,71.832
60,63,75.802,70.841
60,63,75.899,70.776
60,63,75.308,69.613
60,63,75.01,69.964
80,63,74.82,70.024
80,63,74.872,70.911
80,63,74.44,70.28
80,63,74.666,70.141
80,63,75.177,69.397
80,63,75.127,69.16
80,63,75.098,68.718
80,63,75.457,70.24
80,63,75.521,70.911
80,63,75.67,70.146
80,63,75.724,70.043
80,63,75.333,69.396
60,63,75.265,68.494
60,63,75.425,69.511
60,63,75.249,69.667
60,63,74.953,69.111
60,63,75.131,69.901
60,63,74.828,69.609
60,63,74.747,69.141
60,63,75.577,68.915
60,63,76.062,70.467
60,63,76.008,70.292
60,63,75.581,69.412
60,63,74.841,69.4
80,87,74.459,68.554
80,87,74.967,68.478
80,87,75.082,69.112
80,87,74.869,69.39
80,87,74.945,70.629
80,87,75.19,70.19
80,87,75.677,70.723
80,87,75.994,70.464
80,87,76.289,69.861
80,87,75.986,70.533
80,87,75.187,70.483
80,87,74.626,69.96
80,63,74.627,69.866
80,63,75.012,69.816
80,63,75.375,69.736
80,63,75.808,70.053
80,63,76.693,71.476
80,63,76.554,71.542
80,63,76.144,70.962
80,63,76.541,70.371
80,63,77.54,70.597
80,63,77.876,72.293
80,63,77.565,72.286
80,63,77.003,72.171
80,63,76.327,70.992
80,63,76.037,69.962
80,63,76.581,71.229
80,63,77.707,71.727
80,63,78.725,71.716
80,63,79.259,72.789
80,63,79.102,72.369
80,63,78.549,71.226
80,63,77.762,71.486
80,63,77.438,71.076
80,63,78.001,70.887
80,63,78.748,70.666
80,63,78.706,70.595
80,63,78.882,72.074
80,63,79.123,72.095
80,63,79.192,72.533
80,63,79.458,71.509
80,63,79.258,70.969
80,63,78.905,71.85
80,63,79.107,71.618
80,63,79.5,70.824
80,63,79.707,70.248
80,63,78.927,69.882
80,63,78.78,71.316
80,63,79.226,71.862
80,63,79.011,71.416
80,63,79.545,71.679
80,63,79.496,71.185
80,63,79.778,71.595
80,63,79.744,71.259
80,63,80.21,71.725
80,63,80.334,70.988
80,63,79.742,70.323
80,63,79.105,70.175
80,63,79.634,70.488
80,63,81.279,70.929
60,87,81.397,71.165
60,87,80.369,71.366
60,87,79.96,70.764
60,87,79.892,70.436
60,87,80.47,71.969
60,87,81.113,72.23
60,87,81.644,72.507
60,87,81.35,71.522
60,87,80.321,70.737
60,87,78.856,70.988
60,87,78.22,72.087
60,87,77.936,72.254
80,63,78.434,72.742
80,63,79.128,72.784
80,63,79.152,73.09
80,63,78.36,72.615
80,63,77.931,71.227
80,63,78.392,72.391
80,63,79.543,73.39
80,63,80.308,73.918
80,63,79.877,73.367
80,63,79.284,73.52
80,63,78.682,72.252
80,63,79.187,72.74
80,87,79.759,73.027
80,87,79.96,74.72
80,87,80.157,74.439
80,87,79.795,74.091
80,87,79.316,72.52
80,87,79.424,72.349
80,87,79.53,72.206
