U1,U2,T1,T2
30,18,48.063,45.372
30,18,48.014,44.969
30,42,47.952,44.561
30,42,47.968,45.142
30,42,48.004,45.728
30,42,47.96,45.528
30,42,47.952,45.646
30,42,47.92,45.54
30,42,47.831,45.002
30,42,47.876,45.632
30,42,47.895,45.888
30,42,47.819,45.341
30,42,47.845,45.713
30,42,47.838,45.731
30,42,48.026,47.268
30,42,48.021,46.935
30,42,47.872,45.564
30,42,47.809,45.204
30,42,47.814,45.451
30,42,47.949,46.643
30,42,48.045,47.246
30,42,48.05,46.998
30,42,48.084,47.059
30,42,48.094,46.933
30,42,48.094,46.771
30,42,48.101,46.705
30,18,48.119,46.754
30,18,48.184,46.865
30,18,48.32,47.537
30,18,48.414,47.742
30,18,48.495,47.83
30,18,48.555,47.773
30,18,48.603,47.658
30,18,48.694,47.945
30,18,48.754,47.941
30,18,48.784,47.74
30,18,48.807,47.553
30,18,48.84,47.514
10,18,48.887,47.607
10,18,48.549,47.715
10,18,48.18,47.391
10,18,47.814,47.008
10,18,47.487,46.866
10,18,47.208,46.992
10,18,46.963,47.208
10,18,46.728,47.323
10,18,46.446,46.927
10,18,46.159,46.471
10,18,45.91,46.31
10,18,45.71,46.47
30,18,45.721,48.151
30,18,45.978,48.216
30,18,46.031,46.774
30,18,46.075,45.721
30,18,46.165,45.36
30,18,46.467,46.809
30,18,46.826,48.431
30,18,46.906,47.55
30,18,46.993,47.023
30,18,46.955,45.711
30,18,47.016,45.541
30,18,47.092,45.572
30,18,47.18,45.72
30,18,47.4,46.904
30,18,47.449,46.503
30,18,47.515,46.376
30,18,47.471,45.466
30,18,47.369,44.337
30,18,47.318,43.892
30,18,47.357,44.249
30,18,47.488,45.247
30,18,47.565,45.593
30,18,47.56,45.234
30,18,47.514,44.656
30,18,47.439,44
30,18,47.491,44.487
30,18,47.521,44.689
30,18,47.467,44.191
30,18,47.475,44.289
30,18,47.483,44.371
30,18,47.575,45.091
30,18,47.632,45.362
30,18,47.584,44.768
30,18,47.633,45.085
30,18,47.606,44.728
30,18,47.677,45.238
10,18,47.655,44.9
10,18,47.19,44.224
10,18,46.763,43.808
10,18,46.362,43.521
10,18,46.013,43.533
10,18,45.711,43.74
10,18,45.566,44.991
10,18,45.314,44.966
10,18,44.969,44.081
10,18,44.708,43.967
10,18,44.447,43.757
10,18,44.205,43.634
30,18,44.037,44.016
30,18,44.244,44.112
30,18,44.41,43.946
30,18,44.552,43.724
30,18,44.739,43.984
30,18,44.897,44.029
30,18,44.979,43.539
30,18,45.083,43.399
30,18,45.174,43.25
30,18,45.268,43.205
30,18,45.458,43.976
30,18,45.619,44.384
10,42,45.805,44.951
10,42,45.443,44.472
10,42,45.141,44.442
10,42,44.764,43.676
10,42,44.433,43.323
10,42,44.179,43.515
10,42,43.976,43.937
10,42,43.78,44.203
10,42,43.568,44.164
10,42,43.344,43.942
10,42,43.129,43.757
10,42,42.941,43.734
30,42,42.959,45.258
30,42,43.277,45.658
30,42,43.503,45.35
30,42,43.76,45.495
30,42,43.944,45.135
30,42,44.139,45.052
30,42,44.305,44.866
30,42,44.509,45.104
30,42,44.815,46.169
30,42,44.978,45.949
30,42,45.168,46.076
30,42,45.278,45.638
30,18,45.358,45.137
30,18,45.542,45.339
30,18,45.751,45.766
30,18,45.942,46.033
30,18,46.048,45.637
30,18,46.157,45.436
30,18,46.288,45.517
30,18,46.431,45.735
30,18,46.657,46.595
30,18,46.785,46.551
30,18,46.828,45.919
30,18,46.853,45.351
30,42,46.916,45.248
30,42,47.026,45.878
30,42,47.218,47.011
30,42,47.287,46.941
30,42,47.249,46.096
30,42,47.33,46.41
30,42,47.354,46.223
30,42,47.344,45.83
30,42,47.384,45.942
30,42,47.414,45.964
30,42,47.433,45.907
30,42,47.447,45.839
10,42,47.509,46.168
10,42,47.195,46.522
10,42,46.88,46.622
10,42,46.557,46.473
10,42,46.375,47.325
10,42,46.154,47.523
35,67,45.877,47.122
35,67,46.078,46.963
35,67,46.311,47.195
35,67,46.595,47.881
35,67,46.819,48.016
