T1,T2
346.16,345.05
346.22,345.11
346.27,345.17
346.32,345.22
346.37,345.28
346.42,345.33
346.47,345.38
346.52,345.43
346.56,345.48
346.61,345.52
346.65,345.57
346.69,345.61
346.73,345.65
346.77,345.69
346.81,345.73
346.84,345.77
346.88,345.81
346.92,345.84
346.95,345.88
346.98,345.91
347.01,345.95
347.04,345.98
347.07,346.01
347.1,346.04
347.13,346.07
347.16,346.09
347.19,346.12
347.21,346.15
347.24,346.17
347.26,346.2
347.28,346.22
347.31,346.24
347.33,346.27
347.35,346.29
347.37,346.31
347.39,346.33
347.41,346.35
347.43,346.37
347.45,346.39
347.47,346.41
347.48,346.42
347.5,346.44
347.52,346.46
347.53,346.47
347.55,346.49
347.56,346.5
347.58,346.52
347.59,346.53
347.61,346.55
347.15,346.13
346.7,345.73
346.28,345.34
345.86,344.96
345.46,344.59
345.08,344.22
344.7,343.87
344.34,343.53
343.99,343.2
343.65,342.87
343.32,342.56
343,342.25
342.69,341.96
342.39,341.67
342.1,341.38
341.82,341.11
341.55,340.85
341.29,340.59
341.03,340.34
340.78,340.09
340.54,339.86
340.31,339.63
340.08,339.4
339.86,339.19
339.65,338.97
339.44,338.77
339.24,338.57
339.05,338.38
338.86,338.19
338.67,338.01
338.97,338.26
339.25,338.5
339.52,338.74
339.79,338.97
340.05,339.2
340.29,339.42
340.53,339.63
340.76,339.84
340.99,340.05
341.2,340.25
341.41,340.44
341.62,340.63
341.81,340.82
342,341
342.19,341.17
342.36,341.34
342.54,341.51
342.7,341.67
342.87,341.82
343.02,341.98
343.17,342.12
343.32,342.27
343.47,342.41
343.6,342.54
343.74,342.67
343.87,342.8
343.99,342.93
344.12,343.05
344.23,343.16
344.35,343.28
344,343.38
343.67,343.46
343.37,343.53
343.09,343.58
342.83,343.61
342.59,343.64
342.37,343.65
342.16,343.66
341.96,343.66
341.78,343.65
341.61,343.63
341.45,343.61
341.3,343.59
341.16,343.56
341.02,343.53
340.9,343.5
340.78,343.46
340.66,343.42
340.56,343.38
340.45,343.34
340.36,343.3
340.27,343.26
340.18,343.22
340.1,343.17
340.02,343.13
339.94,343.09
339.87,343.04
339.8,343
339.73,342.96
339.67,342.92
340.06,342.47
340.42,342.06
340.73,341.69
341.02,341.36
341.27,341.06
341.5,340.79
341.7,340.54
341.88,340.31
342.04,340.11
342.18,339.93
342.31,339.76
342.42,339.61
342.52,339.47
342.61,339.34
342.69,339.23
342.76,339.12
342.82,339.03
342.87,338.94
342.92,338.86
342.96,338.79
343,338.72
343.03,338.66
343.05,338.6
343.08,338.55
343.1,338.5
343.12,338.46
343.13,338.42
343.14,338.38
343.15,338.35
343.16,338.31
343.17,338.28
343.17,338.26
343.18,338.23
343.18,338.21
343.18,338.19
343.18,338.16
343.18,338.15
343.18,338.13
343.18,338.11
343.18,338.09
343.18,338.08
343.17,338.06
343.17,338.05
343.17,338.04
343.16,338.03
343.16,338.02
343.16,338.01
343.15,338
343.15,337.99
343.15,337.98
343.14,337.97
343.14,337.96
343.13,337.95
343.13,337.94
343.13,337.94
343.12,337.93
343.12,337.92
343.11,337.92
343.11,337.91
343.11,337.9
342.65,338.31
342.23,338.67
341.85,338.99
341.51,339.28
341.2,339.54
340.92,339.77
340.67,339.98
340.44,340.16
340.23,340.33
340.04,340.48
339.87,340.61
339.71,340.72
339.57,340.83
339.44,340.92
339.32,341
339.22,341.07
339.12,341.13
339.03,341.19
338.95,341.24
338.87,341.28
338.8,341.32
338.74,341.35
338.68,341.38
338.63,341.4
338.58,341.43
338.54,341.44
338.5,341.46
338.46,341.47
338.42,341.48
338.39,341.49
338.36,341.5
338.33,341.5
338.3,341.51
338.28,341.51
338.26,341.51
338.24,341.51
338.22,341.52
338.2,341.51
338.18,341.51
338.16,341.51
338.15,341.51
338.13,341.51
338.12,341.51
338.11,341.5
338.1,341.5
338.08,341.5
338.07,341.49
338.06,341.49
338.05,341.48
338.04,341.48
338.04,341.48
338.03,341.47
338.02,341.47
338.01,341.46
338,341.46
338,341.46
337.99,341.45
337.98,341.45
337.98,341.44
337.97,341.44
337.96,341.02
337.93,340.62
337.89,340.25
337.84,339.9
337.78,339.58
337.71,339.27
337.64,338.98
337.56,338.7
337.48,338.44
337.39,338.2
337.3,337.96
337.21,337.74
337.11,337.53
337.02,337.33
336.92,337.14
336.82,336.95
336.73,336.78
336.63,336.61
336.53,336.45
336.44,336.3
336.34,336.15
336.25,336.01
336.15,335.88
336.06,335.75
335.97,335.62
335.88,335.5
335.8,335.39
335.71,335.28
335.62,335.17
335.54,335.07
335.47,335.38
335.41,335.68
335.37,335.96
335.33,336.21
335.31,336.45
335.3,336.68
335.3,336.88
335.3,337.08
335.31,337.26
335.33,337.44
335.73,337.33
336.1,337.24
336.45,337.17
336.77,337.11
337.08,337.07
337.36,337.05
337.62,337.03
337.86,337.02
338.09,337.03
338.31,337.04
338.51,337.06
338.7,337.08
338.88,337.11
339.04,337.14
339.2,337.18
339.35,337.22
339.49,337.26
339.62,337.31
339.75,337.35
339.87,337.4
339.98,337.45
340.09,337.5
340.2,337.55
340.29,337.6
340.39,337.65
340.48,337.71
340.56,337.76
340.64,337.81
340.72,337.86
340.8,337.91
340.87,337.96
340.94,338.01
341,338.06
341.07,338.1
341.13,338.15
341.19,338.2
341.24,338.24
341.3,338.29
341.35,338.33
341.4,338.37
341.45,338.41
341.5,338.46
341.54,338.5
341.58,338.53
341.63,338.57
341.67,338.61
341.71,338.65
341.75,338.68
341.78,338.71
341.82,338.75
341.84,338.36
341.86,338
341.86,337.67
341.84,337.35
341.82,337.05
341.79,336.78
341.75,336.52
341.7,336.27
341.65,336.04
341.6,335.82
341.54,335.61
341.47,335.41
341.41,335.22
341.34,335.05
341.27,334.88
341.2,334.72
341.13,334.56
341.06,334.42
340.99,334.28
340.92,334.14
340.84,334.01
340.77,333.89
340.7,333.77
340.63,333.66
340.56,333.55
340.49,333.45
340.42,333.35
340.36,333.25
340.29,333.16
340.23,333.07
340.64,333.41
341.03,333.75
341.41,334.07
341.77,334.39
342.13,334.71
342.47,335.02
342.8,335.32
343.11,335.61
343.42,335.89
343.71,336.17
344,336.45
344.28,336.71
344.54,336.97
344.8,337.22
345.05,337.47
345.29,337.71
345.53,337.94
345.76,338.17
345.97,338.39
346.19,338.6
346.39,338.81
346.59,339.01
346.78,339.21
346.97,339.4
347.15,339.59
347.33,339.77
347.5,339.95
347.66,340.12
347.82,340.28
347.98,340.45
348.13,340.6
348.27,340.75
348.41,340.9
348.55,341.05
348.68,341.19
348.81,341.32
348.93,341.45
349.05,341.58
349.17,341.7
349.28,341.82
349.39,341.94
349.5,342.05
349.6,342.16
349.7,342.27
349.8,342.37
349.9,342.47
349.99,342.57
350.08,342.66
350.16,342.76
350.24,342.84
350.33,342.93
350.4,343.01
350.48,343.1
350.55,343.17
350.62,343.25
350.69,343.32
350.76,343.4
350.83,343.47
350.89,343.53
350.95,343.6
351.01,343.66
351.07,343.72
351.12,343.78
351.18,343.84
351.23,343.9
351.28,343.95
351.33,344.01
351.38,344.06
351.42,344.11
351.47,344.15
351.51,344.2
351.56,344.25
351.6,344.29
351.64,344.33
351.68,344.37
351.71,344.41
351.75,344.45
351.78,344.49
351.82,344.53
351.85,344.56
351.88,344.6
351.92,344.63
351.95,344.66
351.97,344.69
352,344.72
352.03,344.75
352.06,344.78
352.08,344.81
352.11,344.84
352.13,344.86
352.15,344.47
352.15,344.1
352.14,343.76
352.11,343.44
352.08,343.14
352.03,342.86
351.98,342.6
351.93,342.35
351.87,342.11
351.8,341.89
351.74,341.68
351.66,341.48
351.59,341.29
351.52,341.11
351.44,340.94
351.36,340.78
351.29,340.62
351.21,340.48
351.13,340.34
351.06,340.2
350.98,340.07
350.9,339.95
350.83,339.83
350.76,339.71
350.68,339.6
350.61,339.5
350.54,339.4
350.47,339.3
350.4,339.21
350.34,339.12
349.81,339.02
349.31,338.91
348.85,338.79
348.41,338.66
348,338.52
347.61,338.37
347.24,338.22
346.89,338.06
346.56,337.91
346.24,337.74
345.94,337.58
345.66,337.42
345.39,337.26
345.13,337.1
344.88,336.93
344.64,336.77
344.42,336.61
344.2,336.46
343.99,336.3
343.79,336.15
343.6,336
343.42,335.85
343.24,335.71
343.07,335.56
342.91,335.42
342.75,335.29
342.6,335.15
342.45,335.02
342.31,334.89
342.17,334.77
342.51,335.07
342.84,335.37
343.15,335.66
343.46,335.95
343.75,336.22
344.04,336.49
344.31,336.76
344.58,337.02
344.84,337.27
345.09,337.51
345.33,337.75
345.56,337.98
345.79,338.21
346.01,338.42
346.22,338.64
346.42,338.85
346.62,339.05
346.81,339.24
347,339.43
347.18,339.62
347.35,339.8
347.52,339.98
347.69,340.15
347.85,340.31
348,340.47
348.15,340.63
348.29,340.78
348.43,340.93
348.57,341.07
348.7,341.21
348.82,340.92
348.92,340.66
349.01,340.42
349.08,340.2
349.14,340
349.19,339.81
349.22,339.63
349.25,339.47
349.27,339.32
349.29,339.18
349.3,339.05
349.3,338.93
349.3,338.81
349.3,338.71
349.29,338.61
349.28,338.51
349.26,338.42
349.25,338.34
349.23,338.26
349.21,338.19
349.19,338.12
349.17,338.05
349.15,337.99
349.12,337.93
349.1,337.87
349.08,337.81
349.05,337.76
349.03,337.71
349.01,337.67
348.98,337.62
348.5,337.99
348.07,338.31
347.67,338.6
347.31,338.85
346.99,339.08
346.69,339.28
346.43,339.45
346.18,339.61
345.96,339.74
345.75,339.86
345.57,339.96
345.4,340.05
345.24,340.13
345.1,340.2
344.97,340.26
344.85,340.31
344.74,340.35
344.64,340.38
344.55,340.41
344.46,340.44
344.38,340.46
344.31,340.47
344.24,340.48
344.18,340.49
344.12,340.5
344.06,340.5
344.01,340.5
343.96,340.5
343.92,340.5
343.88,340.49
344.3,340.08
344.67,339.71
345.01,339.37
345.31,339.07
345.58,338.8
345.83,338.55
346.05,338.33
346.25,338.14
346.42,337.96
346.58,337.8
346.73,337.66
346.86,337.53
346.97,337.41
347.08,337.31
347.17,337.21
347.25,337.13
347.33,337.05
347.4,336.98
347.46,336.92
347.51,336.86
347.56,336.81
347.61,336.77
347.65,336.73
347.68,336.69
347.71,336.66
347.74,336.63
347.77,336.6
347.79,336.58
347.81,336.55
347.83,336.54
347.38,336.51
346.96,336.47
346.57,336.41
346.21,336.35
345.86,336.27
345.54,336.19
345.23,336.1
344.94,336
344.67,335.9
344.41,335.8
344.17,335.7
343.94,335.59
343.72,335.48
343.51,335.37
343.31,335.25
343.12,335.14
342.94,335.03
342.76,334.92
342.6,334.81
342.44,334.7
342.29,334.59
342.14,334.48
342,334.38
341.87,334.27
341.74,334.17
341.61,334.07
341.49,333.97
341.38,333.87
341.27,333.78
341.16,333.69
341.52,333.6
341.86,333.54
342.17,333.49
342.46,333.46
342.73,333.43
342.98,333.42
343.21,333.42
343.43,333.43
343.63,333.44
343.83,333.47
344.01,333.49
344.17,333.52
344.33,333.56
344.48,333.6
344.62,333.64
344.76,333.69
344.88,333.73
345,333.78
345.11,333.83
345.22,333.88
345.32,333.93
345.42,333.99
345.51,334.04
345.6,334.09
345.68,334.14
345.76,334.2
345.84,334.25
345.91,334.3
345.98,334.35
346.04,334.4
345.65,334.44
345.27,334.46
344.93,334.47
344.6,334.47
344.3,334.45
344.02,334.43
343.75,334.39
343.51,334.35
343.27,334.3
343.05,334.25
342.84,334.19
342.65,334.13
342.46,334.06
342.29,333.99
342.12,333.92
341.97,333.85
341.82,333.78
341.67,333.71
341.54,333.63
341.41,333.56
341.29,333.48
341.17,333.41
341.05,333.33
340.95,333.26
340.84,333.19
340.74,333.12
340.65,333.05
340.56,332.98
340.47,332.91
340.39,332.84
340.31,333.19
340.25,333.52
340.21,333.83
340.18,334.11
340.16,334.38
340.16,334.63
340.16,334.86
340.17,335.08
340.18,335.29
340.2,335.48
340.23,335.66
340.26,335.83
340.3,335.99
340.33,336.15
340.37,336.29
340.42,336.43
340.46,336.56
340.51,336.68
340.56,336.8
340.61,336.91
340.66,337.02
340.71,337.12
340.76,337.22
340.81,337.31
340.86,337.4
340.91,337.48
340.96,337.56
341.01,337.64
341.06,337.71
341.1,337.78
341.62,337.86
342.1,337.95
342.55,338.05
342.98,338.17
343.38,338.29
343.76,338.41
344.12,338.54
344.46,338.68
344.78,338.82
345.09,338.97
345.38,339.11
345.66,339.26
345.92,339.41
346.17,339.55
346.41,339.7
346.64,339.85
346.86,339.99
347.07,340.14
347.27,340.28
347.46,340.42
347.64,340.56
347.82,340.7
347.99,340.83
348.15,340.97
348.31,341.1
348.46,341.22
348.6,341.35
348.74,341.47
348.88,341.59
349.01,341.7
348.66,341.39
348.33,341.09
348,340.79
347.69,340.5
347.39,340.21
347.1,339.94
346.82,339.67
346.55,339.4
346.29,339.15
346.03,338.9
345.79,338.65
345.55,338.42
345.32,338.19
345.1,337.96
344.88,337.75
344.67,337.54
344.47,337.33
344.28,337.13
344.09,336.93
343.9,336.75
343.72,336.56
343.55,336.38
343.38,336.21
343.22,336.04
343.06,335.88
342.91,335.72
342.76,335.56
342.62,335.41
342.48,335.26
342.34,335.12
342.67,334.99
342.98,334.88
343.26,334.79
343.53,334.72
343.77,334.65
343.99,334.6
344.2,334.57
344.39,334.54
344.57,334.52
344.73,334.51
344.89,334.5
345.03,334.5
345.17,334.51
345.29,334.52
345.41,334.54
345.52,334.55
345.63,334.57
345.72,334.6
345.82,334.62
345.9,334.65
345.98,334.68
346.06,334.71
346.13,334.74
346.2,334.77
346.27,334.81
346.33,334.84
346.39,334.87
346.45,334.9
346.5,334.94
346.55,334.97
346.15,335.41
345.78,335.81
345.45,336.17
345.16,336.5
344.9,336.8
344.66,337.06
344.45,337.3
344.27,337.52
344.1,337.72
343.95,337.9
343.81,338.06
343.69,338.21
343.59,338.35
343.49,338.47
343.41,338.58
343.33,338.68
343.27,338.77
343.21,338.85
343.15,338.93
343.11,339
343.07,339.06
343.03,339.12
343,339.17
342.97,339.22
342.95,339.26
342.93,339.3
342.91,339.34
342.89,339.37
342.88,339.4
342.87,339.43
342.86,339.46
342.85,339.48
342.84,339.5
342.84,339.53
342.83,339.54
342.83,339.56
342.82,339.58
342.82,339.59
342.82,339.61
342.82,339.62
342.82,339.63
342.82,339.65
342.82,339.66
342.82,339.67
342.82,339.68
342.82,339.69
342.83,339.69
342.83,339.7
342.83,339.71
342.83,339.72
342.83,339.72
342.84,339.73
342.84,339.74
342.84,339.74
342.84,339.75
342.85,339.75
342.85,339.76
342.85,339.76
342.85,339.77
342.86,339.77
343.32,339.37
343.73,339
344.11,338.68
344.44,338.39
344.75,338.13
345.03,337.9
345.28,337.69
345.51,337.51
345.71,337.34
345.9,337.2
346.07,337.06
346.22,336.95
346.36,336.85
346.48,336.75
346.6,336.67
346.7,336.6
346.8,336.54
346.88,336.48
346.96,336.43
347.03,336.39
347.1,336.35
347.16,336.32
347.21,336.29
347.26,336.26
347.31,336.24
347.35,336.22
347.39,336.21
347.42,336.19
347.45,336.18
347.48,336.17
347.51,336.16
347.54,336.16
347.56,336.15
347.58,336.15
347.6,336.15
347.62,336.14
347.64,336.14
347.65,336.14
347.67,336.14
347.68,336.14
347.7,336.15
347.71,336.15
347.72,336.15
347.73,336.15
347.74,336.15
347.75,336.16
347.76,336.16
347.77,336.16
347.78,336.17
347.78,336.17
347.79,336.17
347.8,336.18
347.8,336.18
347.81,336.18
347.82,336.19
347.82,336.19
347.83,336.19
347.83,336.2
347.84,336.2
347.84,336.21
347.38,336.2
346.95,336.18
346.55,336.14
346.18,336.09
345.83,336.03
345.5,335.96
345.19,335.89
344.89,335.8
344.62,335.71
344.36,335.62
344.11,335.52
343.88,335.42
343.65,335.32
343.44,335.22
343.24,335.11
343.05,335.01
342.87,334.9
342.7,334.8
342.53,334.69
342.37,334.59
342.22,334.48
342.08,334.38
341.94,334.28
341.8,334.18
341.68,334.08
341.55,333.98
341.43,333.89
341.32,333.79
341.21,333.7
341.1,333.61
341.47,333.95
341.83,334.28
342.18,334.6
342.51,334.92
342.83,335.23
343.14,335.53
343.45,335.82
343.74,336.1
344.02,336.38
344.29,336.65
344.56,336.91
344.81,337.17
345.06,337.42
345.3,337.66
345.53,337.9
345.76,338.13
345.97,338.35
346.19,338.57
346.39,338.78
346.59,338.98
346.78,339.18
346.97,339.38
347.15,339.56
347.32,339.75
347.49,339.92
347.65,340.1
347.81,340.26
347.97,340.43
348.12,340.58
348.26,340.74
348.4,340.89
348.54,341.03
348.67,341.17
348.8,341.31
348.93,341.44
349.05,341.57
349.16,341.69
349.28,341.81
349.39,341.93
349.49,342.04
349.6,342.15
349.7,342.26
349.79,342.36
349.89,342.46
349.98,342.56
350.07,342.66
350.15,342.75
350.24,342.84
350.32,342.92
350.4,343.01
350.47,343.09
350.55,343.17
350.62,343.24
350.69,343.32
350.76,343.39
350.82,343.46
350.88,343.53
350.95,343.59
351.01,343.66
351.06,343.72
351.12,343.78
351.17,343.84
351.23,343.89
351.28,343.95
351.33,344
351.37,344.05
351.42,344.1
351.47,344.15
351.51,344.2
351.55,344.24
351.59,344.29
351.63,344.33
351.67,344.37
351.71,344.41
351.75,344.45
351.78,344.49
351.82,344.52
351.85,344.56
351.88,344.59
351.91,344.63
351.94,344.66
351.97,344.69
352,344.72
352.03,344.75
352.05,344.78
352.08,344.81
352.11,344.83
352.13,344.86
352.15,344.89
352.18,344.91
351.74,344.93
351.33,344.92
350.94,344.9
350.59,344.87
350.25,344.83
349.94,344.77
349.65,344.71
349.38,344.64
349.12,344.57
348.87,344.49
348.64,344.41
348.43,344.32
348.22,344.23
348.02,344.14
347.84,344.05
347.66,343.96
347.5,343.87
347.34,343.77
347.18,343.68
347.04,343.59
346.9,343.5
346.77,343.41
346.64,343.32
346.52,343.23
346.4,343.14
346.29,343.06
346.18,342.97
346.08,342.89
345.98,342.81
345.88,342.73
345.78,342.23
345.67,341.77
345.55,341.33
345.42,340.91
345.29,340.52
345.15,340.14
345,339.79
344.86,339.45
344.71,339.13
344.56,338.82
344.41,338.53
344.26,338.25
344.11,337.99
343.96,337.73
343.81,337.49
343.67,337.25
343.52,337.03
343.38,336.81
343.24,336.61
343.1,336.41
342.96,336.22
342.82,336.03
342.69,335.85
342.56,335.68
342.44,335.52
342.31,335.36
342.19,335.2
342.07,335.05
341.96,334.91
341.84,334.77
341.73,334.64
341.62,334.51
341.52,334.38
341.41,334.26
341.31,334.14
341.22,334.03
341.12,333.92
341.03,333.81
340.94,333.71
340.85,333.61
340.77,333.51
340.68,333.42
340.6,333.33
340.52,333.24
340.45,333.15
340.37,333.07
340.3,332.99
340.23,332.91
340.16,332.83
340.09,332.76
340.03,332.69
339.96,332.62
339.9,332.55
339.84,332.48
339.78,332.42
339.73,332.36
339.67,332.3
339.62,332.24
339.57,332.18
339.52,332.13
339.48,332.49
339.45,332.84
339.44,333.16
339.43,333.46
339.44,333.74
339.46,334
339.48,334.25
339.51,334.48
339.55,334.7
339.59,334.91
339.64,335.11
339.69,335.29
339.74,335.47
339.8,335.63
339.86,335.79
339.92,335.94
339.98,336.08
340.04,336.22
340.1,336.35
340.16,336.47
340.23,336.59
340.29,336.71
340.35,336.81
340.42,336.92
340.48,337.02
340.54,337.11
340.6,337.2
340.66,337.29
340.72,337.37
340.78,337.46
340.83,337.11
340.86,336.8
340.88,336.5
340.89,336.23
340.89,335.97
340.89,335.72
340.87,335.5
340.85,335.28
340.82,335.08
340.78,334.89
340.74,334.71
340.7,334.54
340.66,334.38
340.61,334.23
340.56,334.09
340.51,333.95
340.46,333.82
340.41,333.69
340.35,333.58
340.3,333.46
340.24,333.36
340.19,333.25
340.13,333.15
340.08,333.06
340.02,332.97
339.97,332.88
339.92,332.8
339.87,332.72
339.81,332.64
339.76,332.57
340.18,332.5
340.56,332.46
340.92,332.43
341.26,332.42
341.57,332.42
341.86,332.43
342.14,332.45
342.39,332.48
342.63,332.51
342.86,332.55
343.07,332.6
343.27,332.65
343.46,332.71
343.64,332.77
343.81,332.83
343.97,332.9
344.12,332.97
344.26,333.03
344.4,333.1
344.53,333.17
344.65,333.24
344.77,333.31
344.88,333.38
344.99,333.45
345.09,333.52
345.19,333.59
345.28,333.66
345.37,333.73
345.46,333.8
345.54,333.86
345.63,334.34
345.73,334.8
345.83,335.23
345.95,335.64
346.07,336.03
346.19,336.39
346.32,336.74
346.45,337.07
346.59,337.39
346.72,337.69
346.86,337.98
347,338.25
347.14,338.51
347.28,338.76
347.42,339
347.55,339.23
347.69,339.45
347.82,339.66
347.96,339.86
348.09,340.05
348.03,340.38
347.98,340.67
347.95,340.95
347.92,341.21
347.91,341.45
347.91,341.68
347.92,341.89
347.93,342.08
347.95,342.27
347.98,342.44
347.54,342.18
347.12,341.91
346.71,341.65
346.33,341.39
345.96,341.14
345.61,340.88
345.27,340.63
344.95,340.39
344.63,340.14
344.33,339.91
344.05,339.67
343.77,339.44
343.5,339.22
343.24,339
343,338.79
342.76,338.58
342.53,338.37
342.3,338.17
342.09,337.97
341.88,337.78
341.68,337.6
341.48,337.42
341.29,337.24
341.11,337.07
340.94,336.9
340.77,336.73
340.6,336.57
340.44,336.42
340.28,336.27
340.13,336.12
340.46,336.4
340.78,336.68
341.08,336.95
341.37,337.22
341.66,337.48
341.93,337.73
342.2,337.97
342.45,338.21
342.7,338.45
342.94,338.68
343.17,338.9
343.4,339.11
343.62,339.32
343.83,339.53
344.03,339.73
344.23,339.92
344.42,340.11
344.6,340.29
344.78,340.47
344.96,340.64
345.12,340.81
345.29,340.98
345.44,341.14
345.6,341.29
345.75,341.44
345.89,341.59
346.03,341.73
346.16,341.86
346.3,342
346.42,342.13
346.55,342.25
346.67,342.38
346.78,342.49
346.89,342.61
347,342.72
347.11,342.83
347.21,342.94
347.31,343.04
347.41,343.14
347.5,343.23
347.59,343.33
347.68,343.42
347.76,343.5
347.84,343.59
347.92,343.67
348,343.75
348.08,343.83
348.15,343.91
348.22,343.98
348.29,344.05
348.36,344.12
348.42,344.19
348.48,344.25
348.54,344.32
348.6,344.38
348.66,344.44
348.72,344.49
348.77,344.55
348.82,344.6
348.87,344.66
348.92,344.71
348.97,344.76
349.01,344.8
349.06,344.85
349.1,344.89
349.14,344.94
349.19,344.98
349.23,345.02
349.26,345.06
349.3,345.1
349.34,345.14
349.37,345.17
349.41,345.21
349.44,345.24
349.47,345.28
349.5,345.31
349.53,345.34
349.56,345.37
349.59,345.4
349.62,345.43
349.64,345.46
349.67,345.48
349.69,345.51
349.72,345.53
349.74,345.56
349.76,345.58
349.79,345.6
349.81,345.63
349.83,345.65
349.85,345.67
349.87,345.69
349.89,345.71
349.9,345.73
349.92,345.75
349.94,345.77
349.96,345.78
349.97,345.8
349.99,345.82
350,345.83
350.02,345.85
350.03,345.86
350.05,345.88
350.06,345.89
350.07,345.9
350.09,345.92
350.1,345.93
350.11,345.94
350.12,345.95
350.13,345.97
350.14,345.98
350.15,345.99
350.16,346
350.17,346.01
350.18,346.02
350.19,346.03
350.2,346.04
350.21,346.05
350.22,346.06
350.23,346.06
350.24,346.07
350.24,345.66
350.22,345.28
350.19,344.92
350.15,344.59
350.1,344.28
350.05,343.98
349.98,343.7
349.92,343.44
349.84,343.19
349.76,342.96
349.68,342.74
349.6,342.53
349.52,342.33
349.43,342.14
349.34,341.96
349.25,341.78
349.17,341.62
349.08,341.46
348.99,341.31
348.91,341.17
348.82,341.03
348.73,340.9
348.65,340.77
348.57,340.65
348.49,340.53
348.41,340.42
348.33,340.31
348.25,340.21
348.18,340.11
348.1,340.01
347.57,340.33
347.09,340.6
346.65,340.84
346.25,341.05
345.88,341.23
345.55,341.39
345.24,341.52
344.96,341.63
344.7,341.73
344.46,341.81
344.23,341.88
344.03,341.93
343.84,341.97
343.67,342
343.5,342.03
343.35,342.05
343.21,342.06
343.08,342.06
342.96,342.06
342.85,342.06
342.74,342.05
342.64,342.04
342.54,342.02
342.46,342.01
342.37,341.99
342.29,341.97
342.22,341.94
342.15,341.92
342.08,341.9
342.02,341.87
341.96,341.85
341.91,341.82
341.85,341.79
341.8,341.77
341.75,341.74
341.7,341.71
341.66,341.69
341.62,341.66
341.58,341.63
341.54,341.61
341.5,341.58
341.46,341.56
341.43,341.53
341.4,341.51
341.36,341.48
341.33,341.46
341.3,341.44
341.27,341.41
341.25,341.39
341.22,341.37
341.2,341.35
341.17,341.33
341.15,341.31
341.12,341.29
341.1,341.27
341.08,341.25
341.06,341.23
341.04,341.21
341.02,341.19
341,341.18
340.98,340.74
340.94,340.33
340.88,339.95
340.82,339.59
340.75,339.25
340.68,338.93
340.59,338.63
340.5,338.35
340.41,338.08
340.31,337.82
340.22,337.57
340.11,337.34
340.01,337.12
339.91,336.91
339.8,336.71
339.7,336.52
339.6,336.34
339.49,336.16
339.39,335.99
339.29,335.83
339.19,335.68
339.09,335.53
338.99,335.39
338.89,335.25
338.8,335.12
338.7,334.99
338.61,334.87
338.52,334.75
338.43,334.64
338.34,334.53
338.72,334.43
339.08,334.35
339.4,334.29
339.71,334.24
339.99,334.21
340.25,334.19
340.5,334.18
340.73,334.18
340.94,334.19
341.14,334.2
341.33,334.22
341.51,334.25
341.68,334.28
341.83,334.31
341.98,334.35
342.12,334.39
342.25,334.44
342.38,334.48
342.49,334.53
342.61,334.58
342.71,334.63
342.81,334.68
342.91,334.73
343,334.78
343.09,334.83
343.17,334.88
343.25,334.93
343.33,334.99
343.4,335.04
343.47,335.09
343.54,335.13
343.6,335.18
343.66,335.23
343.72,335.28
343.78,335.32
343.83,335.37
343.88,335.41
343.93,335.46
343.98,335.5
344.03,335.54
344.08,335.58
344.12,335.62
344.16,335.66
344.2,335.7
344.24,335.74
344.28,335.77
344.32,335.81
344.35,335.84
344.39,335.88
344.42,335.91
344.45,335.94
344.48,335.97
344.51,336
344.54,336.03
344.57,336.06
344.6,336.09
344.62,336.12
344.65,336.14
344.67,336.17
344.7,336.19
344.26,336.21
343.85,336.21
343.46,336.19
343.1,336.16
342.77,336.12
342.45,336.07
342.15,336.01
341.87,335.95
341.61,335.88
341.36,335.8
341.12,335.72
340.9,335.64
340.69,335.55
340.49,335.46
340.3,335.38
340.12,335.28
339.94,335.19
339.78,335.1
339.62,335.01
339.47,334.92
339.33,334.83
339.19,334.74
339.06,334.65
338.93,334.56
338.81,334.47
338.69,334.38
338.58,334.3
338.47,334.22
338.37,334.13
338.27,334.05
338.64,333.98
338.98,333.93
339.3,333.89
339.6,333.87
339.87,333.85
340.13,333.85
340.38,333.86
340.6,333.87
340.81,333.89
341.01,333.92
341.2,333.96
341.38,333.99
341.54,334.04
341.7,334.08
341.85,334.13
341.99,334.18
342.12,334.23
342.25,334.29
342.37,334.34
342.48,334.4
342.59,334.45
342.69,334.51
342.79,334.57
342.89,334.63
342.98,334.68
343.06,334.74
343.14,334.79
343.22,334.85
343.3,334.9
343.37,334.96
342.97,335
342.61,335.03
342.26,335.04
341.94,335.04
341.64,335.03
341.36,335.01
341.1,334.98
340.85,334.94
340.62,334.9
340.4,334.85
340.2,334.79
340,334.74
339.82,334.68
339.65,334.61
339.48,334.55
339.32,334.48
339.17,334.41
339.03,334.34
338.9,334.27
338.77,334.2
338.64,334.13
338.53,334.06
338.41,333.99
338.31,333.92
338.2,333.85
338.1,333.78
338.01,333.71
337.92,333.64
337.83,333.58
337.75,333.51
337.67,333.45
337.59,333.38
337.51,333.32
337.44,333.26
337.37,333.2
337.3,333.15
337.24,333.09
337.17,333.03
337.11,332.98
337.05,332.93
337,332.88
336.94,332.82
336.89,332.78
336.84,332.73
336.79,332.68
336.74,332.64
336.69,332.59
336.65,332.55
336.6,332.5
336.56,332.46
336.52,332.42
336.48,332.38
336.44,332.35
336.4,332.31
336.37,332.27
336.33,332.24
336.3,332.2
336.26,332.17
336.23,332.14
336.2,332.11
336.18,332.5
