T1,T2
338.18,331.09
338.16,331.05
338.15,331.01
338.13,330.98
338.11,330.95
338.09,330.92
338.08,330.89
338.06,330.86
338.04,330.83
338.02,330.81
338.01,330.78
337.99,330.76
337.98,330.74
337.96,330.71
337.94,330.69
337.93,330.67
337.91,330.65
337.9,330.63
337.89,330.61
337.87,330.6
337.86,330.58
337.84,330.56
337.83,330.55
337.82,330.53
337.81,330.51
337.79,330.5
337.78,330.49
337.77,330.47
337.76,330.46
337.75,330.45
337.27,330.42
336.83,330.39
336.41,330.34
336.01,330.28
335.64,330.21
335.29,330.13
334.96,330.04
334.65,329.95
334.35,329.85
334.07,329.75
333.8,329.65
333.55,329.54
333.3,329.43
333.07,329.32
332.85,329.21
332.64,329.1
332.44,328.98
332.25,328.87
332.07,328.76
331.89,328.65
331.72,328.54
331.56,328.43
331.4,328.32
331.25,328.21
331.11,328.11
330.97,328
330.84,327.9
330.71,327.8
330.58,327.7
330.46,327.6
330.82,327.94
331.16,328.26
331.5,328.57
331.82,328.88
332.14,329.18
332.44,329.47
332.74,329.76
333.03,330.04
333.3,330.31
333.57,330.57
333.84,330.83
334.09,331.08
334.34,331.32
334.58,331.56
334.81,331.79
335.03,332.01
335.25,332.23
335.46,332.44
335.67,332.65
335.87,332.85
336.07,333.04
336.25,333.23
336.44,333.42
336.61,333.59
336.79,333.77
336.95,333.94
337.12,334.1
337.27,334.26
337.43,334.42
337.58,334.57
337.72,334.72
337.86,334.86
338,335
338.13,335.13
338.26,335.26
338.38,335.39
338.5,335.51
338.62,335.63
338.73,335.75
338.84,335.86
338.95,335.97
339.06,336.08
339.16,336.18
339.26,336.28
339.35,336.38
339.44,336.48
339.53,336.57
339.62,336.66
339.71,336.75
339.79,336.83
339.87,336.91
339.95,336.99
340.02,337.07
340.1,337.15
340.17,337.22
340.24,337.29
340.3,337.36
340.37,337.43
340.43,337.49
340.49,337.55
340.09,337.61
339.71,337.64
339.36,337.66
339.03,337.67
338.73,337.66
338.44,337.65
338.17,337.62
337.91,337.59
337.68,337.55
337.45,337.5
337.24,337.45
337.04,337.4
336.85,337.34
336.67,337.28
336.5,337.22
336.34,337.15
336.18,337.09
336.04,337.02
335.9,336.95
335.76,336.88
335.64,336.81
335.51,336.75
335.4,336.68
335.29,336.61
335.18,336.54
335.08,336.47
334.98,336.41
334.88,336.34
334.79,336.28
334.7,336.21
335.09,336.16
335.44,336.12
335.77,336.1
336.08,336.09
336.37,336.09
336.64,336.1
336.9,336.12
337.14,336.15
337.36,336.18
337.58,336.22
337.78,336.26
337.97,336.31
338.15,336.36
338.31,336.42
338.47,336.47
338.63,336.53
338.77,336.59
338.91,336.65
339.04,336.72
339.16,336.78
339.28,336.84
339.39,336.91
339.5,336.97
339.61,337.03
339.7,337.1
339.8,337.16
339.89,337.22
339.98,337.28
340.06,337.34
340.14,337.4
340.21,337.04
340.26,336.71
340.3,336.4
340.33,336.1
340.34,335.83
340.34,335.58
340.34,335.34
340.32,335.12
340.3,334.91
340.28,334.71
340.25,334.52
340.21,334.35
340.17,334.18
340.13,334.03
340.09,333.88
340.04,333.74
339.99,333.6
339.94,333.47
339.89,333.35
339.84,333.24
339.79,333.13
339.73,333.02
339.68,332.92
339.63,332.82
339.58,332.73
339.52,332.64
339.47,332.56
339.42,332.48
339.37,332.4
339.32,332.32
339.27,332.25
339.22,332.18
339.18,332.11
339.13,332.05
339.08,331.99
339.04,331.93
338.99,331.87
338.95,331.81
338.91,331.76
338.87,331.71
338.83,331.66
338.79,331.61
338.75,331.56
338.71,331.51
338.67,331.47
338.64,331.43
338.6,331.39
338.57,331.35
338.53,331.31
338.5,331.27
338.47,331.23
338.44,331.2
338.41,331.16
338.38,331.13
338.35,331.1
338.32,331.07
338.3,331.04
338.27,331.01
338.24,330.98
338.22,330.95
337.74,331.33
337.3,331.68
336.9,331.98
336.54,332.26
336.2,332.5
335.9,332.72
335.62,332.92
335.37,333.09
335.14,333.25
334.93,333.38
334.73,333.51
334.56,333.61
334.39,333.71
334.24,333.79
334.11,333.86
333.98,333.93
333.86,333.98
333.76,334.03
333.66,334.07
333.57,334.11
333.48,334.14
333.4,334.17
333.33,334.19
333.26,334.21
333.2,334.22
333.14,334.23
333.09,334.24
333.03,334.25
332.99,334.25
332.94,334.25
333.37,334.26
333.76,334.29
334.14,334.32
334.49,334.37
334.82,334.42
335.13,334.48
335.43,334.55
335.71,334.62
335.97,334.7
336.22,334.79
336.46,334.87
336.68,334.96
336.9,335.05
337.1,335.15
337.3,335.24
337.48,335.34
337.66,335.43
337.83,335.53
337.99,335.62
338.14,335.72
338.29,335.81
338.43,335.91
338.56,336
338.69,336.09
338.82,336.18
338.94,336.27
339.06,336.36
339.17,336.45
339.27,336.53
339.38,336.61
339.47,336.28
339.54,335.96
339.6,335.67
339.65,335.4
339.68,335.15
339.7,334.92
339.71,334.7
339.72,334.49
339.72,334.3
339.71,334.12
339.69,333.95
339.68,333.79
339.65,333.64
339.63,333.5
339.6,333.37
339.56,333.24
339.53,333.12
339.49,333
339.46,332.9
339.42,332.79
339.38,332.7
339.34,332.6
339.3,332.51
339.25,332.43
339.21,332.35
339.17,332.27
339.13,332.2
339.09,332.12
339.05,332.06
339.01,331.99
338.5,331.92
338.03,331.83
337.58,331.74
337.16,331.63
336.76,331.52
336.38,331.4
336.02,331.27
335.68,331.14
335.36,331.01
335.05,330.87
334.76,330.73
334.48,330.59
334.22,330.45
333.96,330.31
333.72,330.17
333.49,330.03
333.27,329.89
333.05,329.75
332.85,329.61
332.65,329.47
332.46,329.34
332.28,329.2
332.1,329.07
331.94,328.94
331.77,328.82
331.62,328.69
331.47,328.57
331.32,328.45
331.18,328.33
331.04,328.22
330.91,328.1
330.78,327.99
330.66,327.89
330.54,327.78
330.43,327.68
330.32,327.58
330.21,327.48
330.1,327.38
330,327.29
329.9,327.2
329.81,327.11
329.72,327.02
329.63,326.94
329.54,326.85
329.46,326.77
329.38,326.69
329.3,326.62
329.22,326.54
329.14,326.47
329.07,326.4
329,326.33
328.93,326.26
328.87,326.2
328.8,326.13
328.74,326.07
328.68,326.01
328.62,325.95
328.56,325.89
328.51,325.84
328.45,325.78
328.87,325.74
329.25,325.71
329.62,325.7
329.96,325.69
330.27,325.7
330.57,325.72
330.86,325.75
331.12,325.79
331.38,325.83
331.61,325.88
331.84,325.93
332.05,325.99
332.25,326.05
332.44,326.11
332.62,326.18
332.79,326.25
332.96,326.32
333.11,326.39
333.26,326.46
333.4,326.54
333.54,326.61
333.67,326.68
333.79,326.76
333.91,326.83
334.02,326.9
334.13,326.98
334.23,327.05
334.33,327.12
334.43,327.19
334.52,327.26
334.15,327.74
333.82,328.18
333.53,328.58
333.26,328.95
333.03,329.28
332.81,329.59
332.63,329.87
332.46,330.13
332.31,330.37
332.18,330.59
331.68,330.92
331.22,331.22
330.79,331.48
330.41,331.71
330.05,331.92
329.72,332.1
329.42,332.26
329.14,332.4
328.88,332.53
328.64,332.63
328.42,332.73
328.22,332.81
328.03,332.87
327.86,332.93
327.69,332.98
327.54,333.02
327.4,333.06
327.27,333.08
327.15,333.1
327.03,333.12
327.38,332.72
327.7,332.36
327.98,332.02
328.24,331.72
328.47,331.45
328.68,331.2
328.87,330.97
329.04,330.76
329.19,330.57
329.33,330.39
329.45,330.24
329.56,330.09
329.66,329.96
329.75,329.84
329.83,329.72
329.9,329.62
329.96,329.53
330.02,329.44
330.07,329.36
330.12,329.29
330.16,329.22
330.19,329.16
330.22,329.11
330.25,329.05
330.27,329.01
330.29,328.96
330.31,328.92
330.33,328.88
330.34,328.85
330.35,328.81
329.9,329.2
329.49,329.54
329.12,329.85
328.78,330.13
328.47,330.38
328.19,330.6
327.93,330.8
327.69,330.98
327.47,331.15
327.27,331.29
327.09,331.42
326.92,331.54
326.77,331.65
326.63,331.74
326.5,331.82
326.38,331.9
326.27,331.96
326.17,332.02
326.08,332.07
325.99,332.12
325.91,332.16
325.84,332.19
325.77,332.22
325.71,332.25
325.65,332.27
325.59,332.29
325.54,332.31
325.5,332.32
325.45,332.33
325.41,332.34
325.83,331.94
326.22,331.57
326.56,331.24
326.88,330.94
327.17,330.67
327.43,330.43
327.67,330.2
327.88,330
328.08,329.82
328.26,329.66
328.42,329.51
328.57,329.37
328.71,329.25
328.83,329.14
328.94,329.04
329.04,328.95
329.14,328.87
329.22,328.8
329.3,328.73
329.37,328.67
329.44,328.62
329.49,328.57
329.55,328.52
329.6,328.49
329.64,328.45
329.68,328.42
329.72,328.39
329.75,328.36
329.79,328.34
329.81,328.32
329.84,328.3
329.87,328.29
329.89,328.27
329.91,328.26
329.93,328.25
329.94,328.24
329.96,328.23
329.97,328.22
329.99,328.21
330,328.21
330.01,328.2
330.02,328.2
330.03,328.19
330.04,328.19
330.05,328.19
330.06,328.18
330.06,328.18
330.07,328.18
330.08,328.18
330.08,328.18
330.09,328.18
330.09,328.18
330.1,328.18
330.1,328.17
330.11,328.17
330.11,328.17
330.12,328.17
330.12,328.18
330.12,328.18
330.13,328.18
330.13,328.18
330.13,328.18
330.13,328.18
330.14,328.18
330.14,328.18
330.14,328.18
330.14,328.18
330.14,328.18
330.15,328.18
330.15,328.18
330.15,328.18
330.15,328.18
330.15,328.19
330.15,328.19
330.16,328.19
330.16,328.19
330.16,328.19
330.16,328.19
330.16,328.19
330.16,328.19
330.16,328.19
330.16,328.19
330.17,328.19
330.17,328.19
330.17,328.2
330.17,328.2
330.17,328.2
330.17,328.2
330.17,328.2
330.17,328.2
330.17,328.2
330.17,328.2
330.17,328.2
330.18,328.2
330.18,328.2
330.18,328.2
330.18,328.2
330.18,328.2
330.18,328.2
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.18,328.21
330.19,328.21
330.19,328.21
330.19,328.21
330.19,328.21
330.19,328.21
330.19,328.21
330.19,328.21
330.19,328.21
330.19,328.21
330.2,328.63
330.22,329.03
330.25,329.4
330.29,329.75
330.34,330.08
330.4,330.39
330.47,330.69
330.54,330.96
330.61,331.23
330.69,331.48
330.78,331.72
330.86,331.94
330.95,332.16
331.04,332.36
331.13,332.56
331.23,332.75
331.32,332.92
331.41,333.09
331.51,333.26
331.6,333.41
331.69,333.56
331.78,333.71
331.87,333.84
331.96,333.97
332.05,334.1
332.14,334.22
332.23,334.34
332.31,334.45
332.4,334.56
332.48,334.66
332.09,334.76
331.74,334.83
331.4,334.89
331.09,334.93
330.8,334.96
330.53,334.98
330.28,334.99
330.04,334.99
329.81,334.98
329.6,334.97
329.4,334.95
329.21,334.92
329.04,334.89
328.87,334.86
328.71,334.82
328.56,334.78
328.42,334.73
328.28,334.69
328.15,334.64
328.03,334.6
327.91,334.55
327.8,334.5
327.69,334.45
327.59,334.4
327.49,334.35
327.4,334.3
327.31,334.25
327.22,334.2
327.14,334.15
327.06,334.1
327.45,334.06
327.81,334.03
328.16,334.02
328.48,334.02
328.78,334.03
329.06,334.05
329.33,334.08
329.58,334.11
329.82,334.15
330.05,334.19
330.26,334.24
330.46,334.3
330.65,334.35
330.84,334.41
331.01,334.48
331.17,334.54
331.33,334.61
331.48,334.67
331.62,334.74
331.76,334.81
331.89,334.87
332.01,334.94
332.13,335.01
332.24,335.08
332.35,335.15
332.46,335.21
332.56,335.28
332.65,335.34
332.75,335.41
332.84,335.47
332.46,335.52
332.1,335.56
331.77,335.59
331.46,335.6
331.17,335.6
330.9,335.59
330.64,335.57
330.4,335.55
330.17,335.52
329.96,335.48
329.76,335.44
329.56,335.39
329.38,335.35
329.21,335.29
329.04,335.24
328.89,335.18
328.74,335.13
328.6,335.07
328.46,335.01
328.33,334.95
328.21,334.89
328.09,334.83
327.98,334.77
327.87,334.71
327.77,334.64
327.67,334.58
327.57,334.53
327.48,334.47
327.39,334.41
327.3,334.35
327.22,334.29
327.14,334.24
327.07,334.18
326.99,334.13
326.92,334.08
326.85,334.03
326.79,333.98
326.72,333.93
326.66,333.88
326.6,333.83
326.54,333.78
326.48,333.74
326.43,333.69
326.38,333.65
326.33,333.61
326.28,333.57
326.23,333.52
326.18,333.49
326.14,333.45
326.09,333.41
326.05,333.37
326.01,333.34
325.97,333.3
325.93,333.27
325.9,333.24
325.86,333.2
325.82,333.17
325.79,333.14
325.76,333.11
325.72,333.08
325.68,332.64
325.63,332.22
325.57,331.82
325.5,331.45
325.42,331.09
325.33,330.76
325.24,330.44
325.14,330.14
325.04,329.85
324.94,329.58
324.83,329.33
324.72,329.08
324.61,328.84
324.49,328.62
324.38,328.41
324.27,328.2
324.15,328.01
324.04,327.82
323.93,327.64
323.82,327.46
323.71,327.3
323.6,327.14
323.49,326.98
323.38,326.84
323.27,326.69
323.17,326.56
323.07,326.42
322.97,326.3
322.87,326.17
322.77,326.05
322.68,326.36
322.61,326.64
322.55,326.91
322.5,327.15
322.46,327.38
322.44,327.6
322.42,327.8
322.4,327.99
322.4,328.17
322.4,328.33
322.41,328.49
322.42,328.64
322.43,328.78
322.45,328.91
322.47,329.03
322.5,329.15
322.53,329.26
322.56,329.37
322.59,329.46
322.62,329.56
322.65,329.65
322.69,329.73
322.72,329.82
322.76,329.89
322.79,329.97
322.83,330.04
322.87,330.11
322.9,330.17
322.94,330.23
322.98,330.29
323.47,329.94
323.93,329.62
324.35,329.33
324.73,329.08
325.08,328.85
325.41,328.65
325.71,328.47
325.99,328.31
326.24,328.17
326.48,328.05
326.69,327.94
326.89,327.84
327.08,327.76
327.25,327.68
327.41,327.62
327.56,327.57
327.7,327.52
327.83,327.48
327.94,327.45
328.06,327.42
328.16,327.4
328.25,327.38
328.35,327.37
328.43,327.36
328.51,327.36
328.58,327.35
328.65,327.35
328.72,327.35
328.78,327.36
328.84,327.36
328.9,327.79
328.97,328.19
329.05,328.57
329.14,328.93
329.23,329.28
329.33,329.6
329.44,329.91
329.54,330.2
329.65,330.48
329.77,330.74
329.88,331
330,331.24
330.12,331.47
330.24,331.69
330.35,331.9
330.47,332.1
330.59,332.29
330.71,332.48
330.82,332.65
330.94,332.83
331.05,332.99
331.16,333.15
331.27,333.3
331.38,333.44
331.49,333.58
331.59,333.72
331.7,333.85
331.8,333.97
331.9,334.09
331.99,334.21
331.62,334.32
331.28,334.4
330.96,334.47
330.66,334.53
330.38,334.57
330.12,334.6
329.88,334.62
329.65,334.63
329.44,334.63
329.24,334.62
329.05,334.61
328.87,334.6
328.7,334.57
328.55,334.55
328.4,334.52
328.25,334.49
328.12,334.45
327.99,334.42
327.87,334.38
327.76,334.34
327.65,334.3
327.54,334.25
327.44,334.21
327.35,334.17
327.26,334.12
327.17,334.08
327.09,334.04
327.01,333.99
326.93,333.95
326.86,333.91
326.78,333.44
326.69,333.01
326.59,332.6
326.48,332.21
326.37,331.84
326.25,331.49
326.13,331.16
326,330.84
325.87,330.54
325.74,330.25
325.61,329.98
325.47,329.72
325.34,329.47
325.2,329.23
325.07,329
324.93,328.78
324.8,328.57
324.67,328.37
324.54,328.18
324.41,327.99
324.28,327.81
324.15,327.64
324.03,327.47
323.9,327.31
323.78,327.16
323.66,327.01
323.55,326.87
323.43,326.73
323.32,326.59
323.21,326.46
323.57,326.34
323.9,326.24
324.21,326.16
324.5,326.09
324.78,326.04
325.03,325.99
325.27,325.96
325.49,325.94
325.7,325.92
325.89,325.91
326.08,325.91
326.25,325.92
326.41,325.93
326.56,325.94
326.71,325.96
326.85,325.98
326.98,326.01
327.1,326.03
327.21,326.06
327.32,326.1
327.43,326.13
327.53,326.16
327.62,326.2
327.71,326.24
327.8,326.27
327.88,326.31
327.96,326.35
328.03,326.39
328.11,326.43
328.17,326.47
328.24,326.51
328.3,326.55
328.36,326.58
328.42,326.62
328.48,326.66
328.53,326.7
328.58,326.73
328.63,326.77
328.68,326.81
328.73,326.84
328.77,326.88
328.81,326.91
328.85,326.94
328.89,326.98
328.93,327.01
328.97,327.04
329.01,327.07
329.04,327.1
329.08,327.13
329.11,327.16
329.14,327.19
329.17,327.21
329.2,327.24
329.23,327.27
329.26,327.29
329.28,327.32
329.31,327.34
329.34,327.37
329.36,327.39
329.38,327.41
329.41,327.43
329.43,327.45
329.45,327.48
329.47,327.5
329.49,327.52
329.51,327.53
329.53,327.55
329.55,327.57
329.57,327.59
329.59,327.61
329.6,327.62
329.62,327.64
329.64,327.66
329.65,327.67
329.67,327.69
329.68,327.7
329.7,327.72
329.71,327.73
329.72,327.74
329.74,327.76
329.75,327.77
329.76,327.78
329.78,327.8
329.79,327.81
329.8,327.82
329.81,327.83
329.82,327.84
329.83,327.85
329.84,327.86
329.85,327.87
329.86,327.88
329.87,327.89
329.88,327.9
329.89,327.91
329.9,327.92
329.91,327.93
329.91,327.93
329.92,327.94
329.93,327.95
329.94,327.96
329.94,327.97
329.95,327.97
329.96,327.98
329.96,327.99
329.97,327.99
329.98,328
329.98,328.01
329.99,328.01
330,328.02
330,328.02
330.01,328.03
330.01,328.03
330.02,328.04
330.02,328.05
330.03,328.05
330.03,328.05
330.04,328.06
330.04,328.06
330.05,328.07
330.05,328.07
329.59,328.07
329.16,328.05
328.75,328.02
328.36,327.98
328,327.92
327.66,327.86
327.33,327.79
327.03,327.72
326.73,327.64
326.46,327.55
326.19,327.47
325.94,327.37
325.71,327.28
325.48,327.18
325.26,327.09
325.05,326.99
324.86,326.89
324.67,326.79
324.48,326.69
324.31,326.59
324.14,326.49
323.98,326.39
323.83,326.3
323.68,326.2
323.53,326.1
323.4,326.01
323.26,325.92
323.14,325.82
323.01,325.73
322.89,325.65
322.78,325.56
322.67,325.47
322.56,325.39
322.45,325.31
322.35,325.23
322.26,325.15
322.16,325.07
322.07,324.99
321.98,324.92
321.9,324.85
321.81,324.78
321.73,324.71
321.66,324.64
321.58,324.57
321.51,324.51
321.44,324.44
321.37,324.38
321.3,324.32
321.24,324.26
321.17,324.21
321.11,324.15
321.05,324.1
320.99,324.04
320.94,323.99
320.88,323.94
320.83,323.89
320.78,323.84
320.73,323.8
320.68,323.75
320.63,323.71
321.06,324.09
321.47,324.47
321.88,324.83
322.27,325.19
322.65,325.53
323.02,325.87
323.37,326.2
323.72,326.52
324.06,326.84
324.39,327.14
324.7,327.44
325.01,327.73
325.31,328.01
325.61,328.29
325.89,328.55
326.17,328.81
326.43,329.07
326.69,329.31
326.95,329.55
327.19,329.79
327.43,330.02
327.66,330.24
327.89,330.45
328.11,330.66
328.32,330.87
328.52,331.06
328.72,331.26
328.92,331.44
329.11,331.63
329.29,331.8
329.01,331.97
328.74,332.11
328.5,332.24
328.28,332.35
328.07,332.45
327.88,332.54
327.7,332.61
327.54,332.68
327.38,332.73
327.24,332.78
327.11,332.82
326.99,332.85
326.87,332.87
326.77,332.9
326.67,332.91
326.58,332.92
326.49,332.93
326.41,332.94
326.33,332.94
326.26,332.94
326.19,332.94
326.13,332.93
326.07,332.93
326.01,332.92
325.96,332.91
325.91,332.9
325.86,332.89
325.81,332.88
325.77,332.86
325.73,332.85
325.68,332.42
325.62,332.01
325.55,331.63
325.48,331.26
325.39,330.92
325.3,330.6
325.2,330.29
325.1,330
325,329.72
324.89,329.45
324.78,329.2
324.67,328.96
324.56,328.73
324.45,328.51
324.33,328.3
324.22,328.1
324.1,327.91
323.99,327.73
323.88,327.55
323.77,327.38
323.66,327.22
323.55,327.06
323.44,326.91
323.33,326.77
323.23,326.63
323.12,326.49
323.02,326.36
322.92,326.24
322.82,326.12
322.73,326
322.63,325.89
322.54,325.78
322.45,325.67
322.36,325.57
322.27,325.47
322.19,325.37
322.11,325.28
322.03,325.19
321.95,325.1
321.87,325.02
321.79,324.94
321.72,324.86
321.65,324.78
321.58,324.71
321.51,324.63
321.44,324.56
321.37,324.49
321.31,324.43
321.25,324.36
321.19,324.3
321.13,324.24
321.07,324.18
321.01,324.12
320.96,324.07
320.91,324.01
320.85,323.96
320.8,323.91
320.75,323.86
320.71,323.81
320.66,323.76
320.62,324.14
320.59,324.49
320.58,324.82
320.58,325.13
320.59,325.42
320.61,325.69
320.63,325.95
320.66,326.2
320.7,326.43
320.74,326.65
320.79,326.85
320.84,327.05
320.9,327.23
320.95,327.41
321.01,327.58
321.08,327.74
321.14,327.89
321.2,328.03
321.27,328.17
321.33,328.3
321.4,328.43
321.47,328.55
321.54,328.67
321.6,328.78
321.67,328.88
321.74,328.98
321.8,329.08
321.87,329.17
321.93,329.26
321.99,329.35
322.52,329.44
323.02,329.54
323.5,329.65
323.95,329.77
324.38,329.9
324.79,330.03
325.18,330.17
325.55,330.31
325.9,330.45
326.24,330.6
326.56,330.74
326.86,330.89
327.16,331.04
327.44,331.19
327.71,331.34
327.97,331.49
328.22,331.64
328.46,331.79
328.68,331.94
328.9,332.08
329.12,332.22
329.32,332.37
329.51,332.5
329.7,332.64
329.89,332.78
330.06,332.91
330.23,333.04
330.39,333.17
330.55,333.29
330.7,333.41
330.39,333.52
330.09,333.62
329.82,333.7
329.56,333.76
329.32,333.82
329.1,333.86
328.9,333.89
328.7,333.91
328.52,333.93
328.35,333.94
328.19,333.94
328.05,333.94
327.9,333.93
327.77,333.92
327.65,333.9
327.53,333.89
327.42,333.87
327.31,333.84
327.21,333.82
327.12,333.79
327.03,333.76
326.94,333.74
326.86,333.71
326.78,333.68
326.71,333.64
326.64,333.61
326.57,333.58
326.51,333.55
326.44,333.52
326.38,333.48
326.32,333.03
326.24,332.61
326.16,332.21
326.07,331.83
325.97,331.47
325.86,331.13
325.75,330.81
325.63,330.5
325.51,330.21
325.39,329.93
325.27,329.67
325.14,329.41
325.02,329.17
324.89,328.94
324.77,328.72
324.64,328.51
324.51,328.31
324.39,328.11
324.27,327.92
324.14,327.74
324.02,327.57
323.9,327.41
323.79,327.25
323.67,327.09
323.56,326.94
323.44,326.8
323.33,326.66
323.22,326.53
323.12,326.4
323.01,326.27
322.91,326.15
322.81,326.04
322.71,325.92
322.62,325.81
322.52,325.71
322.43,325.61
322.34,325.51
322.25,325.41
322.17,325.32
322.09,325.23
322,325.14
321.92,325.06
321.85,324.97
321.77,324.89
321.7,324.82
321.62,324.74
321.55,324.67
321.48,324.6
321.42,324.53
321.35,324.46
321.29,324.39
321.23,324.33
321.17,324.27
321.11,324.21
321.05,324.15
320.99,324.1
320.94,324.04
320.89,323.99
320.83,323.94
320.78,323.89
321.21,324.26
321.62,324.63
322.02,324.99
322.41,325.34
322.78,325.69
323.15,326.02
323.5,326.34
323.85,326.66
324.18,326.97
324.51,327.27
324.82,327.57
325.13,327.85
325.43,328.13
325.72,328.4
326,328.66
326.27,328.92
326.53,329.17
326.79,329.42
327.04,329.65
327.28,329.88
327.42,329.83
327.54,329.78
327.66,329.74
327.77,329.7
327.87,329.67
327.96,329.65
328.04,329.63
328.13,329.61
328.2,329.6
328.27,329.59
327.87,329.57
327.49,329.55
327.14,329.51
326.81,329.47
326.49,329.41
326.19,329.35
325.91,329.28
325.64,329.21
325.38,329.14
325.14,329.06
324.91,328.97
324.69,328.89
324.48,328.8
324.27,328.72
324.08,328.63
323.9,328.54
323.72,328.45
323.55,328.36
323.39,328.27
323.24,328.18
323.09,328.09
322.95,328
322.81,327.91
322.68,327.83
322.55,327.74
322.43,327.66
322.31,327.58
322.19,327.49
322.08,327.41
321.97,327.34
321.87,327.26
321.77,327.18
321.68,327.11
321.58,327.03
321.49,326.96
321.41,326.89
321.32,326.82
321.24,326.76
321.16,326.69
321.08,326.63
321.01,326.56
320.94,326.5
320.87,326.44
320.8,326.38
320.73,326.33
320.67,326.27
320.61,326.22
320.55,326.16
320.49,326.11
320.43,326.06
320.38,326.01
320.32,325.96
320.27,325.92
320.22,325.87
320.17,325.83
320.12,325.78
320.08,325.74
320.03,325.7
319.99,325.66
319.94,325.62
320.37,325.59
320.77,325.58
321.14,325.57
321.5,325.58
321.83,325.6
322.15,325.63
322.45,325.67
322.73,325.71
323,325.76
323.25,325.81
323.49,325.87
323.72,325.94
323.94,326
324.14,326.07
324.34,326.15
324.53,326.22
324.71,326.3
324.88,326.37
325.04,326.45
325.2,326.53
325.35,326.61
325.49,326.69
325.63,326.76
325.76,326.84
325.89,326.92
326.01,327
326.12,327.07
326.24,327.15
326.34,327.22
326.45,327.3
326.55,327.37
326.65,327.44
326.74,327.51
326.83,327.58
326.92,327.65
327,327.71
327.08,327.78
327.16,327.84
327.23,327.9
327.31,327.97
327.38,328.03
327.45,328.08
327.51,328.14
327.58,328.2
327.64,328.25
327.7,328.31
327.76,328.36
327.81,328.41
327.87,328.46
327.92,328.51
327.97,328.55
328.02,328.6
328.07,328.64
328.12,328.69
328.16,328.73
328.21,328.77
328.25,328.81
328.29,328.85
328.33,328.89
328.37,328.93
327.95,328.96
327.55,328.97
327.17,328.97
326.81,328.96
326.48,328.93
326.17,328.9
325.87,328.86
325.59,328.81
325.32,328.76
325.07,328.7
324.83,328.64
324.61,328.57
324.39,328.5
324.18,328.43
323.99,328.36
323.8,328.28
323.62,328.2
323.45,328.12
323.29,328.05
323.13,327.97
322.98,327.89
322.84,327.81
322.7,327.73
322.57,327.65
322.44,327.57
322.32,327.49
322.2,327.42
322.09,327.34
321.98,327.27
321.87,327.19
321.77,327.12
321.67,327.05
321.58,326.98
321.49,326.91
321.4,326.85
321.31,326.78
321.23,326.71
321.15,326.65
321.07,326.59
321,326.53
320.92,326.47
320.85,326.41
320.79,326.35
320.72,326.3
320.66,326.24
320.59,326.19
320.53,326.14
320.47,326.09
320.42,326.04
320.36,325.99
320.31,325.94
320.26,325.9
320.21,325.85
320.16,325.81
320.11,325.77
320.06,325.73
320.02,325.68
319.97,325.65
319.93,325.61
319.89,325.57
319.85,325.53
319.81,325.5
319.77,325.46
319.74,325.43
319.7,325.4
319.67,325.36
319.63,325.33
319.6,325.3
319.57,325.27
319.54,325.24
319.51,325.22
319.48,325.19
319.45,325.16
319.42,325.14
319.39,325.11
319.37,325.09
319.34,325.06
319.32,325.04
319.29,325.02
319.27,324.99
319.25,324.97
319.22,324.95
319.2,324.93
319.18,324.91
319.16,324.89
319.14,324.87
319.12,324.86
319.1,324.84
319.08,324.82
319.07,324.8
319.51,324.38
319.91,323.99
320.28,323.63
320.62,323.31
320.92,323.01
321.2,322.75
321.46,322.5
321.69,322.28
321.91,322.08
322.1,321.9
322.28,321.73
322.44,321.58
322.59,321.44
322.73,321.31
322.85,321.2
322.96,321.1
323.07,321
323.16,320.92
323.25,320.84
323.33,320.77
323.4,320.7
323.47,320.65
323.53,320.59
323.58,320.54
323.63,320.5
323.68,320.46
323.72,320.43
323.76,320.39
323.8,320.36
323.83,320.34
323.87,320.73
323.91,321.11
323.97,321.46
324.03,321.8
324.1,322.12
324.18,322.42
324.26,322.7
324.34,322.98
324.43,323.24
324.52,323.48
324.61,323.72
324.71,323.95
324.81,324.16
324.9,324.37
325,324.56
325.1,324.75
325.2,324.93
325.3,325.1
325.4,325.27
325.49,325.43
325.59,325.58
325.69,325.73
325.78,325.87
325.88,326
325.97,326.14
326.06,326.26
326.15,326.38
326.24,326.5
326.33,326.61
326.41,326.72
326.5,326.83
326.58,326.93
326.66,327.03
326.74,327.12
326.82,327.22
326.89,327.3
326.97,327.39
327.04,327.47
327.11,327.55
327.18,327.63
327.25,327.71
327.31,327.78
327.38,327.85
327.44,327.92
327.5,327.99
327.56,328.05
327.62,328.12
327.68,328.18
327.73,328.24
327.79,328.29
327.84,328.35
327.89,328.4
327.94,328.46
327.99,328.51
328.04,328.56
328.08,328.6
328.13,328.65
328.17,328.7
328.21,328.74
328.26,328.78
327.83,328.82
327.43,328.83
327.06,328.84
326.71,328.83
326.38,328.81
326.06,328.78
325.77,328.75
325.49,328.7
325.23,328.65
324.98,328.6
324.74,328.54
324.51,328.47
324.3,328.41
324.1,328.34
323.9,328.27
323.72,328.19
323.54,328.12
