U1,U2,T1,T2
52,75,334.29,335.33
52,75,334.48,335.45
52,75,334.65,335.57
52,75,334.83,335.69
52,75,334.99,335.81
52,75,335.15,335.93
52,75,335.3,336.04
52,75,335.45,336.15
52,75,335.59,336.27
52,75,335.72,336.37
28,75,335.85,336.48
28,75,335.52,336.58
28,75,335.2,336.65
28,75,334.91,336.72
28,75,334.64,336.77
28,75,334.39,336.8
28,75,334.15,336.83
28,75,333.93,336.84
28,75,333.73,336.85
28,75,333.53,336.85
28,75,333.35,336.85
28,75,333.18,336.84
28,75,333.02,336.82
28,75,332.87,336.8
28,75,332.73,336.77
28,75,332.6,336.75
28,75,332.47,336.71
28,75,332.35,336.68
28,75,332.24,336.65
28,75,332.13,336.61
28,75,332.02,336.57
28,75,331.93,336.53
28,75,331.83,336.5
28,75,331.75,336.46
28,75,331.66,336.41
28,75,331.58,336.37
28,75,331.5,336.33
28,75,331.43,336.29
28,75,331.36,336.25
28,75,331.29,336.21
28,75,331.22,336.17
28,75,331.16,336.13
28,75,331.1,336.09
28,75,331.04,336.05
28,75,330.99,336.02
28,75,330.93,335.98
28,75,330.88,335.94
28,75,330.83,335.9
28,75,330.79,335.87
28,75,330.74,335.83
28,75,330.69,335.8
28,75,330.65,335.76
28,75,330.61,335.73
28,75,330.57,335.7
28,75,330.53,335.67
28,75,330.49,335.64
28,75,330.46,335.61
28,75,330.42,335.58
28,75,330.39,335.55
28,75,330.35,335.52
28,75,330.32,335.49
28,75,330.29,335.47
28,75,330.26,335.44
28,75,330.23,335.41
28,75,330.2,335.39
28,75,330.18,335.37
28,75,330.15,335.34
28,75,330.13,335.32
28,75,330.1,335.3
28,75,330.08,335.27
28,45,330.05,335.25
28,45,330.02,334.81
28,45,329.98,334.4
28,45,329.92,334.01
28,45,329.86,333.65
28,45,329.79,333.3
28,45,329.71,332.98
28,45,329.62,332.67
28,45,329.53,332.37
28,45,329.44,332.1
28,45,329.34,331.83
28,45,329.24,331.58
28,45,329.13,331.34
28,45,329.03,331.11
28,45,328.92,330.9
28,45,328.81,330.69
28,45,328.7,330.49
28,45,328.6,330.3
28,45,328.49,330.12
28,45,328.38,329.95
28,45,328.28,329.78
28,45,328.17,329.62
28,45,328.07,329.46
28,45,327.96,329.32
28,45,327.86,329.17
28,45,327.76,329.04
28,45,327.66,328.9
28,45,327.57,328.78
28,45,327.47,328.65
28,45,327.38,328.53
28,45,327.28,328.42
28,45,327.19,328.31
28,45,327.11,328.2
28,45,327.02,328.1
28,45,326.93,328
28,45,326.85,327.9
28,45,326.77,327.81
28,45,326.69,327.72
28,45,326.61,327.63
28,45,326.54,327.55
28,45,326.46,327.46
28,45,326.39,327.38
28,45,326.32,327.31
28,45,326.25,327.23
28,45,326.19,327.16
28,45,326.12,327.09
28,45,326.06,327.02
28,45,325.99,326.95
28,45,325.93,326.89
28,45,325.87,326.83
28,45,325.82,326.77
28,45,325.76,326.71
28,45,325.7,326.65
28,45,325.65,326.6
28,45,325.6,326.54
28,45,325.55,326.49
28,45,325.5,326.44
28,45,325.45,326.39
28,45,325.4,326.34
28,45,325.36,326.3
28,45,325.31,326.25
28,45,325.27,326.21
28,45,325.23,326.16
28,45,325.19,326.12
28,45,325.15,326.08
28,45,325.11,326.04
28,45,325.07,326
28,45,325.04,325.97
28,45,325,325.93
28,45,324.96,325.9
28,45,324.93,325.86
28,45,324.9,325.83
28,45,324.87,325.8
28,45,324.83,325.76
28,45,324.8,325.73
28,45,324.77,325.7
28,45,324.75,325.68
28,45,324.72,325.65
28,45,324.69,325.62
28,45,324.66,325.59
28,45,324.64,325.57
28,45,324.61,325.54
28,45,324.59,325.52
28,45,324.56,325.5
28,45,324.54,325.47
28,45,324.52,325.45
28,45,324.5,325.43
28,45,324.48,325.41
28,45,324.46,325.39
28,45,324.43,325.37
28,45,324.42,325.35
28,45,324.4,325.33
28,45,324.38,325.31
28,45,324.36,325.29
28,45,324.34,325.27
28,45,324.32,325.26
28,45,324.31,325.24
28,45,324.29,325.22
28,45,324.28,325.21
28,45,324.26,325.19
28,45,324.25,325.18
28,45,324.23,325.16
28,45,324.22,325.15
28,45,324.2,325.14
28,45,324.19,325.12
28,45,324.18,325.11
28,45,324.16,325.1
28,45,324.15,325.09
28,45,324.14,325.07
28,45,324.13,325.06
28,45,324.12,325.05
28,45,324.11,325.04
28,45,324.1,325.03
28,45,324.09,325.02
28,45,324.08,325.01
28,45,324.07,325
28,45,324.06,324.99
28,45,324.05,324.98
28,45,324.04,324.97
28,45,324.03,324.96
52,45,324.02,324.95
52,45,324.48,324.95
52,45,324.91,324.97
52,45,325.31,324.99
52,45,325.7,325.03
52,45,326.06,325.08
52,45,326.4,325.13
52,45,326.72,325.2
52,45,327.03,325.27
52,45,327.32,325.35
32,25,327.59,325.43
32,25,327.46,325.23
32,25,327.33,325.03
32,25,327.2,324.85
32,25,327.08,324.67
32,25,326.95,324.49
32,25,326.83,324.33
32,25,326.71,324.17
32,25,326.59,324.01
32,25,326.48,323.86
32,25,326.36,323.71
32,25,326.25,323.57
32,25,326.14,323.44
32,25,326.03,323.31
32,25,325.93,323.18
32,25,325.83,323.06
32,25,325.73,322.94
32,25,325.63,322.82
32,25,325.53,322.71
32,25,325.44,322.6
32,55,325.35,322.5
32,55,325.26,322.82
32,55,325.19,323.11
32,55,325.14,323.39
32,55,325.1,323.65
32,55,325.06,323.89
32,55,325.04,324.12
32,55,325.03,324.33
32,55,325.02,324.53
32,55,325.02,324.72
32,55,325.03,324.9
32,55,325.04,325.07
32,55,325.05,325.22
32,55,325.07,325.37
32,55,325.1,325.51
32,55,325.12,325.65
32,55,325.15,325.77
32,55,325.18,325.89
32,55,325.22,326.01
32,55,325.25,326.12
32,55,325.29,326.22
32,55,325.32,326.32
32,55,325.36,326.41
32,55,325.4,326.5
32,55,325.44,326.58
32,55,325.48,326.67
32,55,325.52,326.74
32,55,325.56,326.82
32,55,325.6,326.89
32,55,325.64,326.96
32,25,325.68,327.02
32,25,325.71,326.67
32,25,325.73,326.33
32,25,325.74,326.02
32,25,325.74,325.72
32,25,325.73,325.45
32,25,325.71,325.18
32,25,325.68,324.94
32,25,325.65,324.7
32,25,325.61,324.48
32,25,325.56,324.27
32,25,325.52,324.08
32,25,325.47,323.89
32,25,325.41,323.71
32,25,325.36,323.54
32,25,325.3,323.38
32,25,325.24,323.22
32,25,325.18,323.08
32,25,325.12,322.94
32,25,325.05,322.8
32,25,324.99,322.67
32,25,324.93,322.55
32,25,324.86,322.43
32,25,324.8,322.32
32,25,324.74,322.21
32,25,324.68,322.1
32,25,324.61,322
32,25,324.55,321.91
32,25,324.49,321.82
32,25,324.43,321.73
8,55,324.37,321.64
8,55,323.85,321.97
8,55,323.38,322.26
8,55,322.93,322.52
8,55,322.53,322.76
8,55,322.15,322.96
8,55,321.8,323.15
8,55,321.48,323.31
8,55,321.18,323.45
8,55,320.9,323.58
8,55,320.65,323.69
8,55,320.41,323.78
8,55,320.18,323.86
8,55,319.98,323.93
8,55,319.78,323.99
8,55,319.6,324.05
8,55,319.43,324.09
8,55,319.28,324.12
8,55,319.13,324.15
8,55,318.99,324.17
8,55,318.86,324.19
8,55,318.74,324.2
8,55,318.62,324.21
8,55,318.51,324.21
8,55,318.41,324.21
8,55,318.32,324.21
8,55,318.23,324.2
8,55,318.14,324.2
8,55,318.06,324.19
8,55,317.98,324.17
8,25,317.91,324.16
8,25,317.83,323.73
8,25,317.75,323.31
8,25,317.65,322.93
8,25,317.55,322.56
8,25,317.45,322.2
8,25,317.33,321.87
8,25,317.22,321.55
8,25,317.1,321.25
8,25,316.98,320.96
8,25,316.86,320.68
8,25,316.73,320.42
8,25,316.6,320.16
8,25,316.48,319.92
8,25,316.35,319.69
8,25,316.22,319.46
8,25,316.1,319.25
8,25,315.97,319.04
8,25,315.85,318.85
8,25,315.72,318.66
8,25,315.6,318.47
8,25,315.48,318.3
8,25,315.36,318.13
8,25,315.24,317.96
8,25,315.12,317.81
8,25,315.01,317.65
8,25,314.89,317.51
8,25,314.78,317.36
8,25,314.67,317.22
8,25,314.56,317.09
32,25,314.46,316.96
32,25,314.82,316.84
32,25,315.16,316.74
32,25,315.48,316.66
32,25,315.77,316.59
32,25,316.05,316.53
32,25,316.31,316.48
32,25,316.56,316.45
32,25,316.79,316.42
32,25,317.01,316.4
32,25,317.21,316.39
32,25,317.41,316.38
32,25,317.59,316.39
32,25,317.76,316.39
32,25,317.92,316.4
32,25,318.07,316.42
32,25,318.22,316.44
32,25,318.36,316.46
32,25,318.49,316.49
32,25,318.61,316.51
32,25,318.73,316.54
32,25,318.84,316.58
32,25,318.95,316.61
32,25,319.05,316.65
32,25,319.15,316.68
32,25,319.24,316.72
32,25,319.33,316.76
32,25,319.41,316.79
