U1,U2,H1,H2,H3,H4
167.46,172.6,18.875,17.462,7.7548,6.277
167.46,172.6,19.13,17.705,7.9969,6.4578
167.46,172.6,19.386,17.945,8.2085,6.6151
167.46,172.6,19.64,18.182,8.3937,6.7523
167.46,172.6,19.889,18.412,8.556,6.872
167.46,172.6,20.131,18.634,8.6985,6.9766
137.46,138.6,20.364,18.847,8.8238,7.0682
167.46,172.6,20.153,18.633,8.4936,6.8192
137.46,138.6,20.36,18.828,8.6438,6.9305
137.46,138.6,20.128,18.599,8.3356,6.6989
167.46,172.6,19.884,18.364,8.0655,6.4968
137.46,138.6,20.069,18.546,8.2685,6.6491
137.46,138.6,19.823,18.31,8.0069,6.4534
137.46,138.6,19.572,18.073,7.7782,6.2831
137.46,138.6,19.32,17.838,7.5787,6.1351
167.46,172.6,19.069,17.608,7.405,6.0068
167.46,172.6,19.261,17.802,7.692,6.2232
167.46,172.6,19.467,18.004,7.9421,6.411
167.46,172.6,19.681,18.21,8.1605,6.5744
167.46,172.6,19.899,18.416,8.3517,6.7167
137.46,138.6,20.116,18.619,8.5192,6.841
137.46,138.6,19.895,18.399,8.2264,6.6207
137.46,138.6,19.662,18.174,7.97,6.4287
167.46,172.6,19.423,17.948,7.746,6.2616
137.46,138.6,19.619,18.14,7.9892,6.4444
137.46,138.6,19.387,17.919,7.7627,6.2752
167.46,172.6,19.152,17.698,7.5652,6.1283
167.46,172.6,19.354,17.899,7.8315,6.3286
167.46,172.6,19.567,18.104,8.0639,6.5027
137.46,138.6,19.785,18.312,8.2671,6.6542
167.46,172.6,19.569,18.099,8.0056,6.4579
167.46,172.6,19.78,18.302,8.2161,6.6152
167.46,172.6,19.994,18.503,8.4003,6.7523
167.46,172.6,20.207,18.702,8.5619,6.8721
137.46,138.6,20.417,18.897,8.7037,6.9767
167.46,172.6,20.186,18.667,8.3882,6.7392
167.46,172.6,20.377,18.849,8.5512,6.8606
137.46,138.6,20.568,19.028,8.6943,6.9667
137.46,138.6,20.321,18.784,8.38,6.7305
167.46,172.6,20.062,18.536,8.1044,6.5243
137.46,138.6,20.233,18.704,8.3025,6.6731
167.46,172.6,19.974,18.456,8.0366,6.4743
167.46,172.6,20.147,18.626,8.2432,6.6295
137.46,138.6,20.326,18.798,8.4241,6.7648
137.46,138.6,20.072,18.553,8.143,6.5543
167.46,172.6,19.811,18.305,7.8971,6.3708
167.46,172.6,19.983,18.476,8.1212,6.5394
167.46,172.6,20.165,18.652,8.3173,6.6862
137.46,138.6,20.351,18.829,8.489,6.8143
137.46,138.6,20.102,18.586,8.1999,6.5975
167.46,172.6,19.844,18.34,7.9468,6.4084
137.46,138.6,20.02,18.513,8.1647,6.5721
167.46,172.6,19.767,18.271,7.916,6.3864
137.46,138.6,19.946,18.448,8.1378,6.5529
137.46,138.6,19.698,18.21,7.8925,6.3697
137.46,138.6,19.446,17.973,7.6784,6.2103
167.46,172.6,19.195,17.738,7.4918,6.072
137.46,138.6,19.383,17.928,7.7675,6.2797
167.46,172.6,19.15,17.707,7.5694,6.1322
137.46,138.6,19.353,17.907,7.8352,6.332
167.46,172.6,19.13,17.694,7.6284,6.1776
167.46,172.6,19.342,17.901,7.8866,6.3714
137.46,138.6,19.563,18.112,8.112,6.5399
167.46,172.6,19.352,17.905,7.87,6.3583
137.46,138.6,19.57,18.114,8.0975,6.5285
137.46,138.6,19.356,17.906,7.8574,6.3484
137.46,138.6,19.136,17.695,7.6477,6.1918
137.46,138.6,18.914,17.486,7.4651,6.056
167.46,172.6,18.693,17.28,7.3062,5.9383
167.46,172.6,18.912,17.498,7.606,6.1638
137.46,138.6,19.145,17.722,7.8671,6.3594
137.46,138.6,18.948,17.531,7.6562,6.2014
137.46,138.6,18.747,17.339,7.4724,6.0643
137.46,138.6,18.545,17.149,7.3126,5.9454
137.46,138.6,18.345,16.962,7.1738,5.8426
167.46,172.6,18.149,16.781,7.0534,5.7538
137.46,138.6,18.396,17.025,7.3864,6.0041
137.46,138.6,18.221,16.859,7.2378,5.8934
137.46,138.6,18.047,16.695,7.1089,5.7976
167.46,172.6,17.875,16.535,6.9971,5.7149
167.46,172.6,18.145,16.799,7.3376,5.9705
167.46,172.6,18.428,17.069,7.6333,6.1917
137.46,138.6,18.715,17.34,7.8909,6.3837
167.46,172.6,18.568,17.189,7.677,6.2225
137.46,138.6,18.846,17.452,7.929,6.4104
167.46,172.6,18.689,17.294,7.7102,6.2457
167.46,172.6,18.958,17.549,7.958,6.4306
167.46,172.6,19.228,17.802,8.1744,6.5914
167.46,172.6,19.495,18.049,8.3638,6.7316
137.46,138.6,19.756,18.29,8.5299,6.8539
137.46,138.6,19.573,18.104,8.2357,6.632
167.46,172.6,19.376,17.909,7.9782,6.4385
167.46,172.6,19.604,18.127,8.1921,6.5983
137.46,138.6,19.833,18.344,8.3793,6.7376
167.46,172.6,19.625,18.139,8.1038,6.5306
167.46,172.6,19.842,18.346,8.302,6.6785
137.46,138.6,20.059,18.551,8.4757,6.8076
137.46,138.6,19.839,18.334,8.1882,6.5916
137.46,138.6,19.608,18.112,7.9366,6.4033
137.46,138.6,19.371,17.888,7.7168,6.2395
167.46,172.6,19.132,17.666,7.5252,6.0973
167.46,172.6,19.331,17.866,7.7967,6.3017
167.46,172.6,19.543,18.072,8.0335,6.4793
137.46,138.6,19.76,18.279,8.2405,6.6339
167.46,172.6,19.543,18.067,7.9823,6.4401
137.46,138.6,19.754,18.271,8.1957,6.5997
167.46,172.6,19.533,18.056,7.9432,6.4104
137.46,138.6,19.74,18.256,8.1615,6.5739
137.46,138.6,19.516,18.039,7.9132,6.3879
167.46,172.6,19.286,17.821,7.6965,6.2261
137.46,138.6,19.49,18.022,7.946,6.4136
167.46,172.6,19.266,17.808,7.725,6.2484
167.46,172.6,19.476,18.013,7.9709,6.433
167.46,172.6,19.692,18.22,8.1857,6.5935
137.46,138.6,19.912,18.427,8.3738,6.7334
167.46,172.6,19.695,18.213,8.099,6.5269
167.46,172.6,19.904,18.413,8.2978,6.6753
137.46,138.6,20.114,18.611,8.4719,6.8048
137.46,138.6,19.888,18.388,8.1849,6.5891
137.46,138.6,19.651,18.161,7.9338,6.4012
137.46,138.6,19.409,17.932,7.7143,6.2377
137.46,138.6,19.166,17.705,7.5231,6.0957
167.46,172.6,18.925,17.482,7.3566,5.9727
137.46,138.6,19.126,17.685,7.6499,6.1936
137.46,138.6,18.905,17.476,7.4669,6.0575
137.46,138.6,18.685,17.272,7.3078,5.9396
167.46,172.6,18.47,17.072,7.1696,5.8376
167.46,172.6,18.696,17.298,7.4873,6.0766
137.46,138.6,18.938,17.531,7.7636,6.2837
137.46,138.6,18.751,17.35,7.566,6.1357
167.46,172.6,18.56,17.167,7.394,6.0073
137.46,138.6,18.804,17.405,7.6824,6.2236
167.46,172.6,18.622,17.228,7.4952,6.0835
167.46,172.6,18.872,17.47,7.7706,6.2897
167.46,172.6,19.129,17.713,8.0107,6.4689
167.46,172.6,19.387,17.954,8.2205,6.6248
137.46,138.6,19.643,18.191,8.4042,6.7607
137.46,138.6,19.457,18.003,8.1256,6.5507
167.46,172.6,19.259,17.808,7.8819,6.3677
167.46,172.6,19.488,18.028,8.1079,6.5367
137.46,138.6,19.719,18.247,8.3056,6.6839
167.46,172.6,19.515,18.044,8.0393,6.4837
137.46,138.6,19.735,18.255,8.2456,6.6377
167.46,172.6,19.522,18.046,7.9868,6.4434
137.46,138.6,19.736,18.252,8.1996,6.6026
137.46,138.6,19.516,18.039,7.9466,6.4129
137.46,138.6,19.29,17.823,7.7255,6.2479
167.46,172.6,19.061,17.608,7.5328,6.1046
167.46,172.6,19.269,17.815,7.8033,6.308
167.46,172.6,19.488,18.026,8.0393,6.4848
137.46,138.6,19.711,18.239,8.2455,6.6386
167.46,172.6,19.5,18.032,7.9867,6.4443
137.46,138.6,19.716,18.239,8.1996,6.6033
167.46,172.6,19.499,18.027,7.9465,6.4135
137.46,138.6,19.711,18.231,8.1644,6.5766
137.46,138.6,19.49,18.017,7.9158,6.3903
137.46,138.6,19.263,17.801,7.6987,6.2282
137.46,138.6,19.033,17.586,7.5095,6.0875
137.46,138.6,18.805,17.374,7.3448,5.9656
167.46,172.6,18.581,17.167,7.2017,5.86
167.46,172.6,18.8,17.387,7.5152,6.096
137.46,138.6,19.033,17.614,7.7879,6.3006
167.46,172.6,18.839,17.426,7.5872,6.1503
167.46,172.6,19.077,17.656,7.8507,6.3477
137.46,138.6,19.322,17.888,8.0806,6.5193
137.46,138.6,19.132,17.701,7.8426,6.3404
137.46,138.6,18.934,17.509,7.6348,6.1849
137.46,138.6,18.732,17.317,7.4539,6.0499
137.46,138.6,18.529,17.127,7.2964,5.933
167.46,172.6,18.329,16.941,7.1598,5.8319
167.46,172.6,18.569,17.179,7.4787,6.0717
167.46,172.6,18.823,17.424,7.7562,6.2795
167.46,172.6,19.084,17.671,7.9981,6.4599
137.46,138.6,19.345,17.915,8.2095,6.617
167.46,172.6,19.168,17.737,7.9552,6.4254
137.46,138.6,19.416,17.97,8.172,6.5869
137.46,138.6,19.227,17.783,7.9225,6.3993
167.46,172.6,19.028,17.591,7.7045,6.236
137.46,138.6,19.261,17.815,7.953,6.4222
167.46,172.6,19.062,17.623,7.7312,6.2559
167.46,172.6,19.294,17.847,7.9763,6.4395
167.46,172.6,19.531,18.071,8.1904,6.5992
167.46,172.6,19.767,18.294,8.3779,6.7383
137.46,138.6,20.001,18.511,8.5422,6.8598
167.46,172.6,19.795,18.304,8.2465,6.6372
167.46,172.6,20.011,18.509,8.427,6.7715
167.46,172.6,20.225,18.709,8.5853,6.8888
137.46,138.6,20.436,18.905,8.7242,6.9913
137.46,138.6,20.205,18.676,8.4062,6.752
137.46,138.6,19.961,18.441,8.1274,6.5431
167.46,172.6,19.71,18.202,7.8834,6.3611
137.46,138.6,19.892,18.383,8.1093,6.531
137.46,138.6,19.646,18.148,7.8676,6.3505
137.46,138.6,19.396,17.914,7.6566,6.1937
167.46,172.6,19.147,17.684,7.4728,6.0576
167.46,172.6,19.339,17.877,7.751,6.2672
167.46,172.6,19.544,18.077,7.9936,6.4493
137.46,138.6,19.756,18.281,8.2056,6.6077
137.46,138.6,19.536,18.065,7.9518,6.4174
167.46,172.6,19.308,17.848,7.7301,6.2517
167.46,172.6,19.514,18.049,7.9754,6.4358
137.46,138.6,19.727,18.254,8.1896,6.596
167.46,172.6,19.508,18.04,7.9378,6.4071
167.46,172.6,19.717,18.242,8.1568,6.571
137.46,138.6,19.93,18.444,8.3484,6.7138
137.46,138.6,19.709,18.226,8.0768,6.5098
167.46,172.6,19.478,18.004,7.8392,6.3321
167.46,172.6,19.679,18.2,8.0706,6.5057
137.46,138.6,19.886,18.399,8.273,6.6569
167.46,172.6,19.66,18.178,8.0108,6.4602
167.46,172.6,19.862,18.373,8.2206,6.6172
137.46,138.6,20.068,18.568,8.4043,6.7541
167.46,172.6,19.838,18.343,8.1257,6.5449
137.46,138.6,20.035,18.533,8.3212,6.691
167.46,172.6,19.799,18.303,8.0529,6.4899
137.46,138.6,19.992,18.49,8.2575,6.6431
137.46,138.6,19.753,18.259,7.9972,6.4482
167.46,172.6,19.508,18.026,7.7697,6.2786
137.46,138.6,19.697,18.214,8.0099,6.4591
167.46,172.6,19.459,17.987,7.7808,6.2881
137.46,138.6,19.655,18.179,8.0196,6.4674
167.46,172.6,19.423,17.957,7.7893,6.2953
137.46,138.6,19.624,18.153,8.0271,6.4737
137.46,138.6,19.396,17.934,7.7958,6.3007
167.46,172.6,19.164,17.714,7.594,6.1504
137.46,138.6,19.369,17.916,7.8567,6.3478
137.46,138.6,19.147,17.705,7.6471,6.1913
137.46,138.6,18.924,17.494,7.4645,6.0555
137.46,138.6,18.702,17.287,7.3057,5.9379
137.46,138.6,18.484,17.086,7.1678,5.8361
167.46,172.6,18.272,16.892,7.0482,5.7481
137.46,138.6,18.505,17.124,7.3819,5.9992
137.46,138.6,18.318,16.947,7.2339,5.8891
137.46,138.6,18.132,16.773,7.1055,5.794
137.46,138.6,17.951,16.605,6.9942,5.7118
137.46,138.6,17.776,16.443,6.8979,5.6408
137.46,138.6,17.607,16.288,6.8145,5.5797
167.46,172.6,17.447,16.142,6.7425,5.5271
137.46,138.6,17.731,16.421,7.117,5.8084
137.46,138.6,17.596,16.291,7.0042,5.7242
167.46,172.6,17.46,16.162,6.9065,5.6516
167.46,172.6,17.764,16.456,7.259,5.9158
167.46,172.6,18.079,16.754,7.5649,6.1443
167.46,172.6,18.396,17.05,7.8313,6.3425
137.46,138.6,18.711,17.341,8.0637,6.5148
137.46,138.6,18.585,17.207,7.8278,6.3365
167.46,172.6,18.444,17.064,7.6219,6.1815
167.46,172.6,18.728,17.334,7.881,6.3748
167.46,172.6,19.014,17.601,8.1071,6.5428
167.46,172.6,19.295,17.863,8.3049,6.6892
167.46,172.6,19.57,18.116,8.4782,6.8169
137.46,138.6,19.837,18.36,8.6302,6.9285
137.46,138.6,19.658,18.176,8.3237,6.6971
167.46,172.6,19.461,17.982,8.0551,6.4953
137.46,138.6,19.69,18.201,8.2594,6.6478
167.46,172.6,19.482,17.998,7.9989,6.4522
167.46,172.6,19.702,18.21,8.2102,6.6103
167.46,172.6,19.923,18.42,8.3952,6.7481
137.46,138.6,20.143,18.626,8.5574,6.8683
167.46,172.6,19.923,18.41,8.2598,6.6446
137.46,138.6,20.127,18.605,8.4387,6.778
167.46,172.6,19.895,18.379,8.1558,6.5657
167.46,172.6,20.09,18.567,8.3475,6.7092
167.46,172.6,20.287,18.755,8.5156,6.8344
167.46,172.6,20.483,18.94,8.663,6.9438
137.46,138.6,20.676,19.12,8.7925,7.0394
167.46,172.6,20.429,18.876,8.4662,6.7941
137.46,138.6,20.604,19.045,8.6197,6.9085
137.46,138.6,20.344,18.793,8.3145,6.6797
137.46,138.6,20.075,18.537,8.0471,6.48
167.46,172.6,19.802,18.282,7.8133,6.3062
167.46,172.6,19.966,18.448,8.048,6.4832
137.46,138.6,20.141,18.619,8.2531,6.6373
137.46,138.6,19.886,18.375,7.9934,6.4431
137.46,138.6,19.626,18.131,7.7664,6.2741
137.46,138.6,19.367,17.889,7.5684,6.1273
167.46,172.6,19.11,17.652,7.3961,6.0001
167.46,172.6,19.296,17.841,7.6842,6.2173
167.46,172.6,19.498,18.039,7.9353,6.4059
137.46,138.6,19.708,18.241,8.1546,6.57
137.46,138.6,19.486,18.025,7.9072,6.3845
137.46,138.6,19.259,17.807,7.6912,6.2232
167.46,172.6,19.029,17.591,7.5029,6.0832
167.46,172.6,19.236,17.796,7.7772,6.2894
137.46,138.6,19.455,18.007,8.0165,6.4686
167.46,172.6,19.244,17.802,7.7866,6.2963
137.46,138.6,19.463,18.013,8.0247,6.4745
167.46,172.6,19.252,17.808,7.7937,6.3015
167.46,172.6,19.471,18.019,8.0309,6.4791
167.46,172.6,19.695,18.232,8.2382,6.6337
137.46,138.6,19.921,18.443,8.4197,6.7684
167.46,172.6,19.708,18.231,8.1392,6.5574
167.46,172.6,19.92,18.433,8.333,6.702
137.46,138.6,20.133,18.633,8.5028,6.8281
167.46,172.6,19.908,18.411,8.212,6.6094
167.46,172.6,20.108,18.601,8.3968,6.7473
137.46,138.6,20.309,18.79,8.5587,6.8677
167.46,172.6,20.072,18.558,8.261,6.644
137.46,138.6,20.261,18.738,8.4397,6.7775
137.46,138.6,20.015,18.5,8.1567,6.5653
137.46,138.6,19.762,18.258,7.9091,6.3804
137.46,138.6,19.505,18.017,7.6928,6.2197
167.46,172.6,19.249,17.78,7.5043,6.0801
167.46,172.6,19.434,17.966,7.7785,6.2868
137.46,138.6,19.632,18.161,8.0176,6.4663
137.46,138.6,19.402,17.94,7.7875,6.2943
167.46,172.6,19.169,17.719,7.5868,6.1448
137.46,138.6,19.372,17.92,7.8504,6.3429
137.46,138.6,19.149,17.707,7.6416,6.1871
167.46,172.6,18.925,17.496,7.4598,6.0519
137.46,138.6,19.139,17.707,7.7397,6.2623
137.46,138.6,18.927,17.505,7.5451,6.1171
137.46,138.6,18.715,17.305,7.3758,5.9912
167.46,172.6,18.504,17.109,7.2286,5.8822
167.46,172.6,18.734,17.337,7.5386,6.1152
167.46,172.6,18.978,17.571,7.8083,6.3172
137.46,138.6,19.228,17.808,8.0436,6.4928
167.46,172.6,19.044,17.625,7.8103,6.3173
137.46,138.6,19.287,17.856,8.0454,6.4928
167.46,172.6,19.097,17.668,7.8118,6.3174
137.46,138.6,19.335,17.895,8.0467,6.4929
137.46,138.6,19.14,17.704,7.8129,6.3174
167.46,172.6,18.937,17.509,7.609,6.1649
137.46,138.6,19.168,17.733,7.8697,6.3604
137.46,138.6,18.969,17.541,7.6584,6.2023
167.46,172.6,18.766,17.348,7.4744,6.065
167.46,172.6,18.998,17.575,7.7524,6.2737
137.46,138.6,19.239,17.806,7.9948,6.4549
167.46,172.6,19.048,17.619,7.7676,6.2844
167.46,172.6,19.286,17.846,8.0081,6.4642
137.46,138.6,19.527,18.074,8.2183,6.6207
137.46,138.6,19.332,17.881,7.9629,6.4287
137.46,138.6,19.127,17.683,7.7398,6.2616
137.46,138.6,18.917,17.483,7.5452,6.1165
137.46,138.6,18.706,17.285,7.3759,5.9906
167.46,172.6,18.496,17.091,7.2287,5.8817
137.46,138.6,18.727,17.32,7.5387,6.1148
137.46,138.6,18.536,17.138,7.3702,5.9892
167.46,172.6,18.344,16.958,7.2238,5.8805
137.46,138.6,18.591,17.201,7.5343,6.1137
167.46,172.6,18.413,17.031,7.3664,5.9883
137.46,138.6,18.67,17.28,7.6584,6.2071
137.46,138.6,18.499,17.113,7.4744,6.0692
167.46,172.6,18.324,16.946,7.3143,5.9497
137.46,138.6,18.584,17.199,7.613,6.1737
167.46,172.6,18.417,17.036,7.4349,6.0403
167.46,172.6,18.682,17.291,7.718,6.2522
167.46,172.6,18.953,17.548,7.9648,6.4362
167.46,172.6,19.224,17.801,8.1804,6.5964
137.46,138.6,19.492,18.049,8.3691,6.7359
137.46,138.6,19.319,17.872,8.0948,6.529
167.46,172.6,19.131,17.688,7.855,6.3489
137.46,138.6,19.37,17.917,8.0844,6.5203
137.46,138.6,19.176,17.726,7.8459,6.3413
137.46,138.6,18.974,17.533,7.6377,6.1856
137.46,138.6,18.768,17.338,7.4564,6.0506
167.46,172.6,18.561,17.146,7.2986,5.9336
137.46,138.6,18.794,17.377,7.5994,6.1598
137.46,138.6,18.602,17.195,7.423,6.0282
137.46,138.6,18.41,17.014,7.2697,5.9142
167.46,172.6,18.219,16.837,7.1365,5.8156
167.46,172.6,18.469,17.084,7.4585,6.0576
167.46,172.6,18.731,17.336,7.7386,6.2672
137.46,138.6,18.999,17.59,7.9828,6.4493
167.46,172.6,18.832,17.423,7.7571,6.2795
137.46,138.6,19.091,17.669,7.9989,6.46
137.46,138.6,18.917,17.496,7.7712,6.2888
167.46,172.6,18.733,17.318,7.5726,6.1401
167.46,172.6,18.981,17.558,7.838,6.3388
167.46,172.6,19.234,17.798,8.0696,6.5116
137.46,138.6,19.488,18.037,8.2721,6.662
137.46,138.6,19.303,17.852,8.0099,6.4646
167.46,172.6,19.107,17.661,7.7808,6.2928
167.46,172.6,19.34,17.886,8.0197,6.4715
137.46,138.6,19.577,18.111,8.2284,6.6271
167.46,172.6,19.378,17.914,7.9717,6.4342
167.46,172.6,19.605,18.132,8.1865,6.5946
137.46,138.6,19.834,18.348,8.3744,6.7344
137.46,138.6,19.625,18.142,8.0995,6.5277
137.46,138.6,19.406,17.93,7.8591,6.3477
167.46,172.6,19.181,17.717,7.6492,6.1912
137.46,138.6,19.39,17.924,7.9048,6.3833
167.46,172.6,19.172,17.716,7.6891,6.2221
167.46,172.6,19.387,17.926,7.9395,6.4101
137.46,138.6,19.609,18.14,8.1583,6.5736
167.46,172.6,19.399,17.934,7.9105,6.3876
137.46,138.6,19.616,18.144,8.1329,6.554
167.46,172.6,19.402,17.936,7.8882,6.3706
137.46,138.6,19.617,18.143,8.1135,6.5392
137.46,138.6,19.4,17.933,7.8713,6.3577
167.46,172.6,19.177,17.721,7.6599,6.1999
137.46,138.6,19.388,17.928,7.9141,6.3908
167.46,172.6,19.171,17.721,7.6972,6.2287
167.46,172.6,19.387,17.932,7.9466,6.4158
137.46,138.6,19.611,18.145,8.1645,6.5785
137.46,138.6,19.4,17.94,7.9159,6.3919
137.46,138.6,19.183,17.731,7.6987,6.2297
167.46,172.6,18.962,17.523,7.5095,6.0888
137.46,138.6,19.177,17.736,7.783,6.2943
137.46,138.6,18.967,17.535,7.5829,6.1449
137.46,138.6,18.755,17.336,7.4086,6.0152
137.46,138.6,18.544,17.139,7.2571,5.903
137.46,138.6,18.337,16.948,7.1257,5.8059
167.46,172.6,18.136,16.764,7.0117,5.7221
137.46,138.6,18.379,17.006,7.3502,5.9767
137.46,138.6,18.202,16.838,7.2064,5.8697
137.46,138.6,18.026,16.673,7.0817,5.7772
167.46,172.6,17.853,16.512,6.9735,5.6973
137.46,138.6,18.122,16.776,7.3171,5.9553
167.46,172.6,17.969,16.629,7.1777,5.8511
167.46,172.6,18.251,16.901,7.4943,6.0883
137.46,138.6,18.541,17.175,7.7698,6.2939
137.46,138.6,18.397,17.03,7.5713,6.1445
167.46,172.6,18.245,16.881,7.3986,6.015
167.46,172.6,18.524,17.148,7.6864,6.2303
167.46,172.6,18.808,17.416,7.9372,6.4172
167.46,172.6,19.092,17.68,8.1563,6.5797
137.46,138.6,19.371,17.938,8.348,6.7214
137.46,138.6,19.208,17.77,8.0764,6.5164
167.46,172.6,19.03,17.594,7.8389,6.3379
167.46,172.6,19.278,17.831,8.0703,6.5107
137.46,138.6,19.527,18.066,8.2727,6.6613
137.46,138.6,19.339,17.878,8.0105,6.464
137.46,138.6,19.139,17.685,7.7813,6.2923
167.46,172.6,18.933,17.489,7.5814,6.1431
137.46,138.6,19.16,17.712,7.8457,6.3415
167.46,172.6,18.96,17.52,7.6375,6.1858
137.46,138.6,19.191,17.745,7.8946,6.3785
167.46,172.6,18.993,17.554,7.6802,6.218
167.46,172.6,19.226,17.78,7.9318,6.4065
167.46,172.6,19.464,18.007,8.1515,6.5705
137.46,138.6,19.704,18.232,8.3438,6.7133
167.46,172.6,19.505,18.035,8.0727,6.5094
137.46,138.6,19.731,18.249,8.2748,6.6601
167.46,172.6,19.521,18.044,8.0123,6.4629
137.46,138.6,19.738,18.252,8.222,6.6196
167.46,172.6,19.521,18.041,7.9661,6.4277
167.46,172.6,19.733,18.246,8.1816,6.5889
137.46,138.6,19.947,18.45,8.3701,6.7294
137.46,138.6,19.726,18.233,8.0958,6.5234
137.46,138.6,19.496,18.012,7.8558,6.344
137.46,138.6,19.261,17.791,7.6463,6.188
137.46,138.6,19.025,17.571,7.4639,6.0526
167.46,172.6,18.792,17.357,7.3052,5.9354
167.46,172.6,19.001,17.567,7.6051,6.1613
137.46,138.6,19.224,17.784,7.8663,6.3572
137.46,138.6,19.019,17.587,7.6555,6.1995
137.46,138.6,18.81,17.389,7.4718,6.0626
137.46,138.6,18.601,17.193,7.3121,5.944
137.46,138.6,18.395,17.002,7.1733,5.8414
137.46,138.6,18.194,16.817,7.053,5.7527
167.46,172.6,17.999,16.639,6.9487,5.6762
137.46,138.6,18.249,16.887,7.2956,5.937
167.46,172.6,18.079,16.726,7.159,5.8354
167.46,172.6,18.347,16.986,7.4781,6.0747
167.46,172.6,18.624,17.251,7.7556,6.2821
167.46,172.6,18.906,17.514,7.9976,6.4622
137.46,138.6,19.186,17.774,8.2091,6.619
167.46,172.6,19.026,17.61,7.9549,6.4271
137.46,138.6,19.289,17.857,8.1717,6.5884
167.46,172.6,19.113,17.681,7.9222,6.4006
167.46,172.6,19.363,17.917,8.1431,6.5653
167.46,172.6,19.612,18.15,8.3364,6.7088
167.46,172.6,19.857,18.378,8.5058,6.834
167.46,172.6,20.097,18.598,8.6545,6.9435
137.46,138.6,20.328,18.811,8.785,7.0392
137.46,138.6,20.116,18.597,8.4596,6.7938
137.46,138.6,19.888,18.374,8.1741,6.5796
167.46,172.6,19.65,18.147,7.9243,6.3928
167.46,172.6,19.843,18.336,8.145,6.5586
167.46,172.6,20.042,18.528,8.3381,6.703
137.46,138.6,20.242,18.719,8.5073,6.8289
137.46,138.6,20.007,18.488,8.2159,6.6102
137.46,138.6,19.761,18.253,7.9608,6.4195
137.46,138.6,19.511,18.018,7.738,6.2536
167.46,172.6,19.26,17.784,7.5437,6.1096
167.46,172.6,19.448,17.974,7.8127,6.3123
167.46,172.6,19.649,18.171,8.0475,6.4885
167.46,172.6,19.857,18.37,8.2527,6.6419
137.46,138.6,20.067,18.568,8.4325,6.7756
167.46,172.6,19.84,18.346,8.1504,6.5637
167.46,172.6,20.04,18.537,8.3428,6.7074
137.46,138.6,20.242,18.728,8.5114,6.8328
167.46,172.6,20.007,18.497,8.2195,6.6136
167.46,172.6,20.197,18.68,8.4034,6.7509
137.46,138.6,20.39,18.862,8.5645,6.8708
167.46,172.6,20.145,18.623,8.2661,6.6468
167.46,172.6,20.327,18.797,8.4442,6.7799
167.46,172.6,20.511,18.972,8.6003,6.8961
137.46,138.6,20.693,19.143,8.7375,6.9977
167.46,172.6,20.438,18.892,8.4178,6.7576
167.46,172.6,20.607,19.055,8.5772,6.8767
167.46,172.6,20.777,19.216,8.7172,6.9807
137.46,138.6,20.946,19.374,8.8402,7.0718
137.46,138.6,20.677,19.111,8.508,6.8224
167.46,172.6,20.396,18.842,8.2166,6.6045
137.46,138.6,20.546,18.991,8.4008,6.743
137.46,138.6,20.267,18.724,8.1226,6.5352
167.46,172.6,19.983,18.457,7.8793,6.3542
137.46,138.6,20.136,18.612,8.1056,6.525
137.46,138.6,19.864,18.355,7.8644,6.3453
167.46,172.6,19.591,18.1,7.6539,6.1892
167.46,172.6,19.758,18.269,7.9088,6.3815
137.46,138.6,19.937,18.446,8.1315,6.5487
137.46,138.6,19.689,18.207,7.887,6.3659
167.46,172.6,19.437,17.97,7.6736,6.2071
167.46,172.6,19.623,18.153,7.926,6.397
137.46,138.6,19.819,18.343,8.1465,6.5622
167.46,172.6,19.585,18.116,7.9001,6.3777
137.46,138.6,19.782,18.307,8.1239,6.5454
137.46,138.6,19.549,18.082,7.8804,6.3631
167.46,172.6,19.311,17.856,7.6678,6.2046
137.46,138.6,19.509,18.051,7.921,6.3949
137.46,138.6,19.28,17.832,7.7032,6.2322
167.46,172.6,19.049,17.614,7.5134,6.091
137.46,138.6,19.256,17.818,7.7863,6.2962
167.46,172.6,19.038,17.61,7.5858,6.1465
137.46,138.6,19.255,17.821,7.8495,6.3444
167.46,172.6,19.045,17.619,7.6408,6.1884
137.46,138.6,19.268,17.834,7.8975,6.3808
167.46,172.6,19.062,17.635,7.6827,6.2199
137.46,138.6,19.288,17.853,7.934,6.4082
137.46,138.6,19.084,17.655,7.7146,6.2438
137.46,138.6,18.876,17.456,7.5233,6.101
167.46,172.6,18.666,17.259,7.3568,5.9773
137.46,138.6,18.895,17.484,7.65,6.1976
137.46,138.6,18.698,17.296,7.4671,6.061
167.46,172.6,18.501,17.11,7.3079,5.9426
137.46,138.6,18.741,17.345,7.6075,6.1675
137.46,138.6,18.556,17.167,7.4301,6.0349
137.46,138.6,18.37,16.99,7.2758,5.92
137.46,138.6,18.184,16.816,7.1418,5.8206
137.46,138.6,18.002,16.647,7.0257,5.7348
137.46,138.6,17.825,16.484,6.9251,5.6607
137.46,138.6,17.654,16.328,6.8381,5.5968
137.46,138.6,17.491,16.179,6.7628,5.5418
167.46,172.6,17.337,16.038,6.6979,5.4944
167.46,172.6,17.628,16.324,7.0784,5.7803
137.46,138.6,17.935,16.618,7.4081,6.027
137.46,138.6,17.813,16.495,7.2567,5.9132
167.46,172.6,17.686,16.371,7.1253,5.8147
