U1,U2,H1,H2,H3,H4
167.46,172.6,19.749,18.277,8.1506,6.5662
137.46,138.6,19.958,18.476,8.3429,6.7096
137.46,138.6,19.733,18.254,8.072,6.5061
137.46,138.6,19.499,18.029,7.835,6.3289
167.46,172.6,19.261,17.804,7.6282,6.1749
137.46,138.6,19.459,18,7.8865,6.3691
167.46,172.6,19.232,17.783,7.6731,6.2098
167.46,172.6,19.439,17.985,7.9256,6.3994
167.46,172.6,19.654,18.192,8.1461,6.5642
137.46,138.6,19.873,18.398,8.3391,6.7079
167.46,172.6,19.656,18.184,8.0686,6.5046
167.46,172.6,19.865,18.384,8.2712,6.6559
137.46,138.6,20.077,18.582,8.4486,6.7879
137.46,138.6,19.851,18.36,8.1645,6.5744
167.46,172.6,19.616,18.133,7.9159,6.3883
137.46,138.6,19.811,18.324,8.1376,6.5546
167.46,172.6,19.577,18.098,7.8924,6.3711
167.46,172.6,19.774,18.29,8.1171,6.5397
137.46,138.6,19.977,18.484,8.3137,6.6865
137.46,138.6,19.746,18.259,8.0463,6.486
137.46,138.6,19.507,18.031,7.8126,6.3114
167.46,172.6,19.266,17.803,7.6087,6.1597
167.46,172.6,19.461,17.998,7.8695,6.3559
137.46,138.6,19.668,18.197,8.0971,6.5264
137.46,138.6,19.443,17.98,7.8569,6.3466
167.46,172.6,19.214,17.762,7.6473,6.1902
137.46,138.6,19.42,17.964,7.9031,6.3824
167.46,172.6,19.198,17.752,7.6876,6.2214
137.46,138.6,19.411,17.959,7.9383,6.4094
137.46,138.6,19.194,17.751,7.7183,6.2448
137.46,138.6,18.975,17.543,7.5265,6.1019
167.46,172.6,18.755,17.337,7.3596,5.9781
137.46,138.6,18.974,17.554,7.6525,6.1983
167.46,172.6,18.77,17.36,7.4692,6.0616
167.46,172.6,19.001,17.585,7.7479,6.2707
137.46,138.6,19.242,17.815,7.9909,6.4523
167.46,172.6,19.05,17.626,7.7642,6.2821
137.46,138.6,19.287,17.853,8.0051,6.4622
167.46,172.6,19.092,17.662,7.7766,6.2908
137.46,138.6,19.326,17.886,8.016,6.4697
137.46,138.6,19.128,17.692,7.7861,6.2973
137.46,138.6,18.924,17.497,7.5856,6.1475
137.46,138.6,18.717,17.301,7.411,6.0175
167.46,172.6,18.51,17.109,7.2592,5.905
167.46,172.6,18.744,17.339,7.5652,6.1349
137.46,138.6,18.989,17.576,7.8315,6.3344
137.46,138.6,18.805,17.396,7.6252,6.1796
137.46,138.6,18.616,17.215,7.4454,6.0454
167.46,172.6,18.424,17.035,7.2891,5.9291
137.46,138.6,18.671,17.276,7.5912,6.1559
137.46,138.6,18.491,17.103,7.4158,6.0248
137.46,138.6,18.31,16.931,7.2634,5.9113
137.46,138.6,18.129,16.762,7.1311,5.8131
137.46,138.6,17.951,16.598,7.0164,5.7283
167.46,172.6,17.779,16.439,6.917,5.6551
167.46,172.6,18.049,16.705,7.2681,5.9188
167.46,172.6,18.333,16.978,7.5729,6.147
137.46,138.6,18.624,17.252,7.8382,6.3448
167.46,172.6,18.48,17.106,7.631,6.1887
137.46,138.6,18.762,17.372,7.8889,6.381
167.46,172.6,18.609,17.218,7.6752,6.2202
167.46,172.6,18.882,17.478,7.9275,6.4084
137.46,138.6,19.157,17.735,8.1478,6.5721
137.46,138.6,18.993,17.569,7.9013,6.3864
167.46,172.6,18.817,17.396,7.686,6.2248
167.46,172.6,19.069,17.639,7.9369,6.4124
167.46,172.6,19.325,17.88,8.156,6.5756
167.46,172.6,19.579,18.118,8.3477,6.7178
137.46,138.6,19.83,18.35,8.5157,6.8419
167.46,172.6,19.638,18.157,8.2233,6.6215
167.46,172.6,19.867,18.373,8.4067,6.7579
137.46,138.6,20.094,18.586,8.5674,6.8769
137.46,138.6,19.881,18.374,8.2686,6.652
137.46,138.6,19.655,18.155,8.007,6.456
137.46,138.6,19.421,17.934,7.7782,6.2853
167.46,172.6,19.185,17.713,7.5787,6.1371
137.46,138.6,19.385,17.913,7.8433,6.3362
167.46,172.6,19.16,17.7,7.6355,6.1812
137.46,138.6,19.37,17.907,7.8928,6.3746
167.46,172.6,19.153,17.7,7.6786,6.2146
167.46,172.6,19.369,17.911,7.9304,6.4035
167.46,172.6,19.592,18.125,8.1503,6.5679
137.46,138.6,19.818,18.338,8.3428,6.7111
137.46,138.6,19.607,18.13,8.0718,6.5074
167.46,172.6,19.386,17.917,7.8349,6.33
137.46,138.6,19.596,18.122,8.0668,6.5039
167.46,172.6,19.376,17.909,7.8305,6.327
167.46,172.6,19.586,18.114,8.0631,6.5013
167.46,172.6,19.802,18.32,8.2663,6.653
137.46,138.6,20.02,18.525,8.4444,6.7853
137.46,138.6,19.8,18.308,8.1608,6.5722
137.46,138.6,19.569,18.086,7.9127,6.3864
137.46,138.6,19.333,17.862,7.6959,6.2248
137.46,138.6,19.096,17.641,7.507,6.0846
167.46,172.6,18.861,17.423,7.3427,5.963
167.46,172.6,19.067,17.63,7.6377,6.1853
137.46,138.6,19.287,17.844,7.8948,6.3781
167.46,172.6,19.079,17.643,7.6803,6.2176
137.46,138.6,19.303,17.861,7.9319,6.4061
137.46,138.6,19.097,17.662,7.7128,6.242
137.46,138.6,18.887,17.462,7.5217,6.0995
167.46,172.6,18.676,17.264,7.3554,5.9759
167.46,172.6,18.904,17.488,7.6488,6.1964
137.46,138.6,19.142,17.718,7.9044,6.3878
167.46,172.6,18.951,17.531,7.6888,6.226
167.46,172.6,19.189,17.76,7.9393,6.4135
167.46,172.6,19.432,17.99,8.1581,6.5765
167.46,172.6,19.676,18.217,8.3495,6.7186
137.46,138.6,19.916,18.44,8.5173,6.8426
167.46,172.6,19.716,18.238,8.2247,6.6221
137.46,138.6,19.937,18.447,8.4079,6.7584
137.46,138.6,19.721,18.234,8.1289,6.5487
137.46,138.6,19.495,18.016,7.8847,6.3659
167.46,172.6,19.264,17.797,7.6716,6.2071
167.46,172.6,19.467,17.998,7.9243,6.397
137.46,138.6,19.679,18.202,8.145,6.5622
167.46,172.6,19.46,17.989,7.8988,6.3777
137.46,138.6,19.67,18.193,8.1227,6.5454
137.46,138.6,19.448,17.978,7.8793,6.3631
167.46,172.6,19.221,17.763,7.6669,6.2046
167.46,172.6,19.428,17.966,7.9202,6.3949
167.46,172.6,19.644,18.174,8.1414,6.5603
137.46,138.6,19.863,18.381,8.3349,6.7045
137.46,138.6,19.647,18.168,8.065,6.5017
137.46,138.6,19.421,17.951,7.8289,6.325
167.46,172.6,19.191,17.733,7.6229,6.1716
167.46,172.6,19.396,17.936,7.8818,6.3662
137.46,138.6,19.61,18.143,8.1079,6.5353
167.46,172.6,19.393,17.932,7.8664,6.3543
137.46,138.6,19.606,18.138,8.0944,6.5251
137.46,138.6,19.388,17.927,7.8546,6.3454
137.46,138.6,19.165,17.714,7.6453,6.1892
167.46,172.6,18.939,17.502,7.4629,6.0537
137.46,138.6,19.151,17.713,7.7424,6.2639
167.46,172.6,18.939,17.511,7.5475,6.1185
167.46,172.6,19.162,17.728,7.8161,6.32
137.46,138.6,19.393,17.95,8.0505,6.4952
167.46,172.6,19.193,17.753,7.8162,6.3194
167.46,172.6,19.421,17.972,8.0506,6.4947
137.46,138.6,19.653,18.191,8.2554,6.6473
167.46,172.6,19.449,17.99,7.9954,6.4518
137.46,138.6,19.671,18.202,8.2071,6.6099
137.46,138.6,19.46,17.995,7.9532,6.4193
137.46,138.6,19.24,17.784,7.7313,6.2534
167.46,172.6,19.017,17.574,7.5378,6.1094
167.46,172.6,19.231,17.784,7.8077,6.3122
137.46,138.6,19.454,17.999,8.0431,6.4884
137.46,138.6,19.246,17.797,7.8098,6.3135
137.46,138.6,19.032,17.593,7.6062,6.1615
167.46,172.6,18.815,17.39,7.429,6.0297
137.46,138.6,19.037,17.608,7.7128,6.243
137.46,138.6,18.833,17.414,7.5218,6.1004
167.46,172.6,18.628,17.221,7.3555,5.9767
137.46,138.6,18.86,17.449,7.6489,6.1971
137.46,138.6,18.668,17.265,7.4661,6.0605
137.46,138.6,18.474,17.081,7.3071,5.9422
167.46,172.6,18.28,16.901,7.169,5.8398
167.46,172.6,18.527,17.144,7.4867,6.0786
137.46,138.6,18.787,17.393,7.7631,6.2854
167.46,172.6,18.616,17.226,7.5656,6.1372
137.46,138.6,18.876,17.474,7.8319,6.3363
167.46,172.6,18.704,17.305,7.6255,6.1813
167.46,172.6,18.961,17.551,7.8841,6.3746
137.46,138.6,19.222,17.796,8.1098,6.5427
137.46,138.6,19.046,17.621,7.8681,6.3608
167.46,172.6,18.86,17.44,7.6571,6.2026
137.46,138.6,19.105,17.675,7.9116,6.3931
137.46,138.6,18.918,17.493,7.695,6.2307
167.46,172.6,18.725,17.308,7.5063,6.0896
167.46,172.6,18.965,17.542,7.7802,6.295
137.46,138.6,19.213,17.779,8.0191,6.4735
167.46,172.6,19.028,17.596,7.7888,6.3005
137.46,138.6,19.27,17.828,8.0266,6.4783
137.46,138.6,19.08,17.642,7.7954,6.3047
137.46,138.6,18.881,17.452,7.5937,6.1539
137.46,138.6,18.68,17.262,7.418,6.0231
167.46,172.6,18.478,17.074,7.2653,5.9098
137.46,138.6,18.716,17.308,7.5705,6.1391
167.46,172.6,18.529,17.131,7.3978,6.0103
137.46,138.6,18.778,17.373,7.6858,6.2262
137.46,138.6,18.598,17.199,7.4982,6.0858
167.46,172.6,18.415,17.026,7.335,5.9641
137.46,138.6,18.668,17.272,7.631,6.1861
167.46,172.6,18.494,17.104,7.4505,6.051
137.46,138.6,18.753,17.354,7.7316,6.2615
137.46,138.6,18.582,17.187,7.5381,6.1164
137.46,138.6,18.406,17.018,7.3697,5.9906
167.46,172.6,18.228,16.851,7.2234,5.8817
167.46,172.6,18.487,17.104,7.534,6.1148
167.46,172.6,18.757,17.362,7.8043,6.3169
137.46,138.6,19.03,17.619,8.0401,6.4925
137.46,138.6,18.866,17.454,7.8072,6.317
137.46,138.6,18.692,17.285,7.604,6.1646
137.46,138.6,18.512,17.112,7.427,6.0324
167.46,172.6,18.33,16.941,7.2731,5.9178
137.46,138.6,18.584,17.19,7.5773,6.1461
137.46,138.6,18.413,17.025,7.4037,6.0163
137.46,138.6,18.238,16.86,7.2529,5.9039
137.46,138.6,18.064,16.697,7.122,5.8067
167.46,172.6,17.892,16.538,7.0085,5.7228
167.46,172.6,18.162,16.803,7.3474,5.9773
137.46,138.6,18.443,17.073,7.6419,6.1976
167.46,172.6,18.295,16.926,7.46,6.061
167.46,172.6,18.576,17.195,7.7398,6.2702
137.46,138.6,18.861,17.463,7.9839,6.4519
167.46,172.6,18.709,17.309,7.7581,6.2817
167.46,172.6,18.982,17.567,7.9998,6.4619
167.46,172.6,19.254,17.822,8.211,6.6187
137.46,138.6,19.522,18.071,8.3959,6.7554
137.46,138.6,19.349,17.894,8.1183,6.5461
167.46,172.6,19.161,17.709,7.8755,6.3637
167.46,172.6,19.4,17.938,8.1023,6.5332
167.46,172.6,19.64,18.165,8.3007,6.6808
137.46,138.6,19.878,18.388,8.4745,6.8096
167.46,172.6,19.677,18.187,8.1872,6.5933
137.46,138.6,19.898,18.397,8.3751,6.7333
137.46,138.6,19.682,18.186,8.1001,6.5268
167.46,172.6,19.457,17.971,7.8596,6.3469
137.46,138.6,19.663,18.172,8.0884,6.5186
137.46,138.6,19.438,17.956,7.8494,6.3398
167.46,172.6,19.208,17.74,7.6408,6.1843
167.46,172.6,19.414,17.943,7.8974,6.3772
137.46,138.6,19.628,18.151,8.1215,6.545
167.46,172.6,19.411,17.941,7.8783,6.3627
137.46,138.6,19.624,18.147,8.1048,6.5324
167.46,172.6,19.405,17.935,7.8637,6.3518
167.46,172.6,19.616,18.141,8.092,6.5228
137.46,138.6,19.833,18.347,8.2917,6.6718
137.46,138.6,19.614,18.133,8.0271,6.4732
137.46,138.6,19.387,17.916,7.7958,6.3003
167.46,172.6,19.157,17.698,7.5941,6.15
137.46,138.6,19.362,17.902,7.8567,6.3475
137.46,138.6,19.141,17.691,7.6471,6.191
167.46,172.6,18.918,17.482,7.4646,6.0553
137.46,138.6,19.133,17.695,7.7438,6.2652
167.46,172.6,18.923,17.495,7.5488,6.1196
137.46,138.6,19.148,17.714,7.8172,6.3211
137.46,138.6,18.945,17.519,7.6127,6.1681
137.46,138.6,18.739,17.324,7.4346,6.0354
137.46,138.6,18.533,17.132,7.2797,5.9204
167.46,172.6,18.33,16.944,7.1452,5.821
137.46,138.6,18.569,17.18,7.4661,6.0623
167.46,172.6,18.385,17.005,7.3071,5.9437
167.46,172.6,18.638,17.251,7.6068,6.1685
137.46,138.6,18.9,17.501,7.8678,6.3635
137.46,138.6,18.73,17.332,7.6568,6.205
167.46,172.6,18.552,17.16,7.473,6.0673
137.46,138.6,18.807,17.406,7.7512,6.2757
137.46,138.6,18.633,17.236,7.5551,6.1287
137.46,138.6,18.453,17.064,7.3845,6.0013
137.46,138.6,18.272,16.893,7.2362,5.8909
167.46,172.6,18.092,16.725,7.1075,5.7955
167.46,172.6,18.352,16.981,7.4333,6.0402
167.46,172.6,18.623,17.241,7.7167,6.2521
137.46,138.6,18.9,17.502,7.9636,6.4362
137.46,138.6,18.742,17.342,7.7404,6.2681
137.46,138.6,18.573,17.178,7.5458,6.1221
167.46,172.6,18.399,17.011,7.3764,5.9955
137.46,138.6,18.658,17.263,7.6671,6.2134
167.46,172.6,18.49,17.099,7.4819,6.0747
137.46,138.6,18.753,17.352,7.7589,6.2821
137.46,138.6,18.585,17.188,7.5619,6.1343
167.46,172.6,18.411,17.021,7.3904,6.0061
167.46,172.6,18.672,17.274,7.6793,6.2225
167.46,172.6,18.939,17.528,7.931,6.4104
137.46,138.6,19.208,17.78,8.1508,6.5739
167.46,172.6,19.038,17.61,7.9039,6.3879
167.46,172.6,19.293,17.851,8.1272,6.5543
137.46,138.6,19.548,18.089,8.3225,6.6992
167.46,172.6,19.363,17.904,8.0541,6.4971
167.46,172.6,19.602,18.13,8.2585,6.6493
137.46,138.6,19.839,18.353,8.4375,6.7821
137.46,138.6,19.637,18.152,8.1548,6.5694
137.46,138.6,19.423,17.945,7.9074,6.384
137.46,138.6,19.202,17.735,7.6913,6.2227
167.46,172.6,18.978,17.525,7.503,6.0828
137.46,138.6,19.191,17.737,7.7773,6.2891
167.46,172.6,18.979,17.536,7.578,6.1403
167.46,172.6,19.201,17.754,7.8426,6.339
137.46,138.6,19.432,17.975,8.0736,6.5117
137.46,138.6,19.229,17.778,7.8365,6.3338
167.46,172.6,19.02,17.578,7.6295,6.1792
137.46,138.6,19.244,17.797,7.8876,6.3728
137.46,138.6,19.04,17.6,7.6741,6.213
167.46,172.6,18.831,17.403,7.488,6.0743
137.46,138.6,19.058,17.626,7.7643,6.2817
167.46,172.6,18.858,17.434,7.5666,6.134
167.46,172.6,19.092,17.662,7.8327,6.3335
167.46,172.6,19.333,17.891,8.0649,6.5069
137.46,138.6,19.576,18.12,8.268,6.6579
137.46,138.6,19.382,17.927,8.0064,6.4611
137.46,138.6,19.177,17.728,7.7777,6.2898
167.46,172.6,18.966,17.528,7.5783,6.1409
137.46,138.6,19.19,17.747,7.8429,6.3396
167.46,172.6,18.986,17.551,7.6351,6.1842
137.46,138.6,19.214,17.773,7.8925,6.3771
137.46,138.6,19.013,17.579,7.6784,6.2168
167.46,172.6,18.808,17.384,7.4917,6.0776
137.46,138.6,19.038,17.609,7.7675,6.2846
137.46,138.6,18.841,17.42,7.5694,6.1364
137.46,138.6,18.64,17.231,7.3969,6.0079
167.46,172.6,18.44,17.044,7.247,5.8967
167.46,172.6,18.68,17.28,7.5545,6.1278
137.46,138.6,18.931,17.522,7.8222,6.3281
167.46,172.6,18.752,17.347,7.6171,6.1742
167.46,172.6,19.003,17.588,7.8767,6.3685
137.46,138.6,19.259,17.829,8.1034,6.5374
137.46,138.6,19.078,17.649,7.8625,6.3561
137.46,138.6,18.889,17.465,7.6522,6.1985
137.46,138.6,18.693,17.279,7.4689,6.0618
167.46,172.6,18.497,17.094,7.3096,5.9433
137.46,138.6,18.738,17.331,7.6089,6.1681
137.46,138.6,18.553,17.155,7.4313,6.0354
167.46,172.6,18.367,16.979,7.2769,5.9205
167.46,172.6,18.618,17.225,7.5805,6.1484
137.46,138.6,18.879,17.475,7.8449,6.346
167.46,172.6,18.708,17.306,7.6368,6.1898
137.46,138.6,18.966,17.553,7.894,6.382
137.46,138.6,18.792,17.382,7.6796,6.221
167.46,172.6,18.611,17.207,7.4928,6.0813
137.46,138.6,18.862,17.45,7.7685,6.2878
167.46,172.6,18.684,17.277,7.5702,6.1392
167.46,172.6,18.937,17.52,7.8359,6.3381
167.46,172.6,19.194,17.765,8.0677,6.5109
137.46,138.6,19.452,18.006,8.2704,6.6614
137.46,138.6,19.271,17.824,8.0085,6.4641
167.46,172.6,19.078,17.636,7.7796,6.2924
137.46,138.6,19.314,17.863,8.0186,6.4712
167.46,172.6,19.118,17.672,7.7884,6.2985
137.46,138.6,19.351,17.896,8.0262,6.4765
137.46,138.6,19.152,17.703,7.7951,6.3032
137.46,138.6,18.946,17.507,7.5934,6.1526
167.46,172.6,18.737,17.311,7.4178,6.0219
137.46,138.6,18.966,17.536,7.7031,6.2363
137.46,138.6,18.768,17.348,7.5133,6.0945
137.46,138.6,18.569,17.161,7.3481,5.9716
167.46,172.6,18.371,16.976,7.2046,5.8653
167.46,172.6,18.612,17.215,7.5177,6.1006
137.46,138.6,18.866,17.46,7.7901,6.3045
167.46,172.6,18.69,17.288,7.5891,6.1538
137.46,138.6,18.945,17.532,7.8524,6.3507
137.46,138.6,18.768,17.359,7.6433,6.1938
137.46,138.6,18.585,17.183,7.4613,6.0577
137.46,138.6,18.399,17.007,7.3029,5.9398
167.46,172.6,18.213,16.834,7.1653,5.8377
167.46,172.6,18.467,17.084,7.4836,6.0767
137.46,138.6,18.732,17.339,7.7604,6.2838
137.46,138.6,18.567,17.176,7.5632,6.1358
167.46,172.6,18.396,17.011,7.3915,6.0074
167.46,172.6,18.658,17.264,7.6802,6.2237
137.46,138.6,18.926,17.52,7.9318,6.4114
167.46,172.6,18.761,17.355,7.7127,6.2466
137.46,138.6,19.023,17.604,7.9601,6.4314
137.46,138.6,18.851,17.434,7.7374,6.2639
137.46,138.6,18.67,17.259,7.5431,6.1185
167.46,172.6,18.485,17.084,7.3741,5.9924
167.46,172.6,18.735,17.328,7.6651,6.2107
167.46,172.6,18.994,17.575,7.9186,6.4002
137.46,138.6,19.255,17.822,8.14,6.5649
167.46,172.6,19.08,17.646,7.8945,6.3801
137.46,138.6,19.329,17.883,8.1189,6.5475
167.46,172.6,19.143,17.7,7.876,6.3649
137.46,138.6,19.384,17.929,8.1028,6.5343
167.46,172.6,19.19,17.74,7.8619,6.3534
137.46,138.6,19.424,17.964,8.0905,6.5243
137.46,138.6,19.225,17.77,7.8512,6.3447
137.46,138.6,19.018,17.572,7.6423,6.1886
167.46,172.6,18.808,17.374,7.4604,6.0532
167.46,172.6,19.034,17.597,7.7402,6.2634
137.46,138.6,19.27,17.825,7.9842,6.446
167.46,172.6,19.074,17.634,7.7583,6.2766
167.46,172.6,19.308,17.86,8,6.4575
137.46,138.6,19.546,18.085,8.2112,6.6148
137.46,138.6,19.348,17.89,7.9567,6.4235
137.46,138.6,19.141,17.69,7.7344,6.2571
137.46,138.6,18.929,17.49,7.5405,6.1126
137.46,138.6,18.715,17.291,7.3718,5.9873
137.46,138.6,18.504,17.095,7.2252,5.8788
137.46,138.6,18.298,16.905,7.0979,5.785
167.46,172.6,18.097,16.723,6.9876,5.7041
167.46,172.6,18.342,16.966,7.3293,5.9612
137.46,138.6,18.602,17.218,7.6261,6.1836
167.46,172.6,18.434,17.055,7.4463,6.0488
137.46,138.6,18.699,17.309,7.7279,6.2597
137.46,138.6,18.533,17.147,7.5349,6.1148
167.46,172.6,18.362,16.982,7.3669,5.9892
137.46,138.6,18.624,17.236,7.6588,6.2079
167.46,172.6,18.458,17.074,7.4747,6.0699
167.46,172.6,18.724,17.329,7.7527,6.2779
167.46,172.6,18.994,17.585,7.9951,6.4586
167.46,172.6,19.265,17.837,8.2069,6.6158
167.46,172.6,19.532,18.084,8.3923,6.7529
167.46,172.6,19.792,18.324,8.5548,6.8725
137.46,138.6,20.044,18.554,8.6975,6.9771
167.46,172.6,19.851,18.358,8.3827,6.7396
137.46,138.6,20.077,18.569,8.5464,6.8609
137.46,138.6,19.863,18.357,8.2502,6.6381
137.46,138.6,19.636,18.138,7.9909,6.4438
167.46,172.6,19.403,17.917,7.7642,6.2748
137.46,138.6,19.603,18.114,8.0051,6.4558
137.46,138.6,19.374,17.897,7.7766,6.2852
137.46,138.6,19.142,17.679,7.5773,6.137
167.46,172.6,18.911,17.464,7.4038,6.0084
167.46,172.6,19.119,17.673,7.6909,6.2246
167.46,172.6,19.34,17.888,7.9412,6.4122
167.46,172.6,19.568,18.105,8.1597,6.5754
167.46,172.6,19.797,18.321,8.351,6.7177
137.46,138.6,20.025,18.534,8.5186,6.8418
137.46,138.6,19.813,18.323,8.2258,6.6214
137.46,138.6,19.589,18.105,7.9695,6.4293
167.46,172.6,19.358,17.885,7.7456,6.2621
167.46,172.6,19.56,18.084,7.9888,6.4448
137.46,138.6,19.77,18.286,8.2014,6.6038
137.46,138.6,19.548,18.07,7.9482,6.414
167.46,172.6,19.318,17.852,7.7269,6.2488
167.46,172.6,19.522,18.052,7.9726,6.4333
137.46,138.6,19.734,18.256,8.1872,6.5938
167.46,172.6,19.514,18.042,7.9357,6.4052
167.46,172.6,19.723,18.243,8.155,6.5693
167.46,172.6,19.935,18.445,8.3468,6.7123
167.46,172.6,20.148,18.645,8.5149,6.8371
137.46,138.6,20.358,18.84,8.6624,6.9462
167.46,172.6,20.129,18.613,8.352,6.7125
167.46,172.6,20.322,18.796,8.5195,6.8373
137.46,138.6,20.515,18.977,8.6664,6.9463
167.46,172.6,20.27,18.736,8.3555,6.7127
137.46,138.6,20.449,18.908,8.5226,6.8374
167.46,172.6,20.194,18.661,8.2293,6.6176
137.46,138.6,20.366,18.828,8.4119,6.7544
167.46,172.6,20.106,18.578,8.1324,6.5452
137.46,138.6,20.276,18.745,8.327,6.6913
137.46,138.6,20.016,18.496,8.058,6.4902
167.46,172.6,19.751,18.245,7.8229,6.3151
167.46,172.6,19.921,18.416,8.0563,6.4909
167.46,172.6,20.101,18.592,8.2605,6.644
137.46,138.6,20.287,18.769,8.4392,6.7774
137.46,138.6,20.039,18.528,8.1563,6.5653
167.46,172.6,19.783,18.283,7.9087,6.3804
137.46,138.6,19.96,18.458,8.1314,6.5477
137.46,138.6,19.709,18.219,7.8869,6.3651
137.46,138.6,19.455,17.98,7.6735,6.2064
137.46,138.6,19.202,17.744,7.4875,6.0686
137.46,138.6,18.953,17.514,7.3257,5.9492
137.46,138.6,18.711,17.292,7.1851,5.8458
137.46,138.6,18.477,17.078,7.0632,5.7566
167.46,172.6,18.253,16.874,6.9576,5.6795
137.46,138.6,18.476,17.1,7.3033,5.9399
167.46,172.6,18.283,16.917,7.1657,5.8378
167.46,172.6,18.529,17.159,7.4839,6.0768
137.46,138.6,18.788,17.406,7.7607,6.2839
167.46,172.6,18.617,17.237,7.5634,6.1359
137.46,138.6,18.876,17.484,7.83,6.3352
137.46,138.6,18.704,17.313,7.6238,6.1803
167.46,172.6,18.525,17.14,7.4443,6.046
167.46,172.6,18.779,17.386,7.7262,6.2572
167.46,172.6,19.041,17.633,7.9719,6.4406
167.46,172.6,19.303,17.879,8.1866,6.6001
167.46,172.6,19.564,18.12,8.3745,6.7392
167.46,172.6,19.819,18.354,8.5392,6.8606
137.46,138.6,20.066,18.58,8.6838,6.9666
137.46,138.6,19.869,18.38,8.3707,6.7305
137.46,138.6,19.656,18.17,8.0963,6.5243
167.46,172.6,19.433,17.956,7.8563,6.3447
137.46,138.6,19.641,18.158,8.0855,6.5167
137.46,138.6,19.418,17.944,7.8469,6.3381
137.46,138.6,19.19,17.728,7.6386,6.1829
167.46,172.6,18.961,17.514,7.4571,6.0482
137.46,138.6,19.17,17.723,7.7373,6.2591
167.46,172.6,18.956,17.519,7.5431,6.1143
167.46,172.6,19.176,17.736,7.8123,6.3165
167.46,172.6,19.405,17.956,8.0471,6.4921
167.46,172.6,19.639,18.176,8.2524,6.645
167.46,172.6,19.871,18.394,8.4321,6.7784
137.46,138.6,20.101,18.607,8.5898,6.8948
167.46,172.6,19.89,18.395,8.2883,6.6677
167.46,172.6,20.1,18.594,8.4636,6.7981
137.46,138.6,20.31,18.79,8.6174,6.9121
137.46,138.6,20.08,18.563,8.3125,6.6828
167.46,172.6,19.838,18.33,8.0453,6.4827
167.46,172.6,20.026,18.513,8.2508,6.6369
137.46,138.6,20.218,18.697,8.4308,6.7712
137.46,138.6,19.976,18.462,8.1489,6.5599
137.46,138.6,19.726,18.223,7.9022,6.3757
167.46,172.6,19.472,17.985,7.6868,6.2155
167.46,172.6,19.655,18.168,7.9376,6.4044
167.46,172.6,19.849,18.357,8.1566,6.5686
167.46,172.6,20.049,18.548,8.3482,6.7117
137.46,138.6,20.25,18.738,8.5162,6.8366
137.46,138.6,20.015,18.507,8.2237,6.6169
167.46,172.6,19.769,18.271,7.9677,6.4253
137.46,138.6,19.955,18.453,8.1829,6.5868
167.46,172.6,19.711,18.218,7.932,6.3992
137.46,138.6,19.898,18.402,8.1517,6.5641
167.46,172.6,19.656,18.17,7.9047,6.3794
137.46,138.6,19.846,18.356,8.1278,6.5468
167.46,172.6,19.607,18.126,7.8838,6.3644
167.46,172.6,19.8,18.314,8.1096,6.5338
137.46,138.6,19.999,18.505,8.3071,6.6813
167.46,172.6,19.765,18.277,8.0406,6.4815
167.46,172.6,19.96,18.465,8.2467,6.6358
167.46,172.6,20.158,18.654,8.4272,6.7703
137.46,138.6,20.358,18.84,8.5854,6.8877
167.46,172.6,20.119,18.605,8.2844,6.6615
137.46,138.6,20.306,18.784,8.4602,6.7928
137.46,138.6,20.058,18.543,8.1747,6.5786
137.46,138.6,19.802,18.299,7.9248,6.392
137.46,138.6,19.543,18.055,7.7065,6.2297
137.46,138.6,19.285,17.815,7.5163,6.0888
137.46,138.6,19.031,17.581,7.3507,5.9667
137.46,138.6,18.783,17.354,7.2068,5.861
167.46,172.6,18.544,17.136,7.082,5.7697
137.46,138.6,18.752,17.347,7.4112,6.0179
137.46,138.6,18.542,17.15,7.2594,5.9053
167.46,172.6,18.335,16.958,7.1276,5.8079
167.46,172.6,18.571,17.191,7.4508,6.0509
137.46,138.6,18.821,17.432,7.7319,6.2615
137.46,138.6,18.643,17.258,7.5384,6.1164
137.46,138.6,18.46,17.082,7.3699,5.9906
167.46,172.6,18.277,16.908,7.2235,5.8816
167.46,172.6,18.531,17.156,7.5341,6.1147
167.46,172.6,18.796,17.408,7.8044,6.3168
167.46,172.6,19.065,17.661,8.0403,6.4924
167.46,172.6,19.333,17.91,8.2464,6.6453
167.46,172.6,19.597,18.154,8.4269,6.7786
137.46,138.6,19.855,18.389,8.5852,6.895
137.46,138.6,19.668,18.199,8.2842,6.6679
167.46,172.6,19.466,17.999,8.0206,6.4698
137.46,138.6,19.69,18.213,8.2292,6.6255
167.46,172.6,19.479,18.006,7.9724,6.4329
137.46,138.6,19.696,18.215,8.1871,6.5934
167.46,172.6,19.479,18.004,7.9356,6.4049
167.46,172.6,19.692,18.209,8.1549,6.5691
137.46,138.6,19.907,18.414,8.3467,6.7121
167.46,172.6,19.688,18.199,8.0753,6.5083
167.46,172.6,19.895,18.398,8.2771,6.6591
167.46,172.6,20.104,18.596,8.4538,6.7907
167.46,172.6,20.311,18.79,8.6088,6.9056
167.46,172.6,20.516,18.98,8.7449,7.006
137.46,138.6,20.715,19.164,8.8645,7.0939
167.46,172.6,20.471,18.923,8.5294,6.8417
137.46,138.6,20.65,19.093,8.6752,6.9502
