H1,H2
19.341,18.094
19.092,17.418
18.662,17.437
18.514,17.064
18.189,16.891
18.312,17.182
18.418,16.985
18.57,17.301
18.452,17.047
18.766,17.164
18.898,16.934
18.615,16.923
19.11,17.264
19.153,17.157
19.2,17.357
19.736,17.427
19.903,17.762
20.092,17.935
20.085,18.168
20.34,17.882
20.101,17.928
19.848,17.92
19.832,17.641
19.585,17.35
19.096,17.006
19.499,17.527
19.283,17.103
19.118,16.922
18.92,16.865
19,17.311
19.521,17.279
19.86,17.517
19.676,17.705
19.645,17.321
19.972,17.479
20.418,17.822
20.573,17.898
20.265,18.374
20.853,18.619
20.55,18.407
20.484,18.257
20.473,18.402
20.534,18.382
20.09,18.164
20.228,18.06
20.215,18.748
20.264,18.875
20.022,18.508
19.844,18.088
19.939,17.957
20.349,18.066
20.707,18.406
20.665,18.401
20.236,18.74
20.348,18.736
20.166,18.569
20.621,18.739
20.184,18.363
19.83,18.264
20.166,18.47
20.004,18.855
20.231,18.432
20.274,18.53
20.15,18.144
20.193,18.476
21.136,18.86
20.718,19.118
20.636,18.382
19.708,18.463
20.137,17.934
19.346,18.213
19.197,17.55
19.316,17.436
19.23,17.509
19.244,17.871
19.176,17.241
18.805,16.91
18.481,16.984
18.002,16.637
18.408,16.868
19.141,17.011
18.972,16.756
19.156,16.921
19.42,17.243
19.718,17.517
19.989,17.622
19.363,17.409
19.201,17.35
19.801,17.2
19.111,17.047
19.548,17.581
19.474,17.558
19.9,17.529
19.92,17.03
19.917,17.708
19.569,17.646
19.501,17.503
19.489,17.632
19.575,17.983
19.866,17.992
19.577,17.896
20.02,17.808
19.977,17.964
20.585,18.107
19.856,18.188
20.259,17.892
20.679,18.231
20.29,18.03
19.966,18.135
19.498,18.031
19.742,17.98
19.998,18.381
19.84,18.074
20.18,18.725
19.735,18.465
19.798,18.254
19.745,17.681
19.952,18.344
19.851,18.148
19.467,17.716
19.4,18.175
19.488,18.159
19.468,18.355
19.868,18.482
19.914,18.505
19.473,18.029
19.267,17.791
19.491,18.288
19.092,18.217
19.213,18.398
18.771,17.994
19.117,18.147
18.884,17.909
19.229,18.009
18.847,17.693
18.709,17.601
18.058,16.996
18.489,16.944
18.335,16.749
18.506,17.247
18.924,17.436
18.448,17.56
18.213,17.355
17.974,17.018
17.795,17.081
17.95,16.694
17.768,16.17
17.784,15.961
17.128,16.598
17.589,16.103
18.228,16.388
17.995,16.474
18.029,16.307
17.464,16.511
18.02,16.53
18.128,16.525
18.539,16.338
18.739,16.932
18.981,17.282
19.389,17.402
19.63,17.942
20.226,18.372
20.311,18.161
19.854,18.068
20.047,17.974
19.777,17.903
20.109,18.169
20.22,18.527
20.045,18.239
20.253,18.23
19.933,18.221
20.114,18.244
20.459,18.134
20.792,18.568
20.926,18.72
20.87,18.81
20.985,18.84
20.881,18.747
20.754,18.46
20.295,18.498
19.984,18.326
20.209,18.544
19.859,18.318
19.892,18.263
20.167,18.213
19.519,18.057
20.362,18.011
20.239,17.911
20.705,18.824
20.562,18.893
20.825,19.193
20.795,18.736
20.708,19.009
20.963,19.02
21.145,19.085
20.922,19.248
20.547,18.916
20.2,18.482
20.291,18.618
20.036,18.214
19.675,18.035
19.51,18.121
20.115,18.754
20.302,18.804
20.695,18.869
20.253,18.697
20.098,18.294
20.005,18.446
20.164,18.855
19.948,18.789
20.341,18.528
20.309,18.761
20.074,18.493
19.971,18.015
20.268,18.156
19.917,18.021
20.033,18.426
20.234,18.467
20.333,18.979
19.958,18.496
20.435,18.82
19.539,18.497
20.064,18.991
20.018,18.699
19.64,18.447
19.677,18.5
19.506,18.324
19.82,18.217
19.831,18.334
19.434,18.254
19.277,17.778
19.762,18.396
19.787,18.445
19.396,18.403
19.148,18.25
19.178,18.112
18.608,17.525
18.645,17.589
18.495,17.801
18.639,17.082
18.361,17.113
18.111,16.687
17.751,16.7
18.138,16.747
18.164,17.161
18.236,17.157
18.371,17.798
18.007,17.784
18.67,17.985
19.129,18.096
18.998,18.568
19.49,18.95
19.205,18.838
18.725,18.515
18.889,18.711
19.434,18.743
20.072,19.225
19.488,18.883
19.608,19.111
19.585,18.78
19.877,18.823
19.335,18.373
18.805,18.382
19.227,18.173
18.846,18.948
19.525,18.841
18.851,18.257
19.174,18.772
18.914,18.767
19.197,18.552
19.702,19.06
19.656,18.808
18.988,18.257
18.637,18.178
18.955,18.477
18.919,18.787
19.318,18.502
18.706,18.454
19.088,18.779
19.465,19.533
18.897,19.164
18.932,18.402
18.756,18.239
18.378,18.249
18.58,18.441
18.574,17.962
18.681,18.499
19.082,18.458
18.805,18.406
18.971,18.809
19.078,18.691
19.418,18.452
19.066,18.37
19.446,18.39
19.067,18.386
19.501,18.642
19.734,18.833
20.031,18.987
19.591,18.887
19.648,18.628
19.266,18.265
19.365,18.417
18.987,18.398
18.98,18.087
19.122,18.423
18.748,18.218
19.199,18.624
19.113,18.096
18.594,17.698
18.762,17.395
18.7,17.617
19.027,18.134
18.952,18.003
19.137,17.938
19.131,18.672
19.28,18.262
19.148,17.878
19.448,18.054
18.984,17.788
18.891,17.61
18.532,17.171
18.295,17.246
18.525,17.611
19.188,17.607
18.881,17.718
19.301,18.08
19.211,17.989
19.064,17.289
19.217,17.844
18.666,17.731
18.979,17.839
18.932,17.549
18.566,17.287
18.743,17.364
18.621,17.378
19.29,17.85
19.136,17.765
19.231,17.933
18.779,17.625
18.833,17.556
18.377,17.26
18.953,17.307
18.765,17.209
18.134,16.892
17.745,16.747
18.543,16.191
18.364,16.539
18.325,16.496
18.643,17.022
18.762,17.005
18.617,17.106
18.794,16.86
18.572,16.649
18.887,16.787
19.238,17.031
19.182,16.895
18.761,16.534
18.873,16.856
19.115,17.666
19.298,18.106
19.109,17.517
19.089,17.756
18.7,17.576
18.778,18.165
18.784,17.652
19.138,17.747
19.672,17.945
19.849,17.696
19.882,18.021
19.424,17.797
19.593,18.001
19.775,17.697
19.897,17.718
19.913,18.162
19.907,17.978
20.211,18.06
20.474,18.309
20.036,18.182
19.643,17.885
19.29,17.959
19.656,18.456
19.35,18.42
18.99,18.095
19.287,18.149
18.875,17.84
18.687,17.542
18.84,17.178
19.544,17.245
19.166,16.892
18.697,16.844
18.787,16.663
18.873,16.647
18.808,16.882
19.1,17.425
19.098,17.178
18.504,17.246
18.644,17.352
19.164,17.515
18.989,17.681
19.507,18.418
19.778,18.313
19.706,18.048
19.309,17.81
19.568,18.298
19.421,18.094
19.632,17.936
19.226,17.575
19.507,17.824
19.167,17.517
19.586,17.646
19.245,17.828
19.242,17.41
19.506,17.891
19.84,18.011
20.001,17.837
19.905,18.09
20.105,17.898
19.994,17.611
19.629,17.57
19.922,17.864
20.281,18.106
20.008,17.759
19.472,17.397
19.375,17.349
19.223,16.961
19.051,16.639
19.431,16.901
19.424,17.42
19.885,17.421
19.556,17.691
19.365,17.199
19.328,16.917
19.341,16.975
19.048,17.01
19.462,17.378
19.093,17.118
19,17.855
19.16,17.879
19.812,18.049
20.15,18.404
20.004,18.316
20.314,18.494
20.476,18.146
19.808,18.109
19.984,18.139
20.246,18.543
20.306,18.5
20.304,18.52
19.771,18.055
19.641,17.88
19.256,17.599
19.525,17.558
19.656,17.818
19.242,17.66
19.258,17.901
19.37,17.866
19.491,17.821
19.482,17.741
19.131,17.717
19.736,17.774
19.382,17.474
19.292,17.805
19.436,17.951
20.041,18.152
20.034,18.345
19.923,18.25
20.29,18.496
20.309,18.833
20.532,18.562
20.45,18.909
20.305,18.676
20.175,18.284
20.272,18.553
20.105,18.484
19.809,18.162
19.783,17.801
19.955,17.837
19.804,18.213
20.405,18.667
20.025,18.376
19.529,18.143
19.899,18.457
19.715,18.347
19.292,17.844
18.868,17.838
19.176,17.989
18.73,18.03
18.972,17.602
18.842,17.773
19.084,18.259
18.728,17.847
18.929,18.05
19.581,18.342
19.143,18.002
19.626,18.329
19.716,18.108
19.434,18.028
19.455,18.112
19.688,18.456
19.27,18.217
19.578,18.275
19.467,18.51
19.37,18.519
19.09,18.19
19.193,17.974
18.973,18.036
19.158,18.175
19.08,18.164
18.89,17.867
18.517,17.113
18.698,17.387
18.616,17.33
18.731,17.42
18.555,17.292
18.783,17.518
18.592,17.604
18.154,17.217
17.938,17.054
17.842,17.108
18.494,16.904
18.305,16.849
18.141,16.627
18.736,16.848
18.949,17.131
18.857,17.203
18.515,16.628
18.527,16.534
18.077,16.302
18.116,15.962
17.661,15.741
18.257,16.399
18.19,16.714
18.397,17.109
18.301,16.876
18.288,16.234
18.658,16.775
18.282,16.095
18.819,16.521
18.601,16.767
19.203,16.603
18.995,17.155
19.185,17.495
19.332,17.502
19.728,17.925
19.766,18.173
20.383,17.96
20.395,18.648
20.136,18.55
20.093,18.942
19.95,18.785
19.561,18.167
19.376,17.992
19.156,17.788
19.166,17.442
19.146,17.72
19.328,18.054
19.356,17.967
19.554,18.428
19.402,18.248
19.412,18.257
19.621,17.972
19.759,17.821
19.511,17.69
19.051,17.654
19.446,17.77
19.725,18.351
19.744,18.302
20.006,18.109
19.734,18.138
19.912,18.238
19.784,18.823
19.899,18.74
19.568,18.63
19.689,18.705
19.639,18.64
19.566,18.078
19.397,18.114
19.498,18.338
19.147,17.948
19.175,18.336
19.466,18.119
19.883,18.297
19.714,18.136
19.607,17.952
19.597,18.344
19.614,18.63
19.648,18.249
19.467,17.89
19.245,17.745
19.229,17.897
18.764,17.729
19.402,17.615
18.909,17.838
18.565,17.419
18.989,17.716
19.265,17.948
18.948,17.875
19.218,17.64
18.913,17.846
18.886,17.799
18.843,17.647
19.321,17.599
19.386,17.872
19.104,17.935
19.193,17.563
18.735,17.585
18.433,17.088
18.64,17.246
18.21,17.394
18.62,17.616
18.981,17.097
18.578,17.086
18.533,17.128
18.354,17.162
18.549,16.694
18.444,16.219
18.5,16.847
18.315,16.556
18.72,16.898
18.855,16.94
19.11,17.436
19.171,17.222
18.676,17.072
18.816,16.904
18.383,16.558
18.526,16.635
18.668,17.214
18.809,17.482
19.307,17.841
19.487,18.209
19.485,18.096
19.188,17.969
18.727,17.84
19.023,17.746
19.581,18.144
19.22,17.745
19.354,18.176
19.805,17.994
20.08,18.058
20.133,17.957
20.1,18.172
20.298,18.473
20.396,18.608
20.288,19.031
20.487,18.675
20.921,19.011
21.058,19.228
20.726,19.152
20.687,19.279
20.409,19.033
20.244,18.654
20.301,18.926
20.406,18.894
20.211,18.655
20.3,18.243
20.509,18.482
20.908,18.604
20.897,18.587
20.582,18.567
20.619,18.436
20.713,18.447
20.095,18.02
20.201,17.878
19.739,18.059
19.931,18.084
19.855,17.806
19.354,17.89
19.226,17.459
19.064,18.061
19.076,17.644
19.121,17.565
19.226,18.081
18.963,17.777
19.101,18.049
18.802,17.92
18.981,17.757
19.498,17.992
19.493,18.035
19.447,17.703
19.132,17.656
19.257,17.407
19.163,17.131
18.535,16.791
18.666,16.682
18.368,16.403
18.725,16.348
18.637,16.591
18.363,16.378
18.221,16.503
18.39,16.93
18.322,16.44
18.378,16.661
18.062,16.62
18.409,16.999
18.582,16.936
18.916,17.21
19.278,17.835
19.644,17.885
19.612,18.4
19.619,17.939
19.387,18.087
19.457,18.24
19.867,18.217
19.786,18.047
19.724,17.664
19.731,17.465
19.259,17.281
19.164,17.087
19.32,17.217
19.636,17.626
19.802,18.103
20.119,17.853
20.407,18.33
20.23,18.353
20.506,18.227
20.203,18.045
20.391,18.305
20.183,18.029
20.466,18.057
20.541,18.252
20.62,18.57
20.539,19.064
20.235,18.745
20.578,18.724
21.054,19.125
21.316,19.135
21.446,19.521
20.98,19.464
21.007,19.131
20.056,18.393
20.049,18.469
19.824,17.881
19.496,17.555
19.664,17.965
19.92,18.151
20.194,18.502
19.786,18.24
19.666,17.862
20.184,18.078
20.321,18.122
20.31,18.898
20.333,18.82
20.428,18.573
20.784,18.796
20.696,18.824
20.614,18.904
20.84,19.157
20.387,19.014
20.562,19.253
20.738,19.31
20.958,18.91
20.86,19.184
20.4,18.985
20.682,19.003
20.764,19.478
20.691,19.286
20.619,18.74
20.938,18.839
20.778,19.304
21.149,19.398
21.365,19.692
21.082,19.13
20.838,19
20.541,18.755
20.211,18.631
19.933,18.175
19.338,17.965
19.271,18.023
19.312,17.786
18.885,17.912
19.097,18.017
18.667,17.663
18.915,17.805
19.209,18.173
19.594,18.475
19.572,18.612
19.796,18.143
19.528,18.076
19.443,17.79
19.694,17.931
19.998,18.359
20.147,18.421
19.715,18.086
19.552,17.836
19.321,17.957
18.778,17.636
18.759,17.4
19.024,17.713
19.21,17.682
18.768,17.842
19.104,17.603
18.325,17.244
18.746,17.188
18.39,17.103
18.699,16.83
18.521,17.182
18.818,16.94
19.292,17.615
19.338,17.581
19.736,18.107
19.868,18.424
19.905,18.217
20.152,18.212
19.712,18.176
19.898,18.051
20.565,18.299
20.318,17.893
20.168,17.63
19.801,17.549
20.269,18.027
20.323,17.917
19.301,17.387
19.912,17.868
19.994,18.004
20.267,18.089
20.14,17.875
19.838,17.347
19.84,17.333
19.328,17.194
19.292,17.588
19.236,17.201
19.014,17.664
19.129,17.593
18.823,17.263
18.643,17.177
19.137,17.505
18.637,17.306
18.811,17.45
19.345,18.009
19.259,17.971
19.193,17.86
19.734,18.495
19.995,18.733
19.71,18.045
19.168,18.032
18.816,17.688
18.896,18.055
19.021,17.957
19.073,18.133
19.057,18.021
18.708,17.653
18.479,17.522
18.642,17.583
18.357,17.36
18.495,17.211
18.638,17.65
19.127,17.923
18.703,17.908
19.008,17.916
19.214,18.092
18.761,18.2
18.632,17.733
18.316,17.575
18.396,17.396
18.643,17.648
18.697,17.74
18.617,17.398
18.55,17.24
18.568,17.548
18.559,17.295
18.759,17.887
18.588,17.6
18.325,17.466
18.523,17.816
18.057,17.318
18.694,17.387
18.623,17.983
19.154,18.139
18.528,17.794
18.867,17.916
18.419,17.582
19.268,17.688
19.102,17.383
18.564,17.475
18.348,17.324
18.12,17.094
18.635,17.15
18.329,17.207
18.311,16.956
18.15,16.734
18.433,17.22
18.715,17.474
18.595,17.295
18.416,17.102
18.296,17.36
18.325,17.123
18.387,16.878
18.597,16.843
18.619,17.029
18.941,17.393
18.949,17.255
18.818,17.283
19.224,17.282
19.353,17.843
19.149,17.183
19.422,17.485
19.441,17.531
19.725,17.641
19.982,17.802
19.965,18.132
19.964,18.236
19.674,18.044
19.891,18.597
20.168,19.009
19.937,18.694
20.025,19.421
19.893,19.24
19.908,19.132
19.454,18.762
19.67,19.005
18.961,18.496
19.26,18.297
19.162,18.447
19.516,18.797
19.574,18.743
19.136,18.233
19.107,18.158
19.387,18.054
19.114,17.688
19.062,17.613
18.813,17.184
18.382,17.007
18.363,16.785
18.554,17.32
18.94,17.652
19.097,17.917
19.031,17.446
19.155,17.933
19.429,18.145
19.029,17.677
19.533,18.268
19.555,17.858
19.16,17.378
19.293,17.818
19.382,18.179
19.569,18.324
19.563,18.515
19.567,18.118
19.489,18.224
20.201,18.766
20.048,18.534
19.553,18.363
20.203,18.624
19.645,18.315
19.402,18.029
19.237,17.537
19.427,18.154
19.061,17.548
19.28,18.281
19.58,18.202
19.781,18.865
19.783,18.662
19.271,18.437
19.791,18.456
19.633,18.364
19.979,18.462
19.448,18.023
18.945,18.036
19.093,18.01
19.612,18.122
19.269,17.399
19.255,17.553
18.75,17.003
18.993,17.383
19.342,17.878
19.307,17.444
19.871,17.721
19.33,17.407
19.165,16.975
19.179,16.948
18.721,16.838
19.281,17.066
18.818,17.248
18.784,17.492
19.052,17.645
19.208,17.487
19.561,17.493
19.16,17.58
19.487,17.897
18.94,17.623
18.78,17.883
18.298,17.315
18.43,17.149
18.923,17.478
19.254,17.88
19.228,17.409
19.022,17.774
19.133,17.035
19.172,17.094
18.714,16.858
18.92,17.087
18.977,16.887
18.662,16.927
18.347,16.69
18.597,17.032
18.278,17.417
18.708,16.915
18.898,18.024
18.877,17.682
18.859,17.768
19.081,17.833
19.645,17.951
19.836,17.75
20.334,17.976
19.816,17.687
19.537,17.707
19.852,17.906
20.017,18.213
19.798,17.945
19.671,18.221
19.379,17.783
19.382,17.702
19.819,17.562
20.012,17.63
19.537,17.364
19.765,17.734
20.095,17.824
20.478,18.273
20.206,18.317
20.446,18.408
19.738,18.003
20.601,18.436
20.153,18.25
19.644,17.4
19.575,17.314
19.679,17.732
19.374,17.608
19.235,17.593
19.435,17.418
19.389,17.227
19.272,17.529
19.358,17.936
19.287,17.524
19.301,17.412
19.086,17.382
18.777,17.297
18.928,16.98
18.708,17.581
19.039,17.55
18.688,17.271
18.321,17.09
18.632,17.461
18.499,17.422
18.722,16.953
18.243,17.083
18.663,17.098
18.249,16.933
18.591,17.216
19.042,17.803
19.043,17.983
19.416,18.088
19.189,18.163
19.42,18.206
19.333,17.853
19.599,17.935
19.182,18.356
18.854,18.17
19.19,18.468
19.514,18.58
19.298,18.157
18.951,18.106
18.874,18.07
19.558,18.505
19.581,18.842
20.108,18.594
19.997,19.046
19.296,18.579
19.143,18.36
19.225,17.927
18.687,17.558
19.106,17.705
18.645,17.668
19.083,17.874
18.718,17.525
18.961,17.78
19.897,18.223
19.075,17.9
19.62,17.775
19.968,18.168
19.492,18.334
19.281,18.69
20.035,18.543
20.134,18.819
20.12,18.964
20.051,19.04
19.488,18.828
19.606,18.704
19.365,18.273
19.212,18.035
19.619,18.083
18.839,17.719
18.621,17.792
19.165,17.967
19.084,17.495
18.729,17.575
19.03,18.005
19.319,18.504
19.678,18.356
19.477,18.154
19.596,18.472
19.744,18.835
19.931,19.353
19.916,19.341
19.503,19.307
19.609,19.309
20.045,19.142
19.485,18.962
18.99,18.638
19.272,18.646
19.104,18.39
19.088,18.824
19.422,18.716
19.27,18.722
18.99,18.485
19.35,18.672
19.506,18.889
20.014,19.234
19.512,18.657
19.313,18.802
19.11,18.211
19.143,17.981
19.372,17.752
19.219,17.609
18.945,17.559
19.166,16.671
19.353,17.17
18.994,16.916
19.397,17.177
18.873,17.136
19.081,17.36
19.164,17.851
19.124,17.139
19.279,16.973
18.893,16.739
18.957,16.632
18.825,16.884
18.515,16.853
18.36,16.916
18.63,17.263
18.569,17.264
18.829,16.987
18.248,17.125
18.124,16.427
17.822,16.426
18.083,17.117
17.808,17.26
18.539,16.923
18.755,17.559
18.329,17.257
18.473,16.915
18.78,16.912
18.51,16.826
18.711,16.972
18.403,17.223
18.97,17.619
19.181,17.345
19.334,17.932
19.805,18.155
18.965,18.015
19.152,17.738
18.75,17.94
19.016,17.924
18.822,17.632
19.072,17.812
18.843,17.679
18.507,17.424
18.607,17.064
18.163,16.914
18.266,16.768
18.419,17.094
18.974,17.197
18.897,17.78
18.338,17.523
18.515,17.528
18.777,17.553
18.827,17.521
18.504,17.039
18.028,17.084
18.002,16.928
17.968,17.186
18.373,17.183
18.417,17.691
18.93,17.83
18.656,17.681
18.972,17.652
19.172,17.822
19.371,17.812
19.148,16.936
19.666,17.37
18.924,17.388
19.285,17.578
19.563,17.87
20.032,18.28
19.845,18.091
19.672,17.885
20.255,18.437
20.433,18.761
20.19,18.398
19.699,18.268
19.843,18.781
19.736,18.466
20.05,18.637
20.079,18.807
19.836,18.352
19.504,17.856
19.769,18.21
19.895,18.3
19.578,18.018
19.383,17.809
19.498,17.735
19.979,17.967
19.659,17.729
20.075,18.05
19.251,17.948
19.336,17.577
18.943,17.25
18.844,17.035
18.867,17.182
19.058,17.452
18.989,17.186
19.674,17.439
19.137,17.405
19.531,17.404
19.184,17.259
19.403,17.826
18.769,17.529
18.42,17.548
18.565,17.433
18.506,17.683
19.086,17.721
19.339,18.219
19.266,17.752
19.385,17.878
19.509,17.848
19.129,17.756
19.194,17.761
18.7,17.775
18.308,17.588
18.105,17.602
18.05,17.377
18.079,17.685
18.366,18.061
18.049,17.835
18.454,18.161
18.671,18.144
18.351,17.794
18.262,17.976
18.169,17.878
18.323,18.023
18.675,18.322
18.907,18.561
19.397,18.449
19.641,18.85
19.96,19.123
19.894,18.695
19.974,18.891
19.423,18.427
19.133,18.366
19.334,18.557
19.33,18.516
19.716,18.711
19.9,18.543
19.62,18.683
19.754,18.7
20.36,19.22
20.187,19.369
20.466,19.533
20.64,19.85
20.583,19.838
20.164,19.216
20.007,18.887
19.918,19.021
19.446,18.696
19.509,18.437
19.146,18.158
19.438,18.218
19.133,17.906
18.823,17.893
19.318,17.874
19.636,18.374
20.085,18.474
20.3,18.981
19.986,18.919
20.32,18.748
20.278,19.137
20.069,18.743
19.728,18.416
19.657,18.496
20.406,18.89
19.844,18.802
19.421,18.094
19.666,18.76
19.31,18.208
19.705,18.295
19.92,18.442
19.858,18.638
19.597,18.486
19.7,18.448
20.094,18.354
19.847,18.208
19.972,18.774
20.167,18.382
20.012,18.819
19.717,18.26
19.977,18.435
19.973,17.733
19.382,17.925
19.359,17.597
19.425,17.869
19.511,18.34
19.564,17.788
19.638,18.551
19.22,18.136
19.151,18.054
19.02,17.896
18.767,17.425
18.134,17.519
17.838,17.176
17.697,16.958
17.522,16.768
17.676,17.035
18.244,17.769
17.521,17.302
18.308,17.302
18.115,16.682
18.113,16.697
17.862,16.531
17.947,16.811
18.306,17.366
18.542,17.527
19.292,17.863
19.386,17.717
19.784,18.434
20.012,18.608
20.078,18.502
20.17,18.683
19.871,18.57
19.624,18.059
19.062,18.036
19.538,17.91
19.788,18.286
19.137,18.334
19.882,18.406
20.059,18.831
20.447,18.846
20.55,18.774
20.913,19.129
20.728,19.266
20.711,19.43
20.339,19.271
19.998,18.95
19.958,19.013
20.132,18.929
19.77,18.557
19.691,18.984
19.817,19.005
19.517,18.443
19.611,18.587
20.185,18.911
20.665,18.811
20.324,19.041
21.018,19.433
20.577,18.988
20.889,18.826
21.143,19.319
20.718,19.099
21.014,19.489
21.008,18.825
20.628,18.83
20.355,18.574
20.336,18.678
20.022,18.751
20.705,18.686
20.582,18.778
20.765,19.188
20.803,19.457
20.815,18.54
20.181,18.66
20.553,19.052
20.346,18.831
19.788,18.273
19.783,17.953
19.947,18.033
19.997,18.171
20.241,18.378
19.647,17.879
19.325,18.148
19.28,17.791
19.284,18.121
19.475,18.492
19.47,18.281
19.636,18.65
19.219,18.424
18.996,18.022
19.426,18.236
19.669,18.575
19.412,18.067
19.532,18.77
19.201,18.378
19.375,18.667
19.351,18.615
19.305,18.182
19.674,18.446
19.724,18.295
19.731,18.421
19.799,18.176
19.639,18.164
19.715,18.571
19.139,18.237
19.588,18.411
19.234,17.996
19.418,18.108
19.149,17.708
18.833,17.643
18.988,17.944
19.175,17.59
18.555,17.368
18.59,17.3
18.378,17.443
18.548,17.502
18.548,18.001
18.801,18.029
18.522,17.615
18.228,17.51
17.921,17.185
18.217,17.63
18.456,17.314
18.43,17.791
18.383,17.448
18.09,17.383
18.868,17.867
18.339,17.642
18.471,17.642
18.598,17.447
18.419,17.484
18.561,17.495
18.711,17.313
19.17,18.047
19.388,18.279
18.805,17.991
19.241,17.967
19.135,18.216
19.478,17.986
19.855,18.014
19.418,17.8
19.353,17.637
19.374,17.864
19.231,18.209
19.065,17.964
19.172,17.603
18.58,17.403
18.827,17.787
18.759,17.864
18.263,17.741
18.008,17.285
18.675,17.588
18.588,17.886
18.503,17.592
18.055,17.566
18.295,17.531
18.556,17.051
18.42,17.825
18.358,17.496
18.627,17.474
19.3,17.676
18.833,17.451
19.19,17.447
19.091,17.205
19.492,17.955
19.172,17.028
18.521,17.056
18.757,17.356
18.989,17.802
19.19,17.777
18.703,17.2
18.604,17.253
18.088,17.008
18.126,16.688
18.503,17.006
18.138,16.628
18.029,16.486
17.952,15.938
17.529,15.965
17.315,15.896
17.581,16.306
17.122,16.317
17.262,16.497
17.539,16.437
17.867,16.709
18.264,17.068
18.448,17.397
19.291,17.799
18.778,17.801
18.919,17.556
19.067,18.07
19.599,18.323
19.602,18.399
19.483,18.766
19.491,18.755
19.44,18.676
19.28,18.264
18.743,18.066
18.563,17.831
19.1,18.187
19.36,17.973
19.04,18.245
19.05,17.795
19.417,18.306
18.885,17.979
19.689,18.173
19.819,18.062
19.866,18.235
19.665,17.887
19.882,18.151
20.101,18.244
20.699,18.522
20.621,18.616
20.501,18.444
20.779,18.734
20.703,19.074
20.593,18.526
20.195,18.466
20.018,18.011
19.769,17.887
19.572,18.354
19.67,18.331
19.972,18.212
19.603,18.153
19.767,18.517
19.75,18.248
19.958,18.219
20.028,17.826
19.638,17.613
20.034,17.895
19.691,17.596
19.819,17.575
20.265,17.761
20.185,18.249
19.932,17.946
20.499,18.286
19.833,18.249
19.893,18.675
19.624,18.1
19.656,18.515
20.174,18.375
19.97,18.238
20.195,18.036
20.023,17.976
19.868,17.596
19.254,17.344
19.552,17.564
20.121,17.852
19.82,17.561
19.57,17.124
19.55,16.575
19.103,16.709
19.315,16.48
19.208,15.975
19.26,16.333
19.363,16.438
19.117,16.532
18.78,15.965
19.155,16.553
19.118,16.788
19.098,16.71
19.623,16.923
19.172,16.747
19.335,17.08
19.475,17.259
19.879,17.98
19.723,17.985
20.134,18.458
19.852,18.205
19.703,17.757
19.884,17.736
19.832,18.066
19.487,17.899
19.712,18.257
19.605,18.138
19.47,18.322
19.261,17.828
19.095,17.699
19.431,17.783
19.922,17.844
19.779,17.829
20.242,18.271
20.209,17.951
20.367,18.055
20.125,17.749
20.251,18.26
20.237,17.962
19.995,17.567
19.259,17.485
19.61,17.319
19.797,17.987
19.854,17.993
19.824,17.56
19.965,17.919
19.953,18.598
20.104,19.078
19.989,18.729
19.584,18.553
19.455,18.153
19.13,18.157
19.002,17.898
19.068,18.006
19.363,18.342
18.909,17.789
19.552,17.888
19.775,18.342
19.803,17.881
19.483,17.608
19.656,18.16
19.728,18.237
19.45,18.189
19.794,18.568
19.864,18.515
20.14,18.956
20.261,19.133
20.341,19.266
20.355,18.71
19.927,18.686
19.341,18.489
19.918,18.916
19.561,18.731
19.915,18.347
19.201,18.316
19.056,18.001
19.244,17.965
18.759,17.902
19.2,18.231
19.028,18.315
19.382,18.214
19.349,18.141
18.854,18.194
19.288,17.732
19.111,17.62
19.473,17.088
18.372,17.357
18.897,17.009
18.586,17.034
18.355,16.857
18.408,16.52
18.801,16.782
18.346,16.939
18.434,17.126
18.606,17.051
18.547,17.323
18.572,17.581
18.819,17.871
18.902,17.234
18.416,17.275
18.665,17.523
18.736,17.87
19.148,18.095
19.425,18.276
19.788,18.181
19.544,18.264
19.589,17.948
19.495,17.789
19.438,17.922
19.441,17.721
18.916,17.374
19.293,17.675
19.104,17.479
19.334,17.756
19.249,17.511
19.414,17.473
19.848,18.082
19.974,17.827
20.041,18.274
19.882,17.811
20.149,18.131
20.483,18.291
20.054,18.451
19.587,17.901
20.22,18.295
19.495,18.014
19.606,18.01
19.097,17.669
19.107,17.693
18.542,16.909
18.945,17.339
18.969,17.155
19.29,17.745
19.188,17.372
18.992,17.033
19.152,17.309
19.269,16.923
19.407,17.49
19.223,17.065
19.082,17.334
18.886,17.689
19.385,17.537
19.646,17.783
20.099,18.055
19.915,17.979
19.844,18.349
20.177,18.844
19.893,18.456
20.256,18.964
19.864,18.427
19.625,18.368
19.217,18.368
19.048,18.197
19.288,17.937
19.181,17.937
19.322,17.884
19.453,18.08
19.897,18.105
19.928,18.125
19.563,17.712
19.692,17.888
19.733,17.874
19.211,18.007
18.881,17.799
19.147,17.534
19.021,17.964
19.594,17.728
19.438,17.696
18.936,17.604
18.828,16.874
19.269,17.248
19.382,17.375
19.387,17.178
19.429,17.517
19.39,17.196
19.188,17.355
19.396,17.299
19.741,17.707
19.509,17.666
19.482,17.627
19.953,17.557
19.761,17.662
19.971,17.571
20.227,18.038
20.155,17.476
19.949,17.97
20.187,17.895
19.933,17.74
19.488,17.309
20.118,17.766
19.632,17.827
19.754,17.473
19.569,17.733
19.092,17.309
19.421,17.314
19.447,16.859
18.893,16.52
18.841,16.952
