H1,H2
19.624,18.156
19.439,17.956
19.699,18.268
19.084,17.719
19.517,18.116
19.452,18.125
19.69,18.237
18.931,18.236
18.689,17.76
18.727,17.839
19.15,17.265
18.311,17.089
18.693,17.254
18.859,16.956
18.971,17.31
18.549,17.299
18.755,17.14
18.194,16.968
18.428,16.79
18.508,16.816
18.369,16.623
18.89,17.052
18.979,16.872
19.406,17.327
19.417,17.799
19.807,17.897
19.574,17.49
19.269,17.339
19.032,17.411
18.813,17.097
18.968,17.218
19.146,17.658
19.122,17.796
19.13,17.862
19.138,17.373
19.092,17.164
19.136,17.429
19.414,17.651
19.603,17.67
19.511,17.904
19.24,17.406
19.768,18.031
19.976,18.239
20.205,18.301
19.989,18.117
19.773,18.139
20.138,18.398
19.829,18.44
20.262,18.348
20.488,18.639
20.583,18.616
20.502,18.958
20.34,18.983
20.71,19.225
20.232,19.124
20.226,18.792
19.989,18.687
20.546,19.072
20.043,18.923
19.788,18.734
19.687,18.895
19.433,18.794
19.312,18.45
19.531,18.511
19.228,18.354
19.147,18.177
19.304,18.209
19.451,18.443
19.259,18.543
19.575,18.376
19.602,18.231
19.427,18.24
19.213,18.049
19.166,18.397
18.922,17.966
18.741,18.007
19.03,18.051
18.909,18.143
18.9,17.523
19.491,17.914
18.774,17.976
19.1,17.971
18.728,17.729
18.167,17.359
18.092,16.771
17.913,16.788
17.745,16.945
17.454,16.7
17.123,16.203
17.436,16.653
17.222,16.473
17.284,16.243
17.656,16.539
17.606,16.45
17.406,16.406
17.349,16.316
17.244,16.192
17.709,16.465
18.251,16.569
18.316,17.053
18.514,17.212
18.942,17.666
19.132,18.099
18.682,17.721
18.957,17.305
19.218,17.697
19.195,17.542
18.795,17.71
19.047,17.697
19.45,18.068
19.345,18.383
19.397,18.282
19.4,18.839
19.689,19.123
20.115,19.07
20.497,18.949
20.313,18.93
20.319,18.865
20.489,18.987
20.476,18.51
20.163,18.298
20.451,18.814
20.12,18.208
20.258,18.596
20.249,18.609
20.107,18.689
19.754,18.35
19.765,18.327
19.489,18.384
20.054,18.748
20.284,18.98
20.027,18.506
19.609,18.139
19.805,17.999
19.65,18.255
19.558,18.092
19.112,17.651
19.262,17.229
19.539,17.379
18.998,16.899
19.547,17.241
19.34,17.246
19.299,17.551
19.174,17.643
19.455,17.66
19.755,17.482
19.89,17.835
20.124,17.803
19.854,17.613
19.655,17.331
20.143,17.893
20.31,18.007
19.948,17.326
19.563,16.98
19.554,16.859
19.088,16.771
18.695,16.429
18.784,16.883
18.937,17.04
19.042,17.197
18.676,16.801
19.236,17.295
18.616,16.993
19.05,17.496
18.811,17.058
18.591,17.354
18.833,16.992
18.891,17.795
19.071,17.641
19.415,18.035
19.217,18.183
19.156,17.973
19.753,18.607
19.426,18.601
19.563,18.608
19.458,18.324
19.162,18.003
18.981,17.534
18.811,17.572
18.655,17.424
18.383,17.167
18.302,17.254
18.202,17.321
18.681,17.498
18.772,17.788
18.909,17.656
18.844,17.288
18.281,17.362
18.141,17.122
18.051,16.929
18.65,17.169
18.606,17.297
19.059,17.713
19.26,17.701
19.417,18.089
19.59,18.419
19.782,18.338
20.023,18.517
20.182,18.763
19.898,18.573
19.842,18.713
20.227,18.691
20.052,19.134
20.29,18.833
20.362,18.734
20.374,19.008
20.729,19.341
21.281,19.339
21.428,19.479
21.818,19.787
21.314,19.338
20.732,18.907
20.607,19.187
20.57,18.96
19.913,18.414
20.324,18.834
20.22,18.486
20.41,18.93
20.245,18.328
20.113,18.046
20.261,18.45
20.626,18.684
21.124,18.859
21.053,19.478
20.668,19.228
20.669,19.424
20.535,19.078
20.228,18.928
20.208,18.994
20.094,18.604
20.22,18.955
20.607,18.863
20.149,18.71
20.305,18.827
20.234,18.416
20.163,18.523
20.407,18.854
20.825,19.066
20.266,18.762
20.444,18.146
19.934,18.238
20.138,18.396
19.93,18.116
19.388,17.73
19.293,17.531
19.21,17.924
19.451,17.965
19.097,17.617
18.494,17.668
18.316,17.216
18.445,17.223
18.532,17.667
18.412,17.461
18.752,17.764
18.92,18.061
18.735,17.861
18.856,17.554
18.823,17.761
19.136,17.991
19.079,17.877
18.551,17.741
18.768,17.586
19.179,18.097
19.233,18.167
19.109,17.757
19.415,18.211
19.025,17.536
18.941,17.96
19.595,17.982
19.093,17.435
19.273,17.32
19.494,17.219
19.399,17.573
19.267,17.952
19.495,17.866
19.023,17.413
19.113,17.667
19.379,18.284
19.277,17.663
19.235,17.156
18.808,17.11
19.241,17.418
18.591,17.484
18.001,16.983
18.461,16.913
17.88,16.865
17.878,16.761
17.874,16.623
17.725,16.334
17.278,16.186
17.281,15.691
17.573,15.539
17.642,15.813
17.958,16.305
17.863,16.37
18.03,16.347
17.978,16.231
18.199,16.591
18.962,16.547
19.106,17.164
19.326,17.153
19.595,17.395
19.78,17.698
20.064,18.232
20.759,18.701
19.99,18.717
19.956,17.994
19.499,18.142
19.708,18.351
19.744,18.199
19.797,18.411
19.302,18.443
19.774,18.78
20.03,18.774
20.063,19.03
20.796,19.045
20.789,19.412
21.218,19.64
21.183,19.795
20.982,19.592
21.185,19.589
21.441,20.194
20.609,19.565
20.744,19.505
20.196,18.957
19.966,18.646
19.771,18.172
19.785,18.592
20.211,18.875
20.421,18.779
20.678,18.832
20.816,19.214
20.747,19.249
20.976,18.907
20.398,19.114
20.768,19.201
20.449,18.754
20.788,18.602
20.619,18.856
20.781,18.849
21.203,19.159
21.099,18.991
21.004,18.997
21.536,19.256
21.219,19.274
21.235,19.615
21.417,19.75
21.517,19.725
21.389,20.005
21.294,19.54
20.958,18.995
20.952,18.912
20.544,18.973
20.442,19.421
20.657,18.824
20.373,18.467
20.368,18.763
20.589,18.495
20.512,18.327
20.481,18.638
20.684,18.915
20.229,18.7
20.252,18.333
20.005,18.371
20.375,18.422
20.38,18.628
19.836,18.35
20.152,18.442
20.25,18.874
19.923,18.684
19.949,18.858
19.576,18.721
19.566,18.979
19.691,18.69
19.936,18.712
19.58,19.084
20.191,19.327
20.192,19.403
19.907,19.25
20.136,19.265
20.194,18.872
19.791,18.484
20.138,18.377
19.536,18.161
19.319,17.986
18.834,18.003
18.729,17.263
18.988,17.906
19.444,17.664
19.18,17.81
19.153,17.377
19.723,17.478
19.498,17.881
18.941,17.636
18.983,17.249
18.957,17.729
18.794,17.346
18.508,17.295
18.929,17.417
19.175,17.841
19.293,18.065
19.449,17.985
19.783,18.051
19.687,18.329
19.793,18.243
19.71,18.023
19.65,17.856
19.495,17.832
19.759,18.027
19.492,17.83
19.373,17.667
19.395,17.957
19.003,17.482
19.469,17.811
19.699,17.828
19.164,17.479
19.025,17.57
19.085,17.347
19.086,17.258
18.629,16.516
18.771,16.571
18.568,16.559
19.175,16.856
18.93,16.771
19.407,16.771
19.503,17.031
18.975,16.684
18.951,16.537
19.163,16.399
19.099,16.556
19.388,17.046
19.841,17.277
20.087,17.479
19.735,17.868
19.79,17.747
19.733,17.687
19.407,17.549
19.341,17.279
18.997,17.072
18.678,16.736
18.812,17.19
19.014,17.404
18.945,17.386
18.597,17.171
18.334,16.921
18.892,17.468
19.073,17.687
19.337,17.907
19.068,17.981
18.681,18.263
19.493,18.557
19.445,18.888
19.558,18.931
20.273,18.816
19.913,18.511
19.785,18.757
19.939,17.83
20.088,18.198
20.062,18.592
20.182,18.572
20.295,18.563
20.355,18.652
19.707,18.455
20.198,18.29
19.65,18.615
19.704,18.494
19.939,18.632
20.146,19.134
20.167,18.766
19.562,18.6
19.782,18.584
19.611,18.372
19.45,18.606
19.209,18.003
19.149,17.952
19.281,17.956
18.971,17.998
19.203,17.99
19.134,18.198
19.858,18.14
19.634,18.162
19.665,18.341
19.618,18.028
19.809,18.046
20.225,18.368
20.201,18.739
19.841,18.667
19.555,17.925
20.19,18.257
19.922,18.162
19.874,18.089
19.588,17.755
19.292,17.234
18.918,17.081
19.074,17.775
19.251,17.653
19.271,17.566
18.48,17.366
19.346,17.607
19.114,17.839
18.992,17.545
19.357,17.876
18.578,17.768
18.867,17.421
19.026,17.717
18.975,17.858
19.451,18.503
19.748,18.444
19.21,18.19
19.305,18.506
19.731,18.365
19.782,18.696
19.764,18.323
20.188,18.378
19.865,17.883
19.382,17.884
19.172,17.634
19.012,17.785
19.049,17.323
19.223,17.672
19.449,18.172
19.405,18.116
19.779,18.095
19.589,17.816
19.364,17.379
19.048,16.657
18.865,16.486
18.768,16.336
18.726,16.056
18.746,16.279
18.479,16.679
18.682,16.612
17.849,16.242
17.862,16.2
18.299,16.67
18.941,16.899
18.571,16.71
18.69,17.122
18.894,17.219
19.067,17.409
19.5,17.695
19.745,18.111
20.132,18.351
20.076,18.247
20.08,18.579
20.091,18.511
19.896,18.836
20.447,18.528
20.012,18.49
20.373,18.588
19.877,18.227
19.707,18.39
19.912,18.687
19.719,18.937
20.054,19.275
20.156,19.116
20.553,19.352
20.315,19.294
20.05,18.725
20.208,18.389
19.991,18.382
19.937,18.807
19.526,18.457
19.403,17.718
19.258,17.671
19.52,17.825
19.082,17.49
19.304,17.69
19.531,17.749
19.647,17.959
20.05,18.222
19.514,17.859
19.737,17.718
20.035,18.345
20.287,18.543
19.882,18.228
20.038,17.848
19.913,18.759
20.24,18.586
19.72,18.204
19.355,18.019
19.444,17.554
19.926,17.705
19.989,18.107
20.413,18.065
20.187,18.246
19.748,18.281
19.968,18.442
19.938,18.669
20.061,18.332
20.344,18.718
19.764,18.575
20.273,18.335
19.916,18.043
20.109,18.507
20.379,18.276
20.259,18.235
20.122,18.366
20.319,18.825
20.276,18.519
19.929,18.729
19.723,18.32
20.086,18.725
19.65,18.558
19.559,18.454
19.007,18.321
18.75,18.011
18.599,17.811
18.381,17.341
18.613,17.511
18.621,17.493
18.433,17.459
18.375,17.329
18.066,17.175
17.79,16.81
17.707,16.542
17.892,16.701
17.486,16.317
17.83,16.645
18.272,16.977
18.556,17.101
18.712,17.748
18.667,17.411
18.929,17.223
18.662,17.452
18.986,17.475
18.636,17.345
18.517,17.343
18.967,17.689
19.383,18.236
19.484,18.231
19.434,18.648
19.526,18.338
19.453,18.741
20.141,19.001
20.097,18.803
20.444,19.535
20.361,18.925
20.585,19.09
19.983,19.149
19.775,18.873
19.957,18.905
19.846,18.585
20.056,18.729
20.212,18.88
20.32,19.102
20.264,18.903
20.104,18.568
20.282,19.051
20.094,19.221
20.635,19.114
20.25,18.659
20.087,18.349
19.713,18.078
19.865,18.824
19.257,18.348
19.442,17.81
18.96,17.668
19.074,17.948
19.55,18.277
19.458,17.82
19.833,17.868
19.489,17.934
19.521,18.13
19.515,18.241
19.73,18.249
19.558,18.257
19.787,18.434
19.719,18.451
19.543,17.812
19.695,18.259
19.846,18.701
19.635,18.592
19.894,18.557
19.729,18.318
19.411,18.014
19.315,17.881
19.437,17.712
19.506,17.541
19.497,17.505
19.127,17.332
19.352,17.759
19.185,17.311
19.486,17.395
19.127,17.42
19.322,17.895
19.247,17.517
18.881,17.41
18.699,17.073
18.967,17.227
19.323,17.68
19.411,17.935
19.312,17.267
19.251,17.098
19.617,17.515
19.108,17.497
19.454,17.597
19.282,16.993
18.721,16.695
18.478,16.506
18.168,16.355
18.876,16.456
18.786,16.878
18.796,16.541
18.875,16.928
19.163,17.211
18.724,16.795
19.014,17.339
18.942,16.86
18.809,16.385
18.838,16.662
19.01,17.283
18.838,17.293
19.116,17.936
19.881,17.889
19.403,17.853
19.822,18.17
19.551,18.028
19.213,17.629
19.57,18.361
19.219,17.967
19.076,17.645
18.875,17.512
18.86,17.745
18.678,17.535
19.204,17.846
19.353,17.888
19.672,18.251
20.26,18.493
19.95,18.133
19.482,18.101
19.456,17.888
19.654,17.966
19.379,18.222
19.275,17.885
19.54,17.967
19.719,18.141
19.695,18.09
19.403,17.613
19.725,17.337
19.87,17.657
19.861,17.955
19.818,18.394
19.864,17.976
19.896,18.713
19.915,18.44
19.805,18.129
19.699,17.807
19.786,17.777
19.796,17.817
19.887,18.207
19.663,18.299
19.837,18.141
19.929,18.445
19.792,18.114
20.312,18.743
20.282,18.418
20.305,18.256
19.791,17.805
20.093,18.168
19.925,18.047
20.203,18.592
19.812,18.166
19.536,17.844
19.394,17.979
18.769,17.806
18.464,17.349
18.749,17.387
18.574,17.032
18.538,16.665
19.051,16.79
18.692,16.433
18.683,16.848
18.165,16.519
18.072,16.511
18.188,16.385
17.752,16.094
18.103,16.193
18.541,16.673
18.767,16.631
18.932,17.254
18.946,17.204
18.394,16.905
18.805,16.999
18.793,17.013
18.575,16.885
18.552,16.587
18.379,16.669
18.701,16.963
18.614,17.002
19.14,16.7
19.046,16.794
19.223,16.835
19.372,16.898
19.621,17.51
19.525,17.133
19.737,17.707
19.428,17.337
19.522,16.777
19.668,17.395
19.734,17.923
20.027,17.948
19.284,17.48
19.736,17.824
20.081,18.267
19.618,17.935
19.386,18.101
19.729,17.957
19.791,18.22
19.648,18.624
19.245,18.127
18.974,18.052
19.489,18.072
18.904,18.136
19.253,18.327
19.453,18.763
19.206,18.256
18.857,17.781
18.997,17.724
18.747,17.724
19.385,17.295
18.92,17.122
19.227,17.532
19.273,17.023
19.309,17.777
19.767,17.839
19.424,17.483
18.926,17.474
18.616,17.138
18.972,17.325
18.558,17.431
19.009,17.292
18.376,17.187
18.405,17.182
18.056,16.634
17.754,16.964
17.593,16.914
17.728,16.784
17.198,16.487
17.777,16.863
17.35,16.5
17.747,16.897
17.862,16.99
17.798,17.149
17.946,17.014
17.46,16.823
17.507,16.683
17.571,17.279
17.811,17.402
18.081,17.574
18.6,17.964
18.821,18.54
19.152,18.732
19.382,18.743
19.134,18.272
18.923,18.317
18.936,18.229
18.584,18.203
18.926,18.277
18.921,18.665
19.414,18.784
19.249,18.539
19.447,18.919
19.73,18.638
19.915,18.973
19.982,18.696
20.274,19.168
19.992,18.502
19.894,18.641
20.315,18.929
20.061,18.753
19.707,18.132
19.582,18.2
19.53,17.999
20.025,18.216
19.612,18.53
19.551,17.915
19.793,18.088
19.927,18.263
19.921,18.216
20.408,18.309
19.94,18.034
19.967,18
19.837,18.664
19.626,18.203
19.704,18.426
19.893,18.666
20.008,18.472
20.548,18.677
19.944,18.265
19.864,18.671
19.88,18.657
20.183,18.94
20.186,19.142
20.297,19.181
20.194,18.803
20.598,18.646
19.959,18.694
19.779,18.274
19.321,18.085
19.716,18.232
19.456,18.074
19.069,17.806
19.033,17.782
19.232,17.204
18.63,16.989
18.317,17.059
18.785,17.28
18.756,17.769
18.721,17.471
18.591,17.194
18.406,16.814
18.407,17.326
18.592,18.122
18.443,17.422
18.505,17.337
18.362,18.079
18.245,18.289
18.96,18.248
18.852,18.695
19.139,18.83
18.887,18.629
19.354,19.079
19.036,19.062
19.476,18.97
19.606,19.167
19.562,19.235
19.438,19.071
19.623,19.253
19.644,19.346
19.481,19.117
19.92,18.844
20.103,19.139
20.322,19.341
20.255,19.483
19.888,19.269
19.907,18.958
19.336,18.51
19.067,18.308
19.418,18.244
18.903,17.76
18.687,17.491
18.545,17.1
18.306,17.181
18.212,16.868
17.829,16.803
18.641,17.125
18.502,17.195
18.966,17.51
18.96,17.592
19.221,17.476
19.341,18.221
19.455,18.101
19.326,17.964
19.313,17.772
19.383,18
19.727,18.111
19.796,18.264
20.392,18.407
20.205,18.608
19.962,18.328
20.18,18.295
20.582,18.623
20.442,18.55
20.01,18.195
20.112,18.205
19.894,18.598
19.756,17.991
20.078,18.295
19.788,17.642
20.26,17.806
20.463,18.726
20.556,18.855
20.563,18.935
20.588,18.768
19.795,18.283
20.237,18.154
19.896,18.361
20.458,18.357
19.829,17.956
20.364,18.506
19.897,18.368
19.557,17.758
19.123,17.85
18.872,17.869
19.011,18.033
19.464,18.016
19.808,17.898
19.775,17.939
19.978,17.956
19.929,17.932
19.512,17.696
19.437,17.66
19.146,17.009
18.808,16.842
18.89,16.854
19.142,17.184
18.962,17.504
19.476,17.58
19.362,17.269
19.583,17.569
19.724,18.029
19.184,17.516
19.131,17.46
18.958,17.053
19.039,17.471
19.462,17.845
19.512,17.911
20.06,18.044
20.176,18.43
20.113,18.052
20.006,18.242
20.086,18.701
19.835,18.126
19.566,18.269
19.696,18.302
19.277,18.117
19.586,18.533
19.51,18.507
19.676,18.189
19.899,18.434
20.22,18.528
20.228,18.807
20.294,19.101
20.289,18.617
20.147,18.184
20.007,18.439
20.131,18.333
20.122,18.456
19.914,18.26
19.743,17.73
19.552,17.608
19.872,18.027
19.694,17.483
19.456,17.194
19.469,17.636
19.711,17.606
20.051,17.954
19.789,17.291
19.758,17.757
19.529,17.631
19.449,17.762
19.06,17.559
19.346,17.167
19.227,17.546
19.236,17.601
18.942,17.287
18.999,17.392
18.907,17.607
18.808,17.185
19.265,17.459
19.306,17.733
18.897,17.735
18.982,17.284
18.767,17.18
19.311,17.696
18.951,18.102
19.515,18.11
19.154,18.042
19.373,17.753
19.235,17.768
19.53,18.139
19.748,17.827
18.981,17.65
18.627,17.331
19.065,17.699
18.898,17.274
18.856,17.464
18.877,17.789
18.721,17.687
18.972,17.944
19.363,18.492
19.285,17.903
18.986,17.92
19.016,17.539
18.564,17.331
18.345,17.03
18.761,17.4
18.874,17.988
18.767,17.267
18.68,17.169
18.838,17.028
19.206,17.144
18.447,16.605
18.184,16.67
18.614,16.681
18.437,16.494
18.469,16.993
18.822,17.565
19.086,17.45
19.334,17.93
18.99,17.731
19.155,17.889
19.047,17.997
19.293,18.187
19.515,18.482
19.285,18.432
18.856,18.226
19.214,18.82
18.62,18.921
18.788,18.265
18.516,18.387
18.671,18.365
19.394,18.303
19.225,19.312
19.403,18.429
19.022,18.462
18.442,18.286
18.196,17.654
18.442,18.329
18.355,18.064
18.528,18.162
18.552,18.311
18.424,17.924
18.619,18.358
18.932,18.326
18.572,17.819
18.89,18.214
19.259,18.306
19.002,18.359
19.058,18.301
19.436,18.493
19.613,18.783
19.344,18.391
18.901,17.798
18.706,17.524
18.672,17.475
19.385,17.917
18.711,18.145
18.979,18.115
18.857,17.667
18.669,17.272
19.148,17.268
18.911,17.015
18.491,16.61
19.249,16.652
19.223,17.401
19.072,16.762
19.257,17.236
19.444,17.308
19.751,17.787
19.428,17.627
19.418,17.709
18.889,17.8
18.462,17.345
18.964,17.561
19.324,17.395
18.737,17.316
18.895,17.903
18.8,17.388
19.119,17.784
18.642,17.316
18.532,17.573
18.634,17.432
18.825,17.833
18.731,17.807
19.312,17.796
19.332,17.59
19.506,18.238
19.436,18.269
19.159,18.103
19.612,18.483
19.524,17.982
18.601,17.799
18.896,17.612
18.667,17.123
19.208,17.631
18.154,17.484
18.715,17.647
18.359,17.228
18.202,17.429
18.416,17.495
18.93,17.695
18.576,17.841
19.019,17.82
19.216,17.823
19.149,17.45
19.165,17.472
19.508,18.137
20.012,18.082
19.412,17.878
19.086,17.388
18.852,17.256
18.621,17.07
18.865,17.215
18.46,17.094
18.703,17.218
18.646,17.018
18.509,16.958
18.096,16.983
18.605,17.314
18.548,16.962
18.505,17.098
19.084,17.596
18.777,17.874
19.051,17.975
19.127,18.003
19.324,18.443
19.478,18.29
19.452,17.98
18.692,17.609
18.496,17.29
18.827,17.596
19.257,18.006
19.221,17.86
18.987,17.347
18.69,17.51
19.359,17.681
19.122,17.29
18.953,17.42
19.051,17.531
19.347,17.993
18.882,17.848
19.072,18.19
19.624,18.349
19.626,18.571
19.794,18.332
19.876,18.328
19.711,18.185
19.684,18.05
20.077,18.307
19.889,18.034
19.718,18.104
20.05,17.951
19.511,17.596
19.648,17.8
19.515,17.897
19.503,18.085
19.533,17.931
19.772,17.956
19.717,17.862
19.159,17.885
19.29,17.485
18.878,17.119
18.732,17.806
18.589,17.439
18.839,17.356
18.64,17.122
18.337,17.223
18.31,16.823
18.158,16.415
18.292,16.866
18.246,16.187
18.762,16.406
18.301,16.57
18.687,16.766
19.002,16.871
19.291,17.27
19.239,17.277
18.726,16.916
18.544,17.043
18.133,17.149
18.984,17.209
19.065,17.509
19.552,17.479
19.133,17.503
19.024,17.153
18.46,17.042
18.3,16.973
18.079,16.875
18.502,16.942
18.717,17.365
18.629,17.193
18.796,17.511
19.056,17.471
19.33,17.971
19.28,17.78
19.581,18.025
19.858,18.037
19.609,17.533
19.867,17.917
19.841,18.059
20.052,18.359
19.988,18.333
19.909,18.222
19.998,18.516
19.735,18.336
19.361,18.014
20.141,18.402
20.047,17.991
19.676,17.736
19.768,17.745
19.854,17.963
19.77,17.867
19.432,17.557
19.605,18.122
19.737,18.176
19.835,18.267
19.553,17.897
19.204,18.049
18.804,17.735
19.505,18.089
19.391,17.794
19.234,18.168
19.311,17.969
19.446,18.384
19.314,18.042
19.11,17.52
19.275,18.311
19.289,17.962
19.307,18.536
19.515,18.7
19.137,18.347
19.672,18.225
20.126,18.476
20.026,18.415
19.69,17.75
19.72,17.556
19.546,17.483
19.331,17.288
18.84,17.22
18.831,17.512
18.701,17.36
18.581,17.274
18.502,17.027
18.615,17.261
18.67,17.118
18.566,16.878
18.854,17.075
18.491,17.277
18.761,17.195
18.721,17.604
18.736,17.968
19.357,17.928
19.45,18.5
19.024,18.242
18.782,17.88
19.159,18.3
19.356,18.486
19.185,18.412
18.692,17.926
18.959,18.266
18.772,17.712
18.755,17.593
18.449,17.459
18.96,17.141
19.126,17.622
19.352,17.87
19.632,17.913
19.532,17.421
20.065,18.085
19.512,17.685
19.78,17.59
19.427,17.766
19.816,17.968
19.511,17.817
19.436,17.562
19.282,17.798
19.647,17.972
19.545,17.84
19.538,18.494
19.801,18.865
20.388,19.129
20.145,18.737
19.88,18.623
19.668,18.351
19.44,18.046
18.948,17.707
18.575,17.476
18.574,17.151
18.749,17.745
18.628,17.355
18.934,17.317
18.72,17.208
18.394,17.119
18.608,17.348
18.789,17.551
18.502,17.505
18.966,17.813
19.064,17.821
19.366,18.008
19.552,18.448
19.538,18.471
19.746,19.137
19.784,18.849
19.875,18.815
19.574,18.229
19.448,17.956
19.651,18.286
19.343,17.689
19.735,18.038
19.246,17.84
18.894,17.544
19.276,18.111
19.482,18.106
19.76,18.88
19.782,18.471
19.738,18.793
19.711,18.547
19.644,18.54
20.351,18.562
20.365,19.444
20.111,19.344
19.823,18.848
19.841,19.073
19.624,18.556
19.803,18.585
19.476,18.589
19.481,18.984
19.8,19.145
19.883,18.929
20.022,18.966
19.698,18.872
19.484,18.786
19.773,18.978
20.06,19.327
19.707,18.974
19.948,19.373
19.966,19.455
20.395,19.564
20.113,19.174
20.274,18.76
20.307,19.157
20.36,18.916
20.466,19.4
20.546,19.324
20.33,19.182
20.773,19.724
20.126,19.316
20.41,19.723
20.354,19.181
19.903,18.797
20.28,18.984
20.618,19.343
20.148,19.313
20.241,19.76
20.14,19.616
20.045,19.146
20.515,19.365
20.642,19.612
20.578,19.264
20.324,18.911
19.921,18.667
19.312,18.588
18.683,18.52
18.959,18.182
18.832,18.283
18.917,18.268
18.898,18.172
18.709,17.875
18.921,18.392
18.33,18.116
18.274,17.967
18.683,18.255
18.682,18.145
18.904,18.475
19.158,18.598
19.49,18.827
19.577,19.122
19.355,18.863
19.336,18.728
19.065,18.346
18.854,18.368
19.031,18.562
18.929,18.584
18.911,18.538
18.869,18.614
18.493,18.283
18.324,17.99
18.316,17.961
18.439,17.509
18.745,17.703
18.906,18.233
18.207,18.047
18.666,18.343
19.388,18.54
19.655,18.723
19.525,18.981
19.031,18.395
19.781,18.438
19.523,18.332
18.985,18.24
19.064,18.265
19.181,18.448
19.394,18.347
19.45,18.403
20.012,18.431
19.816,18.26
19.51,17.891
19.897,18.079
19.935,18.275
19.553,18.105
20.184,18.273
19.961,17.964
20.026,17.819
20.329,18.269
19.852,17.892
20.025,18.512
19.657,18.336
19.542,18.346
19.626,18.14
19.374,17.959
19.465,18.133
19.271,18.125
19.586,18.094
19.221,17.602
18.861,17.729
18.487,16.976
18.74,17.279
18.585,17.127
18.513,16.909
18.323,17.174
18.514,17.074
18.29,17.036
18.309,16.898
17.793,16.762
18.134,16.547
17.551,16.316
17.32,15.99
17.171,15.516
17.218,16.114
17.692,16.753
17.68,16.406
17.644,16.12
18.108,16.483
17.883,16.686
18.723,16.855
18.09,17.059
18.07,16.649
18.523,17.103
18.782,17.589
19.224,17.87
19.088,18.273
19.42,18.255
19.279,18.269
19.412,18.01
19.048,17.713
19.355,18.099
18.876,17.918
19.096,18.334
19.417,18.479
18.912,18.471
19.519,18.704
18.931,18.318
19.308,18.442
19.691,18.382
19.844,18.504
20.066,18.644
20.08,18.493
19.718,18.346
19.25,18.673
19.4,18.198
18.924,17.636
19.164,17.163
19.236,17.521
19.009,17.096
19.186,17.411
18.976,17.166
18.742,16.956
18.755,16.671
19.319,17.29
19.457,17.592
19.453,17.804
19.642,17.887
19.835,18.243
20.168,18.458
20.092,18.699
20.53,18.94
20.235,18.55
19.711,18.278
20.032,18.182
20.406,18.399
20.557,18.837
19.988,18.749
20.589,19.073
20.453,19.062
20.136,18.681
19.951,18.775
19.872,18.798
20.199,18.858
20.525,18.933
20.683,18.904
20.673,18.923
20.816,18.909
20.344,18.761
20.697,18.828
20.676,18.87
20.741,18.765
20.424,18.192
20.883,18.184
20.364,18.271
20.421,18.653
20.459,18.217
20.321,18.539
20.994,18.276
20.978,18.42
20.64,18.112
20.398,18.16
20.286,18.285
19.858,17.687
19.924,18.089
19.529,17.886
19.557,18.391
19.142,18.044
19.256,17.993
18.859,17.388
18.884,17.057
18.026,17.085
18.609,17.356
19.198,17.353
18.878,17.471
18.893,17.66
19.108,17.799
19.568,17.688
19.223,17.58
19.023,17.306
18.736,17.164
18.475,16.821
18.985,17.165
19.235,17.28
19.511,17.705
19.421,17.694
19.218,17.495
19.463,17.778
18.956,17.561
19.101,17.532
19.292,17.827
19.588,17.715
19.385,17.51
19.683,17.561
19.699,17.813
20.113,18.515
19.818,18.374
20.225,18.522
20.169,18.59
20.462,18.804
20.222,18.186
20.066,18.368
19.608,17.943
19.785,18.027
19.509,18.161
19.397,18.466
19.558,18.315
19.18,18.055
19.469,18.143
19.578,18.452
19.521,17.849
19.459,17.765
19.507,18.176
19.423,18.024
19.322,17.74
19.849,17.773
19.917,17.745
19.799,17.422
19.682,17.496
19.323,17.373
18.876,17.105
19.185,17.502
18.67,17.119
19.007,17.226
19.09,17.17
19.253,17.25
18.995,17.431
19.078,17.271
19.051,17.373
18.833,16.993
18.916,17.588
18.92,17.416
19.32,17.454
19.582,17.852
20.003,18.074
19.665,17.941
19.295,17.71
19.06,17.757
18.583,17.233
18.916,17.021
18.502,17.251
18.459,16.577
18.332,16.582
19.001,16.798
18.615,16.507
18.616,16.596
18.384,16.54
18.378,16.457
18.803,16.955
18.545,16.75
18.717,16.902
19.085,17.598
19.324,17.372
19.547,17.432
20.121,17.527
20.166,17.694
20.332,18.478
20.122,18.019
19.872,17.795
20.207,18.292
20.501,18.162
20.261,18.092
20.276,18.385
20.075,18.324
19.678,18.278
19.919,18.114
19.806,18.405
20.418,18.934
19.933,18.876
20.839,18.908
20.773,18.882
20.653,18.832
20.923,19.163
20.829,18.545
20.539,18.801
20.159,18.165
19.91,18.495
19.909,17.96
20.103,18.114
19.966,17.967
20.195,17.879
20.762,18.284
20.657,18.88
21.026,18.693
20.962,19.039
20.486,18.715
20.09,18.466
19.744,18.251
19.546,17.951
18.968,17.778
19.267,17.655
19.445,17.926
19.275,17.5
19.067,17.386
18.48,17.922
18.891,17.456
18.916,18.094
19.271,18.002
19.796,18.179
19.678,17.755
19.847,18.257
20.397,18.353
20.246,18.523
20.468,18.982
20.462,18.896
20.195,18.796
20.158,18.87
20.395,19.038
20.98,19.31
20.417,18.617
20.626,18.855
20.546,19.163
21.097,19.188
21.082,18.856
20.493,18.794
20.494,18.701
20.845,19.104
20.807,19.094
20.809,18.632
20.235,18.481
19.873,17.898
19.814,17.926
19.982,18.387
