H1,H2,H3,H4
18.443,17.962,7.6616,6.4105
18.222,17.752,7.4512,6.2452
18.564,18.036,7.751,6.4557
18.734,18.392,7.9529,6.6641
18.605,18.168,7.7356,6.4648
19.007,18.271,8.0221,6.589
19.323,18.615,8.2457,6.7784
19.409,18.928,8.3646,6.9367
19.282,18.843,8.104,6.7567
19.452,18.883,8.2734,6.8319
19.706,18.981,8.4504,6.9157
19.886,19.283,8.5817,7.0595
19.549,19.061,8.2305,6.8235
19.432,18.699,8.0012,6.5713
19.358,18.689,7.8215,6.4735
19.357,18.531,7.696,6.3407
19.195,18.295,7.5347,6.1978
19.275,18.374,7.7642,6.3637
19.14,18.183,7.5974,6.2271
18.913,18.161,7.4219,6.1672
18.967,18.307,7.6516,6.3576
19.211,18.679,7.9111,6.598
18.694,18.45,7.5841,6.4176
18.618,18.323,7.4469,6.2961
18.921,18.485,7.7488,6.4749
19.372,18.72,8.062,6.6537
19.187,18.444,7.8306,6.4488
19.584,18.593,8.1207,6.601
19.978,18.838,8.3759,6.765
20.201,19.333,8.5443,6.9954
20.35,19.486,8.668,7.0859
20.137,19.286,8.3621,6.8598
19.731,19.037,8.0316,6.6481
19.879,19.182,8.2213,6.7842
19.679,19.116,7.9767,6.6459
19.952,18.952,8.2179,6.6771
19.854,18.771,8.0122,6.5093
19.675,18.728,8.0948,6.5942
19.648,18.258,7.9244,6.3322
19.777,18.418,8.1226,6.5018
19.517,18.192,7.8697,6.3307
19.484,17.837,7.7299,6.1364
19.722,17.947,7.9931,6.3082
20.068,18.19,8.2584,6.5004
20.273,18.333,8.443,6.6329
20.144,18.078,8.2001,6.4264
20.406,18.328,8.4169,6.6049
20.086,17.996,8.1172,6.3761
19.736,17.993,7.8449,6.2901
19.593,17.842,7.6789,6.1673
19.464,17.55,7.541,6.0121
19.254,17.577,7.3934,5.9863
18.923,17.02,7.2211,5.7613
18.887,16.89,7.1711,5.7073
18.556,16.704,7.024,5.6388
18.761,17.012,7.3629,5.9296
18.425,16.742,7.1763,5.796
18.559,16.987,7.4587,6.0378
18.815,17.076,7.7401,6.1916
18.558,16.848,7.5178,6.0288
18.39,16.751,7.3548,5.9313
18.248,16.777,7.2231,5.8905
18.67,17.068,7.5915,6.1327
19.125,17.325,7.923,6.3301
19.458,17.614,8.1727,6.5129
19.859,17.868,8.4165,6.6623
19.929,17.836,8.522,6.6979
20.113,18.1,8.6515,6.8268
20.318,18.575,8.7741,7.0152
20.086,18.395,8.4434,6.7777
19.982,18.005,8.2027,6.5015
19.749,17.815,7.9535,6.3292
19.879,17.943,8.1506,6.4726
19.39,17.853,7.8159,6.3379
19.594,18.117,8.0488,6.5292
19.976,18.416,8.3133,6.7085
19.751,18.028,8.0481,6.4458
20.045,18.195,8.2872,6.5904
20.212,18.496,8.4531,6.7627
20.209,18.496,8.5388,6.8116
20.212,18.73,8.6126,6.9333
20.643,18.884,8.8233,7.0148
20.729,18.979,8.8958,7.0677
20.465,18.782,8.5489,6.8291
20.889,19.053,8.7776,6.9703
21.142,19.229,8.9241,7.0637
20.954,18.956,8.614,6.8076
20.641,18.569,8.3036,6.5455
20.45,18.269,8.0769,6.3459
20.597,18.555,8.2852,6.5582
20.33,18.348,8.0326,6.3884
19.718,18.004,7.6902,6.1929
19.999,17.998,7.9845,6.3198
20.326,18.292,8.2552,6.5294
20.464,18.681,8.4266,6.7458
20.583,18.796,8.5679,6.8434
20.762,18.847,8.7116,6.907
20.369,18.595,8.3509,6.6718
20.136,18.186,8.0909,6.4136
20.166,18.272,8.2443,6.5406
19.883,18.32,7.9771,6.4537
19.957,18.412,8.1552,6.5806
20.039,18.458,8.3099,6.673
19.756,18.12,8.0272,6.4348
19.465,17.588,7.7786,6.1582
19.811,17.884,8.071,6.383
19.59,17.608,7.8416,6.1968
19.8,17.647,8.0801,6.3256
19.809,17.888,8.2159,6.5038
19.789,18.161,8.3201,6.6704
19.861,18.465,8.4382,6.8289
19.819,18.086,8.2117,6.5509
19.941,18.38,8.366,6.7235
19.614,18.304,8.0553,6.5648
19.354,18.183,7.8076,6.4153
18.965,17.986,7.5465,6.2612
19.246,18.378,7.8369,6.5156
18.912,18.206,7.5864,6.3592
19.297,18.326,7.9046,6.5085
19.094,17.826,7.691,6.238
18.961,17.726,7.5303,6.1366
18.764,17.566,7.3705,6.029
18.999,17.775,7.6671,6.2452
19.423,18.091,7.9879,6.4679
19.77,18.412,8.2428,6.6638
19.49,18.168,7.9631,6.4583
19.536,18.192,7.8327,6.3725
19.254,18.048,7.612,6.2445
19.424,18.293,7.8629,6.4519
19.674,18.525,8.1056,6.6269
19.483,18.291,7.8756,6.4348
19.061,18.087,7.5974,6.2786
18.843,17.663,7.4219,6.0661
18.756,17.486,7.3153,5.9628
19.195,17.678,7.6935,6.1821
19.465,17.938,7.963,6.393
19.216,17.611,7.7298,6.1894
19.258,17.743,7.9148,6.3524
19.308,17.992,8.0731,6.5319
19.131,17.698,7.8403,6.3181
19.405,17.984,8.0843,6.5149
19.531,18.193,8.246,6.6609
19.476,17.959,8.0346,6.452
19.734,17.924,8.2534,6.5234
19.428,17.8,7.9611,6.3669
19.627,18.068,8.1697,6.5527
19.652,18.266,8.2901,6.6913
20.164,18.692,8.5612,6.8917
19.998,18.279,8.2824,6.5989
20.081,18.522,8.4179,6.7524
19.866,18.179,8.1426,6.5009
19.622,17.757,7.8954,6.2532
19.721,17.771,8.0864,6.3679
19.569,17.726,7.8756,6.2612
19.317,17.435,7.6595,6.0854
19.466,17.594,7.8971,6.2698
19.347,17.332,7.72,6.0984
18.973,17.14,7.4796,5.9724
18.655,17.003,7.2859,5.8818
18.406,16.839,7.1388,5.7933
18.727,17.139,7.4928,6.0583
18.93,17.447,7.7561,6.2888
18.673,16.947,7.5353,6.0281
18.483,16.753,7.3658,5.9011
18.18,16.586,7.1796,5.7992
18.579,16.89,7.5451,6.0555
18.152,16.822,7.2881,5.9648
18.062,16.948,7.1773,5.9548
18.309,17.065,7.4854,6.1312
18.066,16.929,7.2928,6.0099
17.841,16.934,7.1305,5.954
18.035,17.204,7.4198,6.1828
18.439,17.588,7.7394,6.4196
19.014,17.78,8.0779,6.5632
18.862,17.535,7.8419,6.3535
19.048,17.977,8.0452,6.5922
18.763,17.64,7.7705,6.3527
18.925,17.745,7.9733,6.4787
19.294,18.006,8.2206,6.641
19.099,17.977,7.9562,6.4997
18.872,17.667,7.7179,6.2847
19.168,17.713,7.9808,6.4027
18.922,17.535,7.7342,6.2413
18.763,17.326,7.5508,6.0912
19.081,17.681,7.8458,6.3396
18.717,17.398,7.5776,6.1515
19.138,17.567,7.9025,6.3265
19.219,17.688,8.069,6.4603
18.989,17.577,7.8153,6.3112
19.044,17.491,7.6951,6.1932
18.536,17.109,7.4007,5.9898
18.305,16.942,7.2351,5.8845
18.577,17.146,7.551,6.103
18.634,17.229,7.4619,6.0653
18.916,17.239,7.7543,6.1948
18.741,16.916,7.5614,6.0037
18.508,16.988,7.3755,5.9719
18.904,17.15,7.718,6.1621
18.61,16.905,7.4896,6.0004
18.576,16.89,7.3805,5.9386
18.476,16.643,7.266,5.8071
18.551,16.853,7.5139,6.0309
18.368,16.837,7.346,5.9617
18.784,17.087,7.6952,6.1789
18.961,17.158,7.9174,6.3053
19.114,17.464,8.1007,6.4924
19.01,17.135,7.8808,6.2557
18.996,17.164,7.7258,6.1718
18.761,17.11,7.5202,6.0751
18.545,16.896,7.3475,5.938
18.988,16.974,7.7136,6.1013
18.668,17.074,7.4801,6.0641
18.519,16.599,7.3346,5.8374
18.855,16.968,7.6636,6.1097
18.99,17.318,7.8788,6.34
18.678,17.173,7.6205,6.1874
18.609,17.12,7.4786,6.0882
18.711,16.932,7.4188,5.9584
18.97,17.221,7.7139,6.193
19.42,17.428,8.0341,6.3679
19.224,17.176,7.8052,6.1776
19.293,17.528,7.9875,6.4037
19.316,17.926,8.1259,6.6183
19.569,18.05,8.3216,6.7161
19.426,17.694,8.0686,6.4515
19.337,17.211,7.8714,6.1755
19.641,17.481,8.1284,6.3748
19.114,17.537,7.7763,6.2921
19.357,17.894,8.0197,6.5127
19.284,17.501,7.834,6.2642
19.58,17.67,8.0927,6.423
19.728,17.815,8.2671,6.552
19.522,17.623,8.0069,6.3633
19.756,17.918,8.2237,6.553
19.602,17.776,7.9899,6.3851
19.605,17.589,7.8451,6.2259
19.924,17.853,8.1218,6.4274
20.058,18.256,8.2992,6.6514
19.829,18.203,8.0376,6.5084
20.033,18.314,8.2498,6.6289
19.965,18.165,8.052,6.4588
19.659,17.975,7.8018,6.299
19.573,17.689,7.6603,6.1271
18.996,17.519,7.3661,6.0163
18.672,17.373,7.1911,5.9282
18.783,17.511,7.4714,6.1306
18.382,17.506,7.2432,6.0701
17.983,17.37,7.0407,5.975
17.919,17.137,6.9764,5.8585
18.179,17.331,7.3189,6.0847
18.17,17.127,7.2316,5.9572
18.363,17.456,7.5156,6.2126
18.147,17.252,7.329,6.0669
18.006,17.24,7.1929,6.0062
17.626,17.072,6.992,5.9019
17.715,17.239,7.2604,6.109
18.144,17.449,7.6042,6.3005
18.544,17.567,7.8945,6.4341
18.631,17.757,8.0441,6.5737
18.416,17.458,7.7787,6.3431
18.437,17.283,7.6308,6.1844
18.607,17.419,7.8481,6.3382
18.726,17.888,8.0174,6.5854
18.461,17.865,7.742,6.4517
18.373,17.571,7.5647,6.2471
18.24,17.286,7.3987,6.0708
18.106,17.235,7.2567,5.9978
18.318,17.575,7.54,6.2539
18.566,17.916,7.7953,6.4767
18.719,17.827,7.6961,6.3398
19.037,18.009,7.9641,6.5014
19.25,18.137,8.1631,6.6228
19.321,18.502,8.2876,6.8091
19.396,18.231,8.106,6.5727
19.675,18.362,8.3172,6.6903
19.226,18.06,7.9627,6.4585
19.477,18.502,8.1818,6.698
19.217,18.1,7.9081,6.4346
19.425,18.285,8.1204,6.59
19.605,18.435,8.2957,6.713
20.055,18.643,8.5429,6.84
19.755,18.678,8.2165,6.7084
19.938,18.742,8.3891,6.7946
19.586,18.572,8.0655,6.6035
19.301,18.339,7.8064,6.4172
19.495,18.41,8.0344,6.5436
19.712,18.46,8.2392,6.6437
19.671,18.198,8.041,6.4366
19.424,17.891,7.8024,6.241
19.072,17.68,7.5582,6.1028
18.894,17.525,7.4042,6.0014
18.835,17.121,7.3128,5.8249
18.445,17.036,7.1178,5.7788
18.585,17.2,7.4129,6.0055
18.833,17.411,7.7,6.2139
18.669,17.308,7.5175,6.101
18.255,17.044,7.2731,5.9492
18.128,16.94,7.1559,5.8706
18.304,17.229,7.4455,6.1211
18.198,17.102,7.3069,6.0102
18.338,17.101,7.5603,6.1415
18.182,16.839,7.3861,5.9763
18.66,17.213,7.7427,6.2336
18.858,17.544,7.9595,6.4439
18.994,17.769,8.1259,6.5928
19.473,18.056,8.3875,6.7451
19.868,18.23,8.5948,6.8429
19.53,18.291,8.241,6.7051
19.861,18.322,8.4528,6.7677
19.533,18.387,8.1245,6.6484
19.717,18.53,8.3042,6.7622
19.737,18.661,8.4041,6.8577
19.616,18.463,8.1514,6.6432
19.459,18.288,7.9238,6.4668
19.2,17.985,7.693,6.2704
19.049,17.729,7.5303,6.114
19.032,17.502,7.4375,5.987
19.205,17.571,7.7111,6.1589
19.51,17.831,7.9905,6.3703
19.545,18.144,8.1404,6.572
20.063,18.231,8.4334,6.6718
19.873,17.86,8.1636,6.4153
19.736,17.639,7.9499,6.2421
19.634,17.452,7.7802,6.1031
19.477,17.195,7.616,5.9579
19.677,17.471,7.885,6.1974
19.334,17.16,7.6396,6.0175
19.366,17.464,7.8402,6.2551
19.719,17.701,8.1204,6.4379
19.973,17.86,8.3323,6.5704
20.082,18.008,8.4682,6.6821
19.861,17.817,8.1827,6.4782
20.1,18.053,8.3842,6.6343
20.417,18.327,8.5882,6.7848
20.536,18.554,8.7017,6.9027
20.171,18.314,8.3444,6.6627
20.205,18.372,8.459,6.7425
20.478,18.81,8.6396,6.9424
20.633,18.899,8.7593,7.0027
20.484,18.738,8.4711,6.7845
20.25,18.439,8.1953,6.5499
20.059,18.161,7.9718,6.3529
20.206,18.513,8.1833,6.5835
20.238,18.625,8.3244,6.7017
20.37,19.056,8.479,6.9145
20.264,18.718,8.2421,6.6553
19.78,18.367,7.9083,6.4242
19.941,18.47,8.1252,6.5616
20.18,18.799,8.3392,6.7581
19.823,18.396,8.031,6.4941
19.743,18.175,7.8585,6.3252
19.862,18.275,8.0676,6.4721
20.099,18.633,8.2876,6.6874
19.717,18.355,7.9762,6.4731
19.891,18.344,8.1842,6.5622
20.191,18.614,8.4079,6.7335
19.951,18.457,8.1297,6.5529
20.066,18.691,8.2997,6.717
20.23,18.795,8.4634,6.8161
19.923,18.468,8.1538,6.5686
20.119,18.678,8.3474,6.722
19.896,18.543,8.0825,6.5533
20.295,18.811,8.3583,6.7321
19.978,18.484,8.0652,6.4995
20.136,18.722,8.2617,6.6751
19.822,18.441,7.9801,6.465
20.077,18.524,8.2195,6.591
19.847,18.318,7.9718,6.4147
19.48,18.124,7.7093,6.2665
19.956,18.158,8.0601,6.3988
19.655,17.948,7.8101,6.2422
19.263,17.607,7.559,6.0602
19.227,17.449,7.7464,6.1433
19.066,17.287,7.5714,6.024
18.841,16.966,7.3983,5.8648
18.727,16.656,7.2861,5.7269
18.764,16.651,7.2426,5.7102
18.286,16.595,7.0267,5.678
18.054,16.325,6.9175,5.5754
17.922,16.183,6.8544,5.5265
17.61,16.185,6.7341,5.5319
17.499,16.013,6.694,5.4758
17.635,16.394,7.0274,5.7969
17.485,16.338,6.9218,5.7391
17.514,15.898,6.8912,5.559
17.787,16.339,7.2379,5.8816
17.933,16.105,7.2021,5.7461
17.631,16.246,7.025,5.7551
17.842,16.339,7.331,5.9348
18.098,16.546,7.6074,6.1251
18.349,17.14,7.8446,6.4206
18.863,17.419,8.1408,6.5783
19.237,17.811,8.3587,6.7565
19.588,18.021,8.547,6.8568
20.09,18.438,8.7687,7.0173
20.411,18.597,8.9111,7.0772
20.148,18.644,8.5511,6.9076
19.514,18.355,8.1108,6.6529
19.747,18.585,8.3096,6.7953
19.488,18.499,8.0243,6.6283
19.416,18.419,7.8439,6.4889
19.488,18.471,8.0264,6.5989
19.325,18.345,7.8131,6.4476
19.621,18.41,8.0767,6.5669
19.854,18.492,8.285,6.6743
19.875,18.834,8.3935,6.8563
20.089,19.109,8.5522,6.9959
20.244,19.555,8.6726,7.1798
20.581,19.728,8.842,7.2539
20.568,19.777,8.875,7.2792
20.417,19.375,8.565,6.9608
20.665,19.464,8.7275,7.036
20.397,19.201,8.404,6.7957
20.115,18.929,8.1191,6.5844
20.07,19.261,8.2397,6.7941
19.872,18.939,7.9997,6.5674
19.465,18.693,7.7187,6.3953
19.414,18.522,7.5974,6.2715
19.627,18.465,7.8718,6.3838
19.84,18.345,8.1075,6.4532
19.838,18.514,8.2369,6.608
20.133,18.736,8.4478,6.7605
20.306,19.193,8.5927,6.9753
20.33,19.442,8.6693,7.0975
20.119,19.259,8.3632,6.8738
19.841,19.077,8.0761,6.6818
19.568,18.859,7.8289,6.5048
19.836,18.874,8.0893,6.6136
19.655,18.481,7.8719,6.3801
19.375,18.067,7.6497,6.1658
19.644,18.473,7.9336,6.445
19.734,18.524,8.1163,6.5643
19.383,18.184,7.8315,6.3465
19.433,18.684,8.0076,6.6293
19.602,18.819,8.198,6.7537
19.758,19.032,8.3587,6.8886
20.091,19.212,8.5603,6.9962
20.213,19.431,8.6678,7.1055
19.926,19.159,8.3315,6.8493
20.13,19.388,8.4987,6.9851
20.273,19.578,8.6246,7.0921
20.028,19.142,8.3118,6.7861
20,18.931,8.1182,6.5955
20.079,18.971,8.2791,6.7001
19.881,18.875,8.0329,6.5592
19.904,19.113,8.1839,6.7377
19.533,18.836,7.886,6.5314
19.433,18.595,7.7207,6.3639
19.441,18.732,7.9021,6.5315
19.872,18.937,8.2025,6.6982
20.175,19.252,8.4234,6.8816
20.276,19.274,8.549,6.9433
20.058,18.982,8.2583,6.7026
19.764,18.823,7.9808,6.5389
20.039,18.888,8.2253,6.6584
20.059,18.474,8.0629,6.4104
20.04,18.785,8.2008,6.6269
19.861,18.57,7.973,6.4502
19.826,18.032,7.8273,6.184
19.681,17.619,7.667,5.9892
19.197,17.231,7.4086,5.8237
19.437,17.579,7.7171,6.1142
19.326,17.467,7.5726,6.0222
19.403,17.694,7.8002,6.2423
19.74,17.847,8.0829,6.4064
20.096,18.195,8.3366,6.614
19.91,17.979,8.0853,6.4194
20.225,18.209,8.3307,6.5888
20.137,17.927,8.119,6.3762
19.957,17.81,7.9078,6.248
19.829,17.577,7.7442,6.0977
19.475,17.448,7.524,6.0027
19.782,17.509,7.8469,6.1677
19.752,17.72,8.0071,6.3583
19.998,17.905,8.2362,6.514
19.867,17.748,8.017,6.3471
19.926,17.605,7.8964,6.2086
19.72,17.317,7.7058,6.0393
19.951,17.532,7.9794,6.2471
20.223,17.685,8.2296,6.4046
19.887,17.721,7.9486,6.3157
19.646,17.394,7.7356,6.1182
19.655,17.176,7.6384,5.9821
19.587,17.545,7.8154,6.2493
20.002,17.892,8.1297,6.4737
20.18,18.138,8.3238,6.6363
19.931,17.88,8.0561,6.4219
20.266,18.182,8.3144,6.6124
20.464,18.299,8.4944,6.7168
20.152,18.087,8.1867,6.5095
20.459,18.155,8.4219,6.6111
20.591,18.255,8.5683,6.7087
20.622,18.234,8.3722,6.567
20.728,18.463,8.5235,6.7197
20.446,18.21,8.2308,6.503
20.506,18.438,8.3827,6.6653
20.774,18.676,8.5851,6.8112
20.712,18.586,8.3607,6.6427
20.998,18.718,8.5803,6.7602
20.943,18.895,8.6549,6.878
20.449,18.618,8.2745,6.6408
20.286,18.338,8.0549,6.4334
20.223,18.359,8.1865,6.5393
19.964,18.116,7.9393,6.3537
19.507,17.998,7.6543,6.2359
19.868,18.18,7.9756,6.4213
19.757,18.03,7.8031,6.2824
19.525,17.911,7.6136,6.1736
19.154,17.829,7.3987,6.093
18.893,17.496,7.2463,5.936
19.272,17.775,7.6207,6.1908
18.95,17.708,7.4128,6.1071
18.888,17.742,7.3202,6.0714
19.118,17.973,7.6286,6.2936
19.014,17.591,7.4894,6.09
18.769,17.867,7.608,6.3193
18.657,17.451,7.4569,6.0959
18.562,17.276,7.3338,5.9806
18.747,17.352,7.6117,6.149
18.811,17.229,7.5201,6.0389
18.603,17.095,7.3521,5.9403
18.826,17.493,7.642,6.2216
19.059,17.761,7.894,6.4221
19.167,17.935,8.0689,6.5645
19.033,17.577,7.8462,6.3214
18.948,17.273,7.6734,6.126
19.208,17.631,7.934,6.367
19.054,17.39,7.7286,6.1872
18.798,17.08,7.5175,6.0068
18.689,16.932,7.3845,5.9041
18.424,16.813,7.2155,5.8246
18.711,17.245,7.5447,6.1293
18.615,17.351,7.4079,6.0979
18.308,17.142,7.2178,5.967
18.693,17.524,7.5765,6.2396
18.463,17.212,7.387,6.0544
18.792,17.215,7.7023,6.1826
19.453,17.324,8.0906,6.3256
19.067,17.262,7.7884,6.2041
19.587,17.153,8.1237,6.2698
19.33,17.022,7.8647,6.1286
19.057,16.802,7.6347,5.9769
19.331,17.175,7.9106,6.2331
19.651,17.538,8.1662,6.4534
19.675,17.693,8.2883,6.5766
19.493,17.402,8.0313,6.346
19.343,17.07,7.8216,6.1306
19.501,17.427,8.0359,6.3633
19.251,17.389,7.7909,6.2478
19.012,17.063,7.582,6.051
18.923,16.72,7.4533,5.8714
19.002,16.856,7.6866,6.0604
18.833,16.823,7.5109,5.9802
18.752,16.49,7.3901,5.8088
18.534,16.433,7.239,5.7529
18.842,16.739,7.576,6.0127
18.499,16.74,7.3525,5.948
18.755,17.156,7.65,6.2215
19.141,17.366,7.9509,6.3907
18.761,17.34,7.6625,6.2712
18.721,17.587,7.8139,6.4506
18.498,17.261,7.587,6.2262
18.273,17.114,7.3901,6.0908
18.632,17.331,7.7086,6.2833
18.865,17.323,7.9418,6.3719
18.751,17.143,7.7366,6.2019
18.358,16.944,7.4648,6.0488
18.852,16.945,7.821,6.1677
19.116,17.434,8.0543,6.4352
18.889,17.226,7.8002,6.2485
18.574,16.887,7.5502,6.0416
18.45,16.636,7.3976,5.89
18.668,16.997,7.6719,6.1517
18.505,16.879,7.4883,6.0304
18.448,16.832,7.3674,5.9513
18.148,16.471,7.1803,5.7758
18.588,16.76,7.5588,6.0268
18.247,16.481,7.3298,5.864
18.496,16.643,7.6192,6.0559
18.377,16.423,7.4533,5.9041
18.412,16.762,7.6518,6.1478
18.208,16.839,7.4478,6.0862
18.576,17.054,7.7566,6.2694
18.342,16.89,7.5307,6.1136
18.658,17.094,7.8121,6.29
18.834,17.416,8.0093,6.4834
18.614,17.409,7.7549,6.3564
18.371,17.046,7.5272,6.1291
18.444,17.307,7.7257,6.328
18.615,17.476,7.9273,6.4691
18.398,17.187,7.6795,6.2501
18.277,17.078,7.4991,6.1214
18.133,16.862,7.3372,5.9743
17.897,16.52,7.1655,5.8017
17.876,16.38,7.0909,5.719
17.734,16.275,6.9864,5.6588
17.373,16.115,6.8176,5.5865
17.188,16.006,6.7272,5.5394
16.7,15.959,6.5397,5.5191
17.096,16.211,6.9604,5.7856
17.27,16.147,6.9581,5.7212
17.509,16.352,7.2718,5.9419
17.48,16.37,7.1599,5.8817
17.649,16.764,7.4224,6.1464
17.481,16.535,7.242,5.9802
17.815,16.723,7.547,6.1625
18.361,17.051,7.885,6.3672
18.762,16.904,8.1361,6.3865
19.266,17.309,8.3955,6.585
19.412,17.516,8.5093,6.696
19.891,17.513,8.7232,6.7234
19.978,17.847,8.786,6.8614
20.222,18.088,8.8955,6.9555
19.954,17.805,8.5294,6.6766
19.997,17.684,8.3214,6.4908
19.598,17.404,7.9942,6.2774
19.408,17.314,7.7809,6.1585
19.212,17.325,7.595,6.093
19.158,17.081,7.4847,5.9498
18.835,16.806,7.2953,5.8125
18.793,17.218,7.5093,6.1125
19.185,17.526,7.8384,6.3361
19.421,17.75,8.0713,6.5026
19.674,18.025,8.2801,6.6656
19.872,18.316,8.4446,6.8154
19.975,18.481,8.5568,6.907
20.12,18.69,8.6691,7.0035
19.832,18.498,8.3289,6.7679
19.989,18.8,8.4766,6.9202
20.285,18.929,8.6547,6.9977
20.61,19.207,8.8244,7.118
21.045,19.555,9.0167,7.2515
21.145,19.833,9.0775,7.3502
21.146,19.913,9.0979,7.3737
21.113,19.773,8.8141,7.1346
21.265,19.913,8.9275,7.2122
21.341,19.986,9.0015,7.2581
21.594,20.26,9.1285,7.3688
21.767,20.581,9.2164,7.4869
21.886,20.604,9.2776,7.4921
22.083,20.639,9.3607,7.5017
21.82,20.555,8.9879,7.2852
21.409,20.271,8.6131,7.0318
21.57,20.299,8.7731,7.1031
21.555,20.42,8.8499,7.1963
21.642,20.659,8.9504,7.3193
21.688,20.798,9.0236,7.3948
21.812,21.017,9.1143,7.4902
21.614,20.802,8.7941,7.2418
21.14,20.504,8.4208,6.9984
21.243,20.348,8.5817,7.0177
21.415,20.421,8.7445,7.1097
21.638,20.595,8.9051,7.2243
21.925,20.408,9.07,7.1992
21.838,20.516,9.0875,7.2752
21.56,20.144,8.7442,6.9915
21.933,20.24,8.9632,7.0892
21.599,19.695,8.6235,6.7665
21.726,19.576,8.7763,6.8113
21.788,19.619,8.8856,6.9017
21.747,19.609,8.9439,6.9603
21.873,19.722,9.0497,7.0519
21.582,19.446,8.7094,6.8128
21.721,19.496,8.8516,6.9015
21.39,19.356,8.5237,6.728
21.764,19.463,8.7732,6.8479
21.736,19.319,8.8525,6.8635
22.018,19.638,9.0279,7.0336
22.047,19.526,9.0959,7.0359
21.664,19.271,8.722,6.8001
21.098,18.924,8.3299,6.5639
20.806,18.837,8.0794,6.4484
20.494,18.48,7.8531,6.2545
20.389,18.838,8.01,6.5153
20.704,18.882,8.2871,6.6324
20.921,18.953,8.4944,6.7405
20.425,18.703,8.1388,6.5376
20.145,18.389,7.8997,6.3393
20.106,18.195,7.7763,6.2065
19.703,18.045,7.5437,6.1061
19.879,18.201,7.8249,6.3066
19.971,18.394,8.0352,6.4902
20.173,18.396,8.2524,6.5829
20.027,18.185,8.0316,6.4018
19.984,18.261,8.166,6.528
20.164,18.447,8.3539,6.6733
20.191,18.41,8.4648,6.723
19.966,18.111,8.1824,6.4884
20.137,18.298,8.3638,6.6354
20.298,18.541,8.5185,6.7834
19.85,18.502,8.1534,6.6325
20.247,18.652,8.4149,6.7556
20.388,18.795,8.5583,6.8603
20.806,18.974,8.7796,6.9646
20.426,18.854,8.414,6.7696
20.645,19.254,8.5911,6.968
20.723,19.447,8.6977,7.0744
20.503,19.329,8.3981,6.8773
20.164,19.168,8.0981,6.6946
20.089,19.244,8.2132,6.8032
20.297,19.193,8.4074,6.8517
20.148,18.982,8.165,6.6515
19.954,18.698,7.9419,6.4532
20.158,18.91,8.1748,6.6351
20.003,18.408,7.9639,6.3608
19.53,17.916,7.6709,6.1203
19.8,18.17,7.9572,6.3484
19.926,18.229,8.1544,6.4767
19.935,18.255,7.9953,6.3911
19.615,17.93,7.7487,6.1989
19.857,18.041,8.015,6.3635
19.524,17.911,7.7575,6.2368
19.2,18.106,7.8201,6.4235
18.902,18.023,7.5836,6.3047
19.065,18.245,7.8235,6.4926
18.901,18.105,7.6286,6.3467
19.305,18.366,7.9454,6.5439
18.94,18.111,7.6685,6.3535
18.669,18.081,7.458,6.2656
19.063,18.2,7.792,6.4266
19.071,18.074,7.6622,6.2955
19.372,18.148,7.9436,6.4357
19.182,17.737,7.7301,6.2026
19.489,18.049,8.006,6.43
19.21,18.017,7.7556,6.3259
19.07,17.773,7.5859,6.1653
18.712,17.317,7.3638,5.951
18.386,17.472,7.1781,5.9731
18.087,17.444,7.0217,5.9318
17.993,17.197,6.9546,5.8207
17.911,17.023,6.9001,5.7463
17.809,16.648,6.845,5.6095
18.102,16.726,7.218,5.8233
17.829,16.429,7.0539,5.6898
17.894,16.117,7.0255,5.5647
17.538,16.081,6.8589,5.5472
17.303,15.953,6.7503,5.4997
17.165,15.646,6.686,5.3945
17.275,15.615,6.7146,5.3935
17.4,15.906,7.0317,5.6847
17.783,16.318,7.3872,5.9743
18.136,16.637,7.685,6.1949
18.433,16.917,7.9263,6.3748
18.916,16.948,8.2008,6.4497
19.317,17.346,8.4201,6.6362
19.474,17.642,8.5356,6.7701
19.547,17.388,8.3172,6.5178
19.516,17.233,8.1029,6.3335
19.396,17.655,8.1796,6.5589
19.734,17.646,8.399,6.6111
19.893,17.879,8.5326,6.7376
20.41,18.256,8.7747,6.9004
20.726,18.757,8.9262,7.0907
20.601,18.724,8.6222,6.8973
21.008,18.85,8.8376,6.9746
20.938,19.194,8.8659,7.1191
21.15,19.461,8.986,7.224
21.432,19.518,9.1188,7.2482
21.718,19.53,9.2419,7.2542
21.79,19.715,9.2811,7.3198
21.418,19.289,8.8725,6.984
21.616,19.547,9.0035,7.112
21.385,19.273,8.6829,6.8578
21.553,19.415,8.8331,6.9658
21.662,19.519,8.9438,7.0467
21.746,19.767,9.0322,7.168
21.631,19.84,9.0395,7.2164
21.447,19.477,8.7296,6.9236
21.112,19.138,8.4104,6.676
21.279,19.202,8.5947,6.7823
21.459,19.448,8.7596,6.9372
21.581,19.546,8.8836,7.0219
21.738,19.666,9.004,7.1037
21.763,19.723,9.0651,7.1538
21.485,19.325,8.7226,6.8554
21.122,18.861,8.3961,6.5706
20.739,18.741,8.1027,6.4402
20.319,18.379,7.8312,6.2425
20.358,18.498,8.0375,6.4173
20.523,18.725,8.2553,6.6039
20.608,18.8,8.4149,6.7129
20.515,18.684,8.2017,6.5561
20.68,18.971,8.3981,6.7456
20.452,18.76,8.1431,6.5562
20.527,18.814,8.3151,6.667
20.634,18.929,8.4727,6.7824
