H1,H2,H3,H4
18.643,17.261,7.642,6.1953
18.473,17.095,7.4601,6.059
18.735,17.347,7.7399,6.2685
19.003,17.6,7.9839,6.4504
18.836,17.432,7.7581,6.2804
18.659,17.26,7.5612,6.1328
18.913,17.504,7.828,6.3325
18.737,17.331,7.6222,6.178
18.554,17.156,7.4428,6.044
18.805,17.4,7.7249,6.2555
19.064,17.645,7.9708,6.4391
19.324,17.89,8.1856,6.5988
19.582,18.129,8.3737,6.738
19.4,17.945,8.0989,6.5309
19.64,18.171,8.2977,6.6788
19.442,17.976,8.0324,6.4793
19.234,17.774,7.8004,6.3056
19.456,17.99,8.0368,6.4827
19.247,17.788,7.8043,6.3085
19.468,18.002,8.0401,6.4852
19.258,17.799,7.8072,6.3107
19.042,17.594,7.604,6.1591
19.261,17.809,7.8653,6.3554
19.052,17.609,7.6547,6.1979
19.276,17.827,7.9095,6.389
19.506,18.047,8.1321,6.5552
19.739,18.266,8.3268,6.7001
19.534,18.064,8.0578,6.4978
19.32,17.857,7.8226,6.3217
19.099,17.648,7.6174,6.1686
19.313,17.858,7.8771,6.3636
19.1,17.654,7.6649,6.2051
18.884,17.45,7.48,6.0674
18.668,17.249,7.3192,5.9482
18.455,17.053,7.1795,5.845
18.685,17.282,7.4959,6.083
18.492,17.1,7.333,5.9617
18.3,16.92,7.1915,5.8567
18.112,16.745,7.0687,5.7659
18.364,16.994,7.3997,6.0146
18.631,17.25,7.6873,6.23
18.468,17.09,7.4996,6.089
18.735,17.346,7.7743,6.2945
19.007,17.602,8.0139,6.473
18.843,17.437,7.7843,6.3001
18.669,17.266,7.5841,6.1499
18.925,17.512,7.848,6.3474
19.185,17.758,8.0783,6.519
19.445,18.001,8.2797,6.6685
19.266,17.821,8.0166,6.4703
19.075,17.634,7.7867,6.2977
19.312,17.862,8.0247,6.4758
19.552,18.089,8.2328,6.6308
19.356,17.896,7.9756,6.4375
19.586,18.115,8.1898,6.5974
19.382,17.915,7.938,6.4084
19.169,17.711,7.7181,6.244
19.388,17.925,7.9649,6.4291
19.177,17.723,7.7415,6.2619
19.398,17.937,7.9853,6.4447
19.189,17.736,7.7593,6.2755
19.411,17.951,8.0009,6.4565
19.638,18.168,8.2119,6.614
19.431,17.964,7.9574,6.4228
19.65,18.175,8.1739,6.5847
19.437,17.968,7.9241,6.3973
19.652,18.175,8.1448,6.5624
19.436,17.965,7.8987,6.3779
19.212,17.752,7.6837,6.2175
18.986,17.541,7.4964,6.0782
19.198,17.75,7.7716,6.2851
18.984,17.547,7.5729,6.1369
18.769,17.345,7.4,6.0083
18.555,17.147,7.2496,5.897
18.346,16.955,7.1192,5.8008
18.143,16.769,7.006,5.7176
18.385,17.01,7.3453,5.9729
18.206,16.841,7.2022,5.8664
18.029,16.675,7.078,5.7743
17.856,16.514,6.9704,5.6948
17.688,16.359,6.8772,5.6262
17.526,16.211,6.7967,5.5671
17.809,16.489,7.1639,5.8429
18.107,16.774,7.4823,6.0812
17.975,16.642,7.3212,5.9601
17.838,16.509,7.1812,5.8553
18.135,16.793,7.4974,6.092
18.438,17.079,7.7724,6.2971
18.741,17.362,8.0123,6.4752
19.041,17.639,8.2219,6.6303
18.898,17.489,7.9661,6.437
18.74,17.331,7.7426,6.2688
19.007,17.585,7.9862,6.4507
19.275,17.837,8.1991,6.6089
19.54,18.083,8.3855,6.7469
19.799,18.322,8.5489,6.8673
19.614,18.134,8.2524,6.6437
19.85,18.356,8.4321,6.7772
19.646,18.154,8.1501,6.5651
19.866,18.364,8.3425,6.7086
19.65,18.153,8.0716,6.5053
19.861,18.356,8.2738,6.6565
20.073,18.558,8.4509,6.7884
20.283,18.756,8.6063,6.9035
20.055,18.531,8.3027,6.6753
20.25,18.718,8.4763,6.8048
20.01,18.485,8.1888,6.5891
20.197,18.666,8.3764,6.7296
20.386,18.846,8.5409,6.8522
20.575,19.025,8.6852,6.9593
20.325,18.781,8.372,6.7241
20.065,18.532,8.0974,6.5187
19.799,18.281,7.8572,6.3399
19.533,18.033,7.6476,6.1844
19.268,17.79,7.465,6.0496
19.01,17.553,7.3061,5.9327
19.195,17.743,7.6059,6.159
19.398,17.943,7.867,6.3552
19.175,17.73,7.6561,6.1978
18.949,17.518,7.4724,6.0611
18.725,17.309,7.3126,5.9427
18.506,17.106,7.1737,5.8403
18.729,17.329,7.4909,6.0789
18.967,17.56,7.7668,6.2857
18.778,17.375,7.5687,6.1374
19.02,17.609,7.8346,6.3365
19.269,17.844,8.0666,6.5096
19.519,18.078,8.2694,6.6602
19.766,18.307,8.4471,6.7916
20.008,18.529,8.6029,6.9064
19.808,18.326,8.2998,6.6778
20.029,18.533,8.4737,6.807
19.811,18.318,8.1865,6.591
20.018,18.516,8.3744,6.7313
20.226,18.711,8.5391,6.8537
20.431,18.902,8.6837,6.9606
20.196,18.67,8.3707,6.7252
20.385,18.85,8.5358,6.8483
20.138,18.609,8.241,6.6271
19.881,18.365,7.9827,6.4343
20.057,18.538,8.1961,6.5946
20.24,18.715,8.3828,6.7344
20.425,18.892,8.5465,6.8564
20.611,19.066,8.6902,6.963
20.358,18.818,8.3763,6.7273
20.095,18.566,8.1012,6.5215
19.827,18.313,7.8606,6.3423
19.557,18.062,7.6505,6.1866
19.727,18.234,7.9059,6.3792
19.91,18.414,8.1289,6.5467
19.664,18.178,7.8848,6.3642
19.415,17.943,7.6716,6.2056
19.166,17.711,7.4859,6.0679
19.357,17.903,7.7624,6.2762
19.125,17.684,7.5649,6.1291
19.33,17.886,7.8313,6.3293
19.546,18.093,8.0637,6.5033
19.766,18.301,8.2669,6.6548
19.552,18.09,8.0054,6.4583
19.765,18.293,8.2159,6.6156
19.98,18.496,8.4002,6.7527
20.195,18.696,8.5618,6.8724
19.97,18.473,8.2637,6.6481
20.17,18.662,8.4421,6.781
19.934,18.431,8.1588,6.5684
20.125,18.615,8.3501,6.7115
20.319,18.798,8.5178,6.8364
20.076,18.561,8.2252,6.6167
19.824,18.32,7.9689,6.4252
19.568,18.079,7.7451,6.2586
19.749,18.259,7.9884,6.4418
19.939,18.443,8.201,6.6012
19.699,18.212,7.9478,6.4116
19.453,17.979,7.7266,6.2468
19.643,18.167,7.9723,6.4315
19.843,18.36,8.187,6.5922
19.611,18.135,7.9355,6.4039
19.373,17.909,7.7159,6.24
19.134,17.685,7.5244,6.0978
18.897,17.464,7.3578,5.9745
19.101,17.669,7.6509,6.1951
18.883,17.462,7.4678,6.0588
19.102,17.677,7.7467,6.2683
19.331,17.897,7.9898,6.4502
19.13,17.7,7.7633,6.2803
19.358,17.92,8.0043,6.4607
19.156,17.722,7.7759,6.2894
19.383,17.94,8.0154,6.4686
19.179,17.741,7.7856,6.2963
19.405,17.958,8.0238,6.4745
19.2,17.758,7.7929,6.3015
19.425,17.975,8.0302,6.4791
19.654,18.192,8.2376,6.6337
19.883,18.406,8.4192,6.7684
19.675,18.199,8.1388,6.5574
19.455,17.985,7.8934,6.3736
19.228,17.77,7.6791,6.2137
19.436,17.974,7.9309,6.4028
19.217,17.764,7.7118,6.2391
18.994,17.554,7.5209,6.0969
18.771,17.346,7.3547,5.9737
18.552,17.144,7.2103,5.8671
18.338,16.948,7.0851,5.7749
18.132,16.759,6.9765,5.6953
17.934,16.58,6.8825,5.6267
17.746,16.409,6.8013,5.5675
18.006,16.667,7.1679,5.8433
18.282,16.934,7.4858,6.0815
18.132,16.786,7.3242,5.9604
18.414,17.056,7.6217,6.1829
18.702,17.327,7.8807,6.376
18.555,17.177,7.6681,6.2159
18.397,17.022,7.4828,6.0768
18.67,17.283,7.7597,6.2839
18.947,17.544,8.0012,6.4638
19.224,17.801,8.2122,6.6203
19.495,18.052,8.397,6.7568
19.76,18.295,8.5589,6.876
20.016,18.529,8.7011,6.9801
20.261,18.753,8.826,7.0712
20.06,18.548,8.4956,6.8219
20.278,18.751,8.6455,6.9328
20.054,18.53,8.3371,6.7009
19.818,18.303,8.0669,6.4985
20.01,18.49,8.2697,6.6506
19.771,18.26,8.0079,6.4547
19.961,18.446,8.2181,6.6125
19.721,18.216,7.9627,6.4215
19.911,18.402,8.1786,6.5835
20.107,18.591,8.3675,6.7247
20.304,18.778,8.5331,6.8479
20.5,18.962,8.6784,6.9556
20.693,19.142,8.806,7.0498
20.881,19.315,8.9183,7.1322
20.627,19.064,8.5767,6.8752
20.359,18.806,8.2768,6.6506
20.084,18.546,8.0141,6.4547
20.243,18.705,8.2235,6.6124
19.974,18.449,7.9675,6.4215
19.702,18.195,7.7438,6.2553
19.431,17.945,7.5487,6.111
19.166,17.7,7.3789,5.9859
18.907,17.464,7.2313,5.8777
19.095,17.656,7.5409,6.1113
19.3,17.859,7.8104,6.3138
19.516,18.067,8.0454,6.4898
19.738,18.276,8.2509,6.643
19.96,18.484,8.4309,6.7766
19.745,18.27,8.149,6.5646
19.954,18.468,8.3416,6.7082
20.165,18.665,8.5103,6.8335
19.937,18.441,8.2186,6.6142
19.699,18.211,7.9632,6.423
19.892,18.398,8.179,6.5848
20.089,18.587,8.3678,6.7258
20.289,18.775,8.5334,6.8489
20.487,18.959,8.6786,6.9564
20.246,18.721,8.3662,6.7215
20.429,18.896,8.5319,6.8452
20.612,19.068,8.6774,6.9532
20.793,19.237,8.8052,7.0477
20.971,19.402,8.9176,7.1304
20.707,19.142,8.576,6.8736
20.432,18.877,8.2762,6.6492
20.585,19.028,8.453,6.782
20.308,18.762,8.1684,6.5693
20.461,18.914,8.3586,6.7123
20.185,18.651,8.0856,6.5084
20.342,18.806,8.2861,6.6593
20.505,18.965,8.4617,6.7908
20.673,19.124,8.6157,6.9057
20.405,18.865,8.311,6.6772
20.129,18.602,8.044,6.4779
20.287,18.758,8.2497,6.6326
20.452,18.918,8.4298,6.7675
20.621,19.079,8.5877,6.8853
20.356,18.821,8.2865,6.6594
20.518,18.979,8.462,6.7909
20.248,18.719,8.1762,6.577
19.973,18.458,7.9262,6.3906
19.696,18.199,7.7077,6.2285
19.422,17.945,7.5173,6.0878
19.153,17.697,7.3516,5.9658
19.33,17.878,7.6455,6.1877
19.523,18.068,7.9015,6.3801
19.29,17.846,7.6862,6.2194
19.493,18.043,7.9371,6.4077
19.268,17.827,7.7173,6.2434
19.476,18.029,7.9641,6.4286
19.692,18.234,8.1798,6.5897
19.475,18.022,7.9293,6.4016
19.251,17.806,7.7104,6.2381
19.024,17.592,7.5197,6.0961
19.235,17.799,7.7918,6.3006
19.455,18.011,8.0293,6.4783
19.681,18.224,8.2368,6.633
19.908,18.436,8.4185,6.7679
19.697,18.225,8.1381,6.5569
19.91,18.427,8.332,6.7015
19.688,18.21,8.0624,6.4991
19.458,17.988,7.8267,6.3228
19.223,17.766,7.621,6.1696
18.988,17.547,7.4418,6.0367
19.193,17.751,7.724,6.2491
18.974,17.543,7.5315,6.1056
19.191,17.756,7.8021,6.3089
19.418,17.974,8.0382,6.4856
19.213,17.774,7.8056,6.311
19.438,17.989,8.0412,6.4874
19.667,18.206,8.2473,6.6409
19.896,18.42,8.4277,6.7748
19.687,18.212,8.1462,6.5629
19.467,17.998,7.8998,6.3784
19.24,17.782,7.6848,6.2179
19.447,17.986,7.9358,6.4064
19.663,18.193,8.155,6.5704
19.882,18.4,8.3469,6.7132
19.665,18.186,8.0754,6.5093
19.438,17.968,7.838,6.3317
19.207,17.749,7.6309,6.1773
19.412,17.951,7.8888,6.3712
19.189,17.739,7.6751,6.2116
18.965,17.528,7.4889,6.0731
19.178,17.738,7.765,6.2807
19.401,17.954,8.0058,6.461
19.194,17.753,7.7773,6.2897
19.418,17.968,8.0165,6.4688
19.646,18.184,8.2256,6.6247
19.439,17.981,7.9693,6.4322
19.66,18.191,8.1844,6.5928
19.882,18.401,8.3726,6.7328
19.668,18.19,8.0979,6.5264
19.88,18.392,8.2968,6.6749
20.093,18.592,8.4711,6.8044
19.868,18.371,8.1842,6.5888
19.634,18.145,7.9331,6.4009
19.829,18.336,8.1527,6.5656
19.595,18.11,7.9056,6.3807
19.791,18.302,8.1286,6.548
19.558,18.077,7.8845,6.3653
19.32,17.852,7.6714,6.2065
19.517,18.047,7.9241,6.3965
19.288,17.829,7.7059,6.2337
19.057,17.612,7.5158,6.0922
19.263,17.816,7.7884,6.2973
19.045,17.608,7.5876,6.1475
18.825,17.402,7.4128,6.0175
19.043,17.618,7.6987,6.2325
18.837,17.421,7.5095,6.0912
19.066,17.644,7.783,6.2964
18.868,17.453,7.5829,6.1467
18.666,17.262,7.4086,6.0168
18.465,17.073,7.2571,5.9044
18.267,16.889,7.1257,5.8071
18.51,17.129,7.4491,6.0503
18.33,16.958,7.2923,5.9333
18.151,16.789,7.1562,5.8321
18.41,17.042,7.4756,6.0719
18.245,16.883,7.3154,5.952
18.078,16.724,7.1762,5.8483
18.348,16.986,7.493,6.0859
18.191,16.834,7.3305,5.9642
18.032,16.681,7.1893,5.8588
17.872,16.531,7.0668,5.7678
17.714,16.383,6.9607,5.6892
17.997,16.66,7.306,5.9483
18.292,16.941,7.6058,6.1725
18.591,17.222,7.8669,6.3669
18.454,17.081,7.6561,6.2079
18.306,16.935,7.4723,6.0699
18.588,17.204,7.7506,6.2779
18.437,17.054,7.5547,6.1307
18.278,16.9,7.3841,6.003
18.552,17.164,7.6738,6.2198
18.396,17.011,7.4877,6.0803
18.233,16.856,7.3259,5.9593
18.505,17.119,7.6231,6.182
18.783,17.383,7.882,6.3752
19.063,17.645,8.108,6.5432
18.904,17.485,7.8665,6.3612
19.169,17.735,8.0945,6.531
19.433,17.982,8.2939,6.679
19.257,17.805,8.029,6.4794
19.503,18.038,8.2366,6.634
19.313,17.85,7.9789,6.4402
19.112,17.656,7.7538,6.2716
19.341,17.879,7.996,6.4531
19.14,17.684,7.7687,6.2828
18.932,17.487,7.5704,6.1349
19.158,17.709,7.8361,6.3343
18.956,17.516,7.6291,6.1796
19.187,17.741,7.8873,6.3731
19.424,17.968,8.1126,6.5414
19.228,17.775,7.8705,6.3596
19.023,17.579,7.6592,6.2016
19.25,17.8,7.9135,6.3923
19.048,17.606,7.6967,6.2299
18.841,17.41,7.5077,6.089
18.633,17.216,7.3432,5.9669
18.864,17.444,7.6382,6.1886
18.67,17.259,7.4568,6.0531
18.474,17.075,7.299,5.9358
18.716,17.313,7.5998,6.1617
18.533,17.137,7.4233,6.0298
18.348,16.963,7.2699,5.9156
18.164,16.791,7.1367,5.8168
18.419,17.042,7.4587,6.0587
18.251,16.881,7.3007,5.9406
18.517,17.139,7.6012,6.1658
18.356,16.982,7.4246,6.0334
18.19,16.823,7.271,5.9187
18.46,17.084,7.5754,6.1469
18.737,17.348,7.8404,6.3447
18.581,17.192,7.633,6.1886
18.417,17.032,7.4522,6.0532
18.684,17.289,7.7331,6.2634
18.52,17.129,7.5394,6.1181
18.351,16.966,7.3708,5.992
18.615,17.222,7.6622,6.2104
18.886,17.48,7.9161,6.3999
18.723,17.318,7.699,6.2366
18.552,17.151,7.5097,6.0948
18.375,16.984,7.345,5.9718
18.198,16.817,7.2019,5.8655
18.458,17.072,7.5153,6.1007
18.292,16.913,7.3499,5.977
18.56,17.172,7.644,6.1974
18.399,17.015,7.4618,6.0608
18.669,17.275,7.7415,6.27
18.509,17.117,7.5467,6.1238
18.341,16.957,7.3772,5.997
18.607,17.214,7.6677,6.2147
18.444,17.055,7.4825,6.0758
18.712,17.313,7.7595,6.283
18.549,17.153,7.5624,6.1351
18.815,17.408,7.8291,6.3345
19.085,17.663,8.0618,6.5078
19.354,17.914,8.2652,6.6587
19.183,17.741,8.0039,6.4617
18.999,17.561,7.7756,6.2903
18.807,17.377,7.5765,6.1414
18.611,17.192,7.403,6.0123
18.415,17.01,7.2523,5.9004
18.221,16.832,7.1215,5.8037
18.469,17.077,7.4455,6.0473
18.294,16.911,7.2892,5.9307
18.118,16.746,7.1534,5.8299
17.944,16.585,7.0357,5.7428
17.775,16.43,6.9338,5.6676
17.611,16.28,6.8456,5.6028
17.89,16.555,7.2062,5.8737
18.185,16.837,7.5191,6.1079
18.049,16.703,7.3532,5.9832
18.344,16.984,7.6469,6.2027
18.643,17.265,7.9027,6.3932
18.94,17.541,8.1261,6.5589
19.231,17.81,8.3216,6.7032
19.515,18.07,8.4928,6.8292
19.354,17.903,8.2032,6.6104
19.175,17.725,7.9497,6.4197
19.421,17.959,8.1672,6.582
19.667,18.19,8.3575,6.7233
19.909,18.416,8.5243,6.8467
20.145,18.634,8.6707,6.9546
19.939,18.427,8.3592,6.7199
20.153,18.63,8.5258,6.8437
19.928,18.41,8.2322,6.6231
19.693,18.184,7.9751,6.4307
19.887,18.375,8.1894,6.5916
20.087,18.567,8.3769,6.7317
20.288,18.757,8.5414,6.8541
20.487,18.944,8.6857,6.961
20.246,18.708,8.3724,6.7255
20.43,18.884,8.5373,6.8486
20.178,18.64,8.2423,6.6274
20.354,18.811,8.4233,6.763
20.532,18.982,8.582,6.8813
20.711,19.151,8.7214,6.9848
20.452,18.898,8.4037,6.7463
20.182,18.64,8.1252,6.5381
19.907,18.382,7.8815,6.3568
20.068,18.544,8.1076,6.5272
19.804,18.294,7.8661,6.3472
19.974,18.464,8.0942,6.5189
20.153,18.638,8.2936,6.6684
20.337,18.814,8.4682,6.7987
20.087,18.571,8.1817,6.5838
19.829,18.325,7.9309,6.3966
19.568,18.08,7.7119,6.2337
19.308,17.838,7.5209,6.0923
19.488,18.02,7.7929,6.2973
19.682,18.21,8.0302,6.4754
19.449,17.986,7.7985,6.3022
19.648,18.18,8.0351,6.4797
19.854,18.377,8.2419,6.6342
19.628,18.156,7.9836,6.4405
19.394,17.932,7.7578,6.2718
19.158,17.71,7.5609,6.1254
19.359,17.909,7.8278,6.326
19.571,18.113,8.0607,6.5004
19.353,17.901,7.8251,6.324
19.565,18.106,8.0583,6.4986
19.783,18.313,8.2622,6.6507
20.002,18.518,8.4408,6.7833
19.783,18.301,8.1576,6.5704
19.99,18.498,8.3491,6.7133
19.762,18.275,8.0774,6.5093
19.525,18.048,7.8398,6.3317
19.721,18.24,8.0711,6.5054
19.488,18.016,7.8343,6.3283
19.688,18.211,8.0663,6.5024
19.893,18.408,8.2692,6.654
19.666,18.186,8.0074,6.4576
19.867,18.38,8.2177,6.615
19.636,18.156,7.9624,6.4237
19.399,17.93,7.7393,6.2573
19.597,18.124,7.9834,6.4406
19.802,18.322,8.1967,6.6002
19.576,18.102,7.944,6.4108
19.343,17.88,7.7233,6.246
19.108,17.659,7.5309,6.103
19.311,17.861,7.8016,6.3066
19.089,17.649,7.5991,6.1555
18.866,17.44,7.4228,6.0245
18.645,17.234,7.2694,5.911
18.865,17.453,7.574,6.1402
18.663,17.261,7.4009,6.0112
18.461,17.072,7.2505,5.8995
18.262,16.887,7.1199,5.8029
18.505,17.127,7.4441,6.0466
18.325,16.956,7.288,5.9302
18.582,17.205,7.5902,6.1568
18.412,17.04,7.415,6.0256
18.675,17.292,7.7007,6.2395
18.945,17.547,7.9496,6.4252
18.78,17.381,7.7282,6.2585
18.605,17.211,7.5352,6.1138
18.862,17.458,7.8053,6.316
19.124,17.706,8.041,6.4917
18.951,17.533,7.808,6.3164
18.768,17.355,7.6047,6.164
19.016,17.594,7.8659,6.3596
19.269,17.833,8.094,6.5297
19.086,17.652,7.8542,6.3494
18.895,17.467,7.645,6.1927
18.698,17.28,7.4627,6.0567
18.5,17.095,7.3041,5.9389
18.303,16.913,7.1664,5.837
18.548,17.154,7.4845,6.0761
18.369,16.984,7.3231,5.9557
18.625,17.234,7.6207,6.1789
18.454,17.068,7.4416,6.0447
18.716,17.321,7.7238,6.2561
18.548,17.156,7.5313,6.1117
18.811,17.408,7.802,6.3142
18.642,17.243,7.5994,6.1621
18.903,17.492,7.8614,6.358
18.732,17.324,7.6512,6.2001
18.989,17.57,7.9065,6.391
19.25,17.816,8.1294,6.5569
19.509,18.058,8.3245,6.7015
19.764,18.294,8.4953,6.8277
19.577,18.104,8.2054,6.6091
19.375,17.907,7.9517,6.4186
19.164,17.705,7.73,6.2528
18.949,17.502,7.5367,6.1088
18.733,17.301,7.3685,5.984
18.52,17.104,7.2223,5.876
18.311,16.913,7.0954,5.7826
18.109,16.729,6.9855,5.702
17.915,16.554,6.8903,5.6324
17.73,16.387,6.808,5.5724
17.555,16.229,6.7368,5.5208
17.827,16.499,7.1121,5.803
18.117,16.778,7.4374,6.0467
18.414,17.059,7.7201,6.2578
18.279,16.921,7.5281,6.1132
18.57,17.197,7.7992,6.3155
18.862,17.47,8.0357,6.4912
19.152,17.738,8.2424,6.6443
19.435,17.998,8.4234,6.7777
19.709,18.249,8.5821,6.8942
19.972,18.49,8.7215,6.9961
20.225,18.719,8.8439,7.0852
20.465,18.937,8.9516,7.1633
20.692,19.143,9.0465,7.2317
20.907,19.338,9.13,7.2917
20.675,19.104,8.763,7.0149
20.859,19.277,8.8804,7.1017
21.039,19.444,8.9838,7.1777
20.776,19.186,8.6343,6.915
20.5,18.922,8.3273,6.6854
20.652,19.072,8.4978,6.8136
20.809,19.225,8.6474,6.9256
20.966,19.376,8.7788,7.0235
21.123,19.524,8.8944,7.1092
21.277,19.669,8.9961,7.1843
21.427,19.808,9.0856,7.2501
21.572,19.943,9.1645,7.3079
21.711,20.072,9.2341,7.3585
21.844,20.195,9.2954,7.403
21.536,19.893,8.9086,7.1125
21.214,19.586,8.5682,6.858
21.321,19.695,8.7092,6.9644
20.999,19.388,8.3931,6.7285
21.108,19.5,8.5555,6.8512
20.789,19.198,8.2582,6.6296
20.903,19.316,8.4372,6.7649
21.027,19.439,8.5943,6.8831
21.157,19.565,8.7321,6.9863
21.289,19.691,8.8533,7.0767
21.421,19.816,8.9599,7.1558
21.553,19.939,9.0538,7.2251
21.681,20.059,9.1364,7.2859
21.806,20.174,9.2093,7.3393
21.492,19.867,8.8328,7.0566
21.602,19.974,8.9418,7.1382
21.277,19.662,8.5974,6.8805
20.946,19.348,8.2949,6.6552
20.613,19.037,8.03,6.4587
20.282,18.73,7.7983,6.2877
19.958,18.432,7.5962,6.1391
20.079,18.563,7.8586,6.338
20.22,18.706,8.0876,6.5108
20.373,18.856,8.2878,6.6613
20.533,19.01,8.4632,6.7926
20.698,19.166,8.617,6.9072
20.864,19.32,8.7521,7.0075
21.028,19.472,8.8709,7.0952
20.753,19.202,8.535,6.8428
20.468,18.927,8.2402,6.6223
20.178,18.651,7.9821,6.4301
20.322,18.797,8.1955,6.591
20.478,18.948,8.3823,6.7312
20.639,19.102,8.5461,6.8536
20.802,19.256,8.6898,6.9606
20.53,18.991,8.376,6.7251
20.685,19.14,8.5405,6.8483
20.843,19.29,8.6849,6.9559
21.001,19.438,8.8118,7.0501
21.158,19.584,8.9234,7.1325
21.312,19.726,9.0216,7.2047
21.461,19.863,9.1081,7.268
21.17,19.576,8.7437,6.9941
21.302,19.702,8.8635,7.0835
21.434,19.827,8.9688,7.1618
21.13,19.532,8.6211,6.9011
21.252,19.651,8.7557,7.0021
21.377,19.771,8.8741,7.0905
21.503,19.89,8.9782,7.1679
21.193,19.59,8.6293,6.9065
20.874,19.286,8.323,6.6779
20.987,19.401,8.494,6.807
21.109,19.522,8.6441,6.9198
21.236,19.644,8.7759,7.0185
21.365,19.767,8.8918,7.1048
21.494,19.888,8.9938,7.1805
21.187,19.589,8.6431,6.9175
20.87,19.287,8.335,6.6875
20.985,19.403,8.5046,6.8154
20.673,19.106,8.2136,6.5984
20.358,18.811,7.9588,6.4093
20.481,18.939,8.1751,6.5729
20.618,19.074,8.3645,6.7154
20.327,18.796,8.0908,6.5112
20.469,18.938,8.2906,6.6616
20.184,18.666,8.0262,6.4643
20.334,18.815,8.2341,6.6208
20.492,18.968,8.4161,6.7572
20.656,19.123,8.5757,6.8763
20.821,19.278,8.7158,6.9804
20.55,19.012,8.3989,6.7425
20.705,19.162,8.5606,6.8635
20.428,18.893,8.2627,6.6403
20.144,18.623,8.0017,6.4458
20.295,18.773,8.2127,6.6047
20.019,18.51,7.958,6.4147
20.177,18.668,8.1744,6.5776
19.909,18.412,7.9246,6.3911
19.639,18.157,7.7063,6.2289
19.371,17.907,7.5161,6.0881
19.107,17.664,7.3506,5.9661
19.288,17.847,7.6446,6.1879
19.486,18.041,7.9008,6.3804
19.693,18.239,8.1244,6.5477
19.469,18.021,7.8808,6.3651
19.24,17.801,7.6682,6.2064
19.009,17.583,7.4829,6.0686
19.217,17.787,7.7598,6.2767
19,17.58,7.5627,6.1296
18.782,17.374,7.391,6.0021
18.566,17.172,7.2419,5.8916
18.354,16.976,7.1124,5.7961
18.586,17.206,7.4376,6.0407
18.834,17.444,7.7204,6.2526
19.088,17.685,7.9669,6.4366
18.91,17.508,7.7432,6.2684
19.159,17.744,7.9868,6.4503
19.411,17.98,8.1997,6.6086
19.227,17.795,7.9466,6.4182
19.467,18.022,8.1645,6.5806
19.707,18.246,8.3551,6.7222
19.51,18.049,8.0827,6.5171
19.3,17.845,7.8444,6.3385
19.52,18.057,8.0751,6.5112
19.745,18.27,8.2769,6.6617
19.969,18.481,8.4536,6.7929
19.756,18.269,8.1689,6.5788
19.967,18.47,8.359,6.7206
20.178,18.668,8.5256,6.8443
19.951,18.444,8.232,6.6236
19.713,18.215,7.9749,6.4312
19.905,18.403,8.1892,6.592
19.667,18.174,7.9375,6.4036
19.424,17.944,7.7176,6.2398
19.616,18.135,7.9645,6.4255
19.381,17.912,7.7412,6.2588
19.581,18.108,7.985,6.442
19.352,17.889,7.7591,6.2731
19.557,18.089,8.0006,6.4544
19.768,18.292,8.2117,6.6122
19.547,18.076,7.9572,6.4212
19.319,17.858,7.7348,6.2551
19.524,18.059,7.9794,6.4388
19.301,17.845,7.7542,6.2704
19.51,18.049,7.9964,6.452
19.291,17.837,7.769,6.2819
19.067,17.625,7.5707,6.1341
19.279,17.833,7.8363,6.3336
19.064,17.628,7.6294,6.179
18.848,17.424,7.4491,6.0448
18.632,17.222,7.2923,5.9286
18.42,17.026,7.1562,5.8281
18.214,16.837,7.0381,5.7412
18.452,17.074,7.3731,5.9933
18.269,16.901,7.2263,5.884
18.524,17.15,7.5366,6.1168
18.354,16.985,7.3683,5.9909
18.182,16.821,7.2222,5.882
18.01,16.659,7.0953,5.7877
17.841,16.502,6.9854,5.7064
18.113,16.768,7.3274,5.9632
17.961,16.622,7.1866,5.858
17.809,16.477,7.0645,5.767
18.094,16.754,7.396,6.0156
18.389,17.034,7.6842,6.2308
18.688,17.313,7.9353,6.4176
18.984,17.587,8.1546,6.5801
18.839,17.437,7.9072,6.3933
18.68,17.278,7.6912,6.2309
18.512,17.115,7.5029,6.0898
18.339,16.95,7.3391,5.9676
18.601,17.205,7.6346,6.1892
18.87,17.462,7.892,6.3815
19.142,17.717,8.1168,6.5487
18.975,17.55,7.8742,6.3659
18.798,17.377,7.6624,6.2071
19.05,17.619,7.9163,6.397
18.869,17.442,7.6991,6.2341
19.118,17.681,7.9483,6.4205
19.37,17.92,8.166,6.5826
19.621,18.155,8.3564,6.7239
19.432,17.966,8.0838,6.5186
19.667,18.189,8.2845,6.6681
19.9,18.408,8.4603,6.7985
20.13,18.622,8.6145,6.9124
19.919,18.411,8.3099,6.6831
20.129,18.61,8.4826,6.8116
20.337,18.806,8.6341,6.9238
20.107,18.579,8.3271,6.693
20.299,18.763,8.4976,6.8203
20.057,18.528,8.2075,6.6026
19.805,18.288,7.9534,6.4129
19.549,18.048,7.7315,6.2479
19.73,18.23,7.9766,6.4325
19.92,18.416,8.1907,6.5931
19.681,18.186,7.9388,6.4046
19.436,17.955,7.7188,6.2407
19.627,18.145,7.9654,6.4262
19.827,18.339,8.181,6.5876
19.596,18.116,7.9303,6.3998
19.36,17.891,7.7113,6.2365
19.558,18.086,7.9589,6.4226
19.329,17.867,7.7363,6.2563
19.097,17.649,7.5422,6.1119
18.866,17.434,7.3733,5.9867
